SA2_code,y.cervical.female,sd.cervical.female
21028,1,0.05612244897959186
21029,1,0.0637755102040816
21030,1,0.0637755102040816
21031,1,0.06632653061224487
21032,1.01,0.05612244897959186
21033,1.01,0.05867346938775507
21034,1,0.06887755102040814
21035,1,0.05867346938775507
21036,1,0.0637755102040816
21037,1,0.09183673469387751
21038,1,0.07908163265306122
21039,1,0.07142857142857141
21040,1,0.06632653061224487
21041,0.99,0.0688775510204082
21042,1,0.06887755102040814
21043,1.01,0.07142857142857141
21044,0.98,0.09948979591836732
21045,1,0.08418367346938775
21046,1,0.08673469387755102
21047,1.01,0.07908163265306122
21048,0.98,0.09438775510204078
21049,1.01,0.07908163265306122
21050,0.99,0.07908163265306122
21051,0.97,0.11224489795918366
21052,0.97,0.10459183673469385
21053,0.99,0.08418367346938775
21054,1,0.061224489795918394
21055,1,0.05612244897959186
21056,0.99,0.07653061224489795
21057,1,0.058673469387755126
21058,1.01,0.06887755102040814
21059,1.01,0.10459183673469388
21060,1,0.05357142857142859
21061,1,0.07397959183673468
21062,1,0.058673469387755126
21063,1,0.11989795918367349
21064,1.01,0.06632653061224487
21065,1.01,0.07142857142857141
21066,0.98,0.13010204081632654
21067,1,0.06122448979591834
21068,1,0.08673469387755102
21069,1,0.07397959183673468
21070,1,0.06122448979591834
21071,1,0.08928571428571429
21072,1,0.06887755102040814
21073,1.01,0.08418367346938775
21074,1.01,0.07397959183673468
21075,1,0.07397959183673468
21076,1.01,0.06887755102040814
21077,1,0.05102040816326532
21078,1,0.07397959183673468
21079,1,0.07908163265306122
21081,0.98,0.09948979591836732
21082,0.99,0.061224489795918394
21084,1,0.08928571428571429
21085,1,0.07397959183673468
21086,0.98,0.09438775510204078
21087,1,0.07397959183673468
21088,1,0.15306122448979595
21089,1.01,0.07397959183673468
21090,1,0.07397959183673468
21091,1,0.12244897959183673
21092,1,0.1326530612244898
21093,1,0.07142857142857141
21094,1,0.06632653061224487
21095,1,0.07653061224489795
21096,0.99,0.08418367346938775
21097,0.99,0.08163265306122448
21098,0.99,0.07142857142857141
21099,1,0.06632653061224487
21100,0.99,0.06632653061224487
21101,0.99,0.06377551020408166
21102,0.99,0.06632653061224487
21103,0.99,0.08418367346938775
21104,0.99,0.07653061224489795
21105,0.98,0.07142857142857141
21106,0.99,0.07397959183673468
21107,0.98,0.06632653061224493
21108,0.98,0.058673469387755126
21109,0.99,0.07142857142857141
21110,1,0.07397959183673468
21111,0.99,0.06887755102040814
21112,0.99,0.06887755102040814
21113,0.99,0.06887755102040814
21114,0.98,0.06632653061224493
21115,0.99,0.07142857142857141
21116,0.98,0.07908163265306122
21117,0.99,0.06887755102040814
21118,1,0.07908163265306122
21119,1,0.06632653061224487
21120,0.99,0.08163265306122448
21121,1,0.08163265306122448
21122,1,0.07397959183673468
21123,1,0.07142857142857141
21124,0.99,0.06632653061224487
21125,1,0.08163265306122448
21126,1,0.06632653061224487
21128,1.02,0.08163265306122448
21129,1.01,0.10204081632653061
21130,1.03,0.09183673469387756
21131,1,0.07142857142857141
21132,1.01,0.08928571428571429
21133,1.01,0.07908163265306122
21134,1.01,0.07908163265306122
21135,1.01,0.08163265306122448
21136,1.01,0.07142857142857141
21137,0.99,0.06887755102040814
21138,1,0.07397959183673468
21139,0.99,0.06377551020408166
21140,1,0.07142857142857141
21141,0.99,0.07397959183673468
21142,1,0.07142857142857141
21143,1,0.07142857142857141
21144,1,0.0637755102040816
21145,0.99,0.05612244897959186
21146,0.99,0.08928571428571429
21147,0.99,0.06377551020408166
21148,0.99,0.058673469387755126
21149,0.98,0.07142857142857141
21150,1,0.06632653061224487
21151,0.99,0.061224489795918394
21152,0.99,0.06377551020408166
21153,0.99,0.05612244897959186
21154,0.99,0.07142857142857141
21155,0.99,0.06632653061224487
21156,0.98,0.0688775510204082
21157,0.98,0.06632653061224493
21158,0.98,0.06377551020408166
21159,0.98,0.0688775510204082
21160,0.99,0.07142857142857147
21161,0.98,0.06632653061224493
21162,0.98,0.07397959183673473
21163,0.98,0.07397959183673473
21164,0.98,0.058673469387755126
21165,0.99,0.058673469387755126
21166,0.99,0.058673469387755126
21167,0.98,0.06632653061224493
21168,1.01,0.10459183673469388
21169,1,0.09438775510204081
21170,1,0.08163265306122448
21171,1,0.09183673469387756
21172,1,0.08163265306122448
21173,1,0.10204081632653061
21174,1.01,0.08163265306122448
21175,1.01,0.0637755102040816
21176,1,0.07142857142857141
21177,1,0.06122448979591834
21178,1,0.08673469387755102
21179,1,0.08163265306122448
21180,1,0.07653061224489795
21181,1,0.07142857142857141
21182,1.01,0.07908163265306122
21183,1,0.07653061224489795
21184,1,0.07142857142857141
21185,1,0.06887755102040814
21186,1,0.09438775510204081
21187,1,0.07142857142857141
21188,1,0.08673469387755102
21189,1,0.07142857142857141
21190,1,0.09693877551020408
21191,1,0.06632653061224487
21193,0.99,0.08673469387755102
21194,1,0.06122448979591834
21195,1,0.05612244897959186
21196,0.98,0.07142857142857141
21197,0.98,0.06377551020408166
21198,0.99,0.0688775510204082
21199,0.99,0.06377551020408166
21200,0.99,0.05612244897959186
21201,0.98,0.06632653061224493
21202,0.98,0.07142857142857141
21203,0.99,0.061224489795918394
21204,0.98,0.0688775510204082
21205,0.99,0.06377551020408166
21206,0.98,0.061224489795918394
21207,0.99,0.06632653061224493
21208,0.99,0.06632653061224493
21209,0.98,0.061224489795918394
21210,0.98,0.07653061224489795
21211,0.99,0.0637755102040816
21212,0.99,0.05102040816326532
21213,0.98,0.05357142857142859
21214,0.98,0.0688775510204082
21215,0.98,0.07397959183673468
21216,0.98,0.06377551020408166
21217,0.99,0.07142857142857141
21218,0.98,0.061224489795918394
21219,0.98,0.06377551020408166
21220,0.98,0.07142857142857147
21221,0.98,0.06377551020408166
21222,0.98,0.0688775510204082
21223,0.99,0.05612244897959186
21224,0.99,0.061224489795918394
21225,0.99,0.06632653061224493
21226,0.99,0.07142857142857141
21228,0.99,0.058673469387755126
21229,1,0.06632653061224487
21230,0.99,0.07908163265306122
21231,0.99,0.06377551020408166
21232,1,0.06122448979591834
21233,1,0.07397959183673468
21234,1,0.07142857142857141
21235,1,0.05357142857142859
21236,0.98,0.06632653061224493
21237,0.99,0.06377551020408166
21238,0.99,0.058673469387755126
21239,0.98,0.07397959183673468
21240,1,0.07397959183673468
21241,0.99,0.061224489795918394
21242,0.99,0.07908163265306122
21243,0.99,0.05357142857142859
21244,0.99,0.06632653061224493
21245,0.99,0.06632653061224493
21246,0.99,0.058673469387755126
21247,0.99,0.07142857142857141
21248,0.99,0.07142857142857141
21249,0.99,0.06632653061224493
21250,0.99,0.07653061224489795
21251,1,0.07397959183673468
21252,1,0.0637755102040816
21253,1,0.06887755102040814
21254,1.01,0.05867346938775507
21255,1.01,0.0637755102040816
21256,1.01,0.08163265306122448
21257,1.01,0.08163265306122448
21258,1.01,0.05867346938775507
21259,0.99,0.07397959183673468
21260,1,0.06632653061224487
21261,0.98,0.06377551020408166
21262,0.98,0.05612244897959186
21263,1,0.07397959183673468
21264,1,0.06887755102040814
21265,0.99,0.07142857142857141
21266,0.99,0.06632653061224493
21267,1,0.07142857142857141
21268,1,0.08928571428571429
21269,0.99,0.0688775510204082
21270,0.99,0.07653061224489795
21271,0.98,0.07142857142857141
21272,0.99,0.07397959183673468
21273,0.99,0.06377551020408166
21274,1,0.07142857142857141
21275,0.99,0.06377551020408166
21276,1,0.06887755102040814
21277,1,0.07142857142857141
21278,0.99,0.0637755102040816
21279,1,0.06887755102040814
21280,1,0.07142857142857141
21281,1,0.07397959183673468
21282,1,0.05612244897959186
21283,1,0.07142857142857141
21284,1.01,0.08418367346938775
21285,1,0.06887755102040814
21286,1,0.061224489795918394
21287,1.01,0.0637755102040816
21288,1.01,0.07142857142857141
21289,1.01,0.05102040816326532
21290,1.01,0.05867346938775507
21291,1.01,0.07908163265306122
21292,1.02,0.09183673469387756
21293,1,0.08163265306122448
21294,1.01,0.07397959183673468
21295,1,0.07397959183673468
21296,1.01,0.06632653061224487
21297,1,0.0637755102040816
21298,1,0.07142857142857141
21299,1,0.06122448979591834
21300,1.01,0.08163265306122448
21301,1.01,0.07142857142857141
21302,1.01,0.06632653061224487
21303,1.01,0.06887755102040814
21304,1,0.0637755102040816
21305,1,0.06632653061224487
21306,1,0.06632653061224487
21307,1,0.07908163265306122
21308,1.01,0.07653061224489795
21309,1.01,0.06632653061224487
21310,1,0.06632653061224487
21311,1,0.05102040816326532
21312,1.01,0.05867346938775507
21313,1,0.0637755102040816
21314,1,0.058673469387755126
21315,1.01,0.0637755102040816
21316,1.01,0.06887755102040814
21317,1,0.0637755102040816
21318,1,0.07142857142857141
21319,1,0.06632653061224487
21320,1,0.06122448979591834
21321,1,0.058673469387755126
21322,1,0.05612244897959186
21323,0.99,0.0688775510204082
21324,1,0.07397959183673468
21325,1.01,0.05102040816326532
21326,1,0.0637755102040816
21327,1.01,0.0637755102040816
21328,1,0.07397959183673468
21329,1,0.07908163265306122
21330,1,0.06632653061224487
21331,0.99,0.06632653061224487
21332,0.99,0.06632653061224487
21333,1,0.06632653061224487
21334,0.98,0.07397959183673468
21335,0.99,0.06887755102040814
21336,0.99,0.07653061224489795
21337,1,0.0637755102040816
21338,1,0.07397959183673468
21339,0.99,0.07908163265306122
21340,0.99,0.061224489795918394
21341,0.99,0.08928571428571429
21342,1,0.08673469387755102
21343,1,0.06887755102040814
21344,0.99,0.07653061224489795
21345,1,0.11224489795918369
21346,0.99,0.09438775510204081
21347,0.99,0.07397959183673468
21348,0.99,0.0637755102040816
21349,0.99,0.06632653061224493
21350,1,0.07908163265306122
21351,1,0.06632653061224487
21352,1,0.06887755102040814
21353,1.01,0.07653061224489795
21354,0.99,0.07142857142857141
21355,0.99,0.06887755102040814
21356,1,0.0637755102040816
21357,1.01,0.06887755102040814
21358,1,0.08928571428571429
21359,1,0.0637755102040816
21360,0.99,0.08163265306122448
21361,1,0.07908163265306122
21362,1,0.09693877551020408
21363,1,0.06887755102040814
21364,1,0.08418367346938775
21365,1.01,0.06887755102040814
21366,1,0.07397959183673468
21367,1.02,0.07908163265306122
21368,1.02,0.07908163265306122
21369,1.01,0.07397959183673468
21370,1,0.06632653061224487
21371,1.01,0.09438775510204081
21372,1.01,0.09183673469387756
21373,1.01,0.08928571428571429
21374,1.01,0.06632653061224487
21375,1,0.09183673469387756
21376,1,0.07142857142857141
21377,1.01,0.09438775510204081
21378,1,0.08673469387755102
21379,1,0.09693877551020408
21380,0.99,0.09438775510204081
21381,1,0.09438775510204081
21382,1,0.08418367346938775
21383,1,0.11734693877551022
21384,0.99,0.09693877551020408
21385,1,0.07142857142857141
21386,1.01,0.10459183673469388
