SA2_code,y.myeloma.male,sd.myeloma.male,y.myeloma.female,sd.myeloma.female,y.myeloma.persons,sd.myeloma.persons
11085,1.04,0.11989795918367349,1,0.15306122448979595,1.06,0.11989795918367349
11086,1.02,0.08928571428571429,1,0.10969387755102039,1.04,0.09438775510204081
11087,1.02,0.10204081632653061,1.01,0.12244897959183673,1.04,0.10714285714285715
11088,1.01,0.1173469387755102,0.99,0.1479591836734694,1.04,0.12500000000000003
11089,1.03,0.11734693877551022,1.01,0.15561224489795916,1.05,0.11734693877551022
11090,1.02,0.13010204081632656,1,0.125,1.05,0.1275510204081633
11091,1.01,0.1173469387755102,1,0.14285714285714288,1.03,0.12500000000000003
11092,1.01,0.09693877551020408,1.01,0.09948979591836735,1.02,0.08418367346938775
11093,1.01,0.09438775510204081,1.01,0.10714285714285715,1.02,0.08928571428571429
11094,1.01,0.09948979591836735,1.01,0.10204081632653061,1.02,0.08418367346938775
11095,1.01,0.08673469387755102,1.01,0.10459183673469388,1.01,0.08673469387755102
11096,1.01,0.09438775510204081,1,0.08928571428571429,1.01,0.07653061224489795
11097,1.03,0.16581632653061223,1,0.18112244897959184,1.06,0.16071428571428573
11098,1.02,0.08418367346938775,1,0.08418367346938775,1.03,0.07908163265306122
11099,1.01,0.08418367346938775,1.01,0.08928571428571429,1.02,0.07653061224489795
11100,1.04,0.11734693877551022,1.04,0.14795918367346939,1.08,0.14285714285714285
11101,1.03,0.1352040816326531,1.05,0.14285714285714285,1.07,0.1301020408163265
11102,1.01,0.11734693877551022,1.05,0.11989795918367349,1.06,0.1275510204081633
11103,1.02,0.07653061224489795,1.02,0.08673469387755102,1.05,0.07908163265306122
11104,1.02,0.10204081632653061,1.01,0.11479591836734696,1.03,0.09183673469387756
11105,1.02,0.08418367346938775,1.01,0.09693877551020408,1.03,0.08673469387755102
11106,1.03,0.09693877551020408,1.02,0.1403061224489796,1.04,0.12500000000000003
11107,1.05,0.10714285714285715,1.01,0.10714285714285715,1.08,0.09438775510204081
11108,1.08,0.11989795918367349,1,0.10714285714285712,1.12,0.14030612244897958
11109,1.04,0.07142857142857141,1.01,0.06632653061224487,1.07,0.07142857142857144
11110,1.03,0.08163265306122448,1.01,0.08418367346938775,1.06,0.08928571428571432
11111,1.07,0.11224489795918369,1.01,0.10714285714285715,1.1,0.11224489795918366
11112,1.04,0.13775510204081634,1,0.14540816326530615,1.05,0.14285714285714285
11113,1.03,0.08928571428571429,1.01,0.08418367346938775,1.06,0.07908163265306122
11114,1.04,0.09948979591836735,1.01,0.10969387755102042,1.08,0.09948979591836737
11115,1.04,0.09948979591836735,1,0.10459183673469385,1.07,0.10459183673469388
11116,1.05,0.10459183673469388,1,0.09948979591836732,1.08,0.10714285714285715
11117,1.05,0.10204081632653061,1.01,0.09948979591836735,1.08,0.09438775510204085
11118,1.03,0.10204081632653061,1,0.10714285714285715,1.06,0.10969387755102042
11119,1.01,0.1326530612244898,1.02,0.125,1.03,0.14285714285714285
11120,1,0.13520408163265307,1,0.12244897959183673,1.03,0.13010204081632656
11121,1,0.15816326530612243,1.01,0.16071428571428575,1.03,0.16326530612244897
11122,1.02,0.11479591836734696,1,0.10714285714285715,1.05,0.11224489795918369
11123,1.02,0.08928571428571429,1,0.09948979591836735,1.06,0.10969387755102042
11124,0.99,0.1173469387755102,1,0.13520408163265307,1.04,0.15306122448979592
11125,1.02,0.08418367346938775,1.01,0.10204081632653061,1.05,0.10459183673469388
11126,1.04,0.1275510204081633,1,0.15306122448979595,1.04,0.14795918367346936
11127,1.03,0.11224489795918369,1.02,0.11989795918367349,1.05,0.10204081632653061
11128,1.02,0.18367346938775508,1.01,0.18622448979591838,1.06,0.21173469387755103
11129,1.03,0.07142857142857141,1.01,0.07653061224489795,1.05,0.07908163265306124
11130,0.98,0.10204081632653059,0.98,0.11479591836734693,0.93,0.08418367346938778
11131,0.97,0.08928571428571426,0.97,0.09438775510204078,0.93,0.08163265306122451
11132,0.98,0.10459183673469385,0.97,0.10459183673469385,0.92,0.08673469387755105
11133,0.99,0.10204081632653059,0.96,0.1173469387755102,0.93,0.08673469387755105
11134,0.98,0.09183673469387756,0.96,0.09438775510204085,0.91,0.08163265306122451
11135,0.98,0.06377551020408166,0.97,0.0688775510204082,0.93,0.058673469387755126
11136,0.98,0.08673469387755099,0.96,0.08928571428571426,0.94,0.07908163265306124
11137,0.99,0.10459183673469385,0.96,0.10204081632653059,0.94,0.11224489795918366
11138,0.98,0.13520408163265307,0.96,0.14030612244897958,0.93,0.125
11139,0.99,0.11989795918367346,0.93,0.12499999999999997,0.94,0.12244897959183673
11140,1,0.08928571428571429,0.96,0.09438775510204078,0.95,0.08673469387755099
11141,0.98,0.09438775510204078,0.95,0.09948979591836732,0.94,0.09948979591836732
11142,0.99,0.10969387755102039,0.96,0.125,0.93,0.13520408163265307
11143,0.97,0.13010204081632654,0.95,0.1377551020408163,0.91,0.1301020408163265
11144,0.99,0.11479591836734696,0.96,0.10459183673469385,0.94,0.08928571428571426
11145,0.99,0.12244897959183673,0.97,0.13520408163265307,0.94,0.10204081632653059
11146,0.99,0.10459183673469388,0.95,0.10204081632653059,0.93,0.08163265306122451
11147,0.97,0.09183673469387751,0.98,0.10459183673469385,0.92,0.08928571428571432
11148,0.96,0.10204081632653059,0.98,0.1403061224489796,0.9,0.10204081632653064
11149,0.98,0.10459183673469385,0.95,0.11224489795918366,0.92,0.08163265306122451
11150,0.97,0.10714285714285712,0.95,0.10714285714285712,0.89,0.10459183673469388
11151,1.02,0.07908163265306122,1.01,0.08928571428571429,1.05,0.11734693877551022
11152,1.04,0.14285714285714288,1.03,0.1913265306122449,1.07,0.17346938775510204
11153,1.04,0.10459183673469388,1.01,0.10459183673469388,1.07,0.14795918367346939
11154,1.06,0.14540816326530612,1.03,0.16581632653061223,1.1,0.18877551020408168
11155,1.01,0.13010204081632654,0.99,0.20153061224489796,1.03,0.16581632653061223
11156,1.02,0.08163265306122448,1.01,0.09693877551020408,1.05,0.10204081632653061
11157,1.01,0.11479591836734696,0.99,0.13010204081632654,1.05,0.1352040816326531
11158,1.01,0.11989795918367346,1,0.15051020408163268,1.04,0.15561224489795916
11159,1.01,0.09948979591836735,1,0.10969387755102042,1.05,0.11479591836734696
11160,1.05,0.16581632653061223,1.04,0.2066326530612245,1.11,0.2372448979591837
11162,1.01,0.1173469387755102,0.98,0.11989795918367346,1.02,0.11479591836734693
11163,1.03,0.1173469387755102,0.98,0.14285714285714288,1.02,0.1326530612244898
11164,1.02,0.12244897959183673,0.96,0.13010204081632654,1,0.1326530612244898
11165,1.02,0.09183673469387756,0.99,0.09693877551020405,1.03,0.09693877551020408
11166,1.02,0.10714285714285715,0.97,0.12755102040816327,1.01,0.11479591836734693
11167,1.03,0.09183673469387756,1.01,0.09693877551020408,1.05,0.10459183673469388
11168,1.04,0.13010204081632656,1,0.12755102040816327,1.09,0.1556122448979592
11169,1.05,0.1301020408163265,1,0.12755102040816327,1.1,0.16836734693877553
11170,1.03,0.08163265306122448,1,0.08163265306122448,1.07,0.10459183673469388
11171,1.06,0.16071428571428573,1,0.1403061224489796,1.08,0.16836734693877553
11172,1.02,0.10459183673469388,1.01,0.10714285714285715,1.02,0.08928571428571429
11173,1.03,0.13265306122448978,0.99,0.11989795918367346,1.02,0.10459183673469388
11174,1.04,0.10969387755102042,1.01,0.12244897959183673,1.03,0.10459183673469388
11175,1.02,0.08928571428571429,1.01,0.08928571428571429,1.03,0.07142857142857141
11176,1.01,0.125,1,0.13010204081632654,1.01,0.10714285714285712
11177,1.01,0.09948979591836735,1,0.10969387755102042,1.02,0.09183673469387756
11178,1,0.09438775510204078,1.01,0.11989795918367349,1.01,0.09693877551020408
11179,1,0.06632653061224487,1.01,0.07653061224489795,1.02,0.07397959183673468
11180,1.01,0.1326530612244898,1.03,0.1530612244897959,1.02,0.13010204081632656
11181,1.01,0.07397959183673468,1.01,0.08928571428571429,1.01,0.06632653061224487
11182,1.01,0.1683673469387755,0.99,0.15306122448979595,1,0.16581632653061223
11183,1.01,0.07142857142857141,1,0.07142857142857141,1.01,0.06632653061224487
11184,1.01,0.11479591836734693,0.99,0.11479591836734693,1,0.10204081632653059
11185,1.01,0.07908163265306122,1,0.08673469387755102,1,0.06632653061224487
11186,1,0.13775510204081634,1,0.13775510204081634,1.01,0.11224489795918366
11187,1.02,0.08673469387755102,1,0.08163265306122448,1.03,0.07653061224489795
11188,1,0.09948979591836735,1.01,0.10204081632653061,1.02,0.08673469387755102
11189,1.02,0.07397959183673468,1,0.07653061224489795,1.04,0.07908163265306122
11190,1.02,0.11224489795918369,1,0.10459183673469388,1.02,0.09948979591836735
11191,1.02,0.12500000000000003,1,0.1403061224489796,1.04,0.13775510204081637
11192,1.01,0.08928571428571429,1,0.07908163265306122,1.02,0.06887755102040814
11193,1.01,0.10459183673469388,1,0.10459183673469385,1.02,0.08928571428571429
11194,1.01,0.07908163265306122,1,0.08673469387755102,1.01,0.06632653061224487
11195,1.01,0.1479591836734694,1.03,0.2270408163265306,1.04,0.20918367346938777
11196,1.01,0.08928571428571429,1.01,0.08673469387755102,1.02,0.07653061224489795
11197,0.99,0.1760204081632653,1.01,0.14540816326530615,1,0.15306122448979595
11198,1.01,0.08418367346938775,1.01,0.08673469387755102,1.02,0.07142857142857141
11199,0.98,0.15051020408163265,0.99,0.17346938775510204,0.98,0.15561224489795922
11200,1,0.10714285714285715,1.01,0.10969387755102042,1.02,0.09438775510204081
11201,1.01,0.11479591836734696,1.03,0.10969387755102042,1.04,0.10459183673469388
11202,1.03,0.11989795918367349,1.03,0.14030612244897958,1.04,0.11734693877551022
11203,1.03,0.11479591836734696,1.01,0.125,1.02,0.10459183673469388
11204,1.02,0.125,1.01,0.1326530612244898,1.01,0.10714285714285715
11205,1.01,0.07142857142857141,1.01,0.07908163265306122,1.03,0.06632653061224487
11206,1.05,0.1275510204081633,1.03,0.14030612244897964,1.07,0.10459183673469388
11207,1.02,0.1913265306122449,1.02,0.20918367346938777,1.02,0.15561224489795922
11208,1.05,0.09948979591836735,1.02,0.11479591836734696,1.08,0.09183673469387756
11209,1.05,0.09948979591836735,1.03,0.09693877551020408,1.08,0.08673469387755105
11210,1.04,0.12500000000000003,1.02,0.13775510204081637,1.06,0.09948979591836735
11211,1.05,0.15816326530612243,1.02,0.16581632653061223,1.09,0.14285714285714285
11212,0.98,0.14285714285714288,1.01,0.1964285714285714,1.01,0.16326530612244897
11213,1.03,0.14540816326530615,1.02,0.14540816326530615,1.07,0.10969387755102042
11214,1.06,0.13265306122448978,1.02,0.1275510204081633,1.09,0.10969387755102042
11215,1.04,0.11734693877551022,1.02,0.10969387755102042,1.06,0.09693877551020408
11216,1.05,0.17346938775510204,0.99,0.1760204081632653,1.04,0.15051020408163268
11217,1.04,0.10714285714285715,1.01,0.11224489795918369,1.07,0.09948979591836735
11218,1.04,0.07908163265306122,1.01,0.09183673469387756,1.06,0.08418367346938775
11219,1.04,0.10714285714285715,1.02,0.11989795918367349,1.05,0.09438775510204081
11220,1.02,0.11989795918367346,1.01,0.14285714285714288,1.03,0.12244897959183676
11221,1.04,0.09438775510204081,1.01,0.10204081632653061,1.06,0.08163265306122448
11222,1.06,0.11224489795918369,1.02,0.11734693877551022,1.1,0.1147959183673469
11223,1.04,0.10204081632653061,1.01,0.09693877551020408,1.06,0.09438775510204081
11224,1.06,0.10204081632653061,1.01,0.09948979591836735,1.08,0.10714285714285715
11225,1.07,0.11989795918367349,1.01,0.11224489795918369,1.09,0.10969387755102042
11226,1.04,0.09948979591836735,1,0.09948979591836735,1.07,0.09693877551020408
11227,1.06,0.10969387755102042,1,0.11479591836734693,1.07,0.11989795918367349
11228,1.04,0.10969387755102042,1.02,0.12244897959183676,1.08,0.11479591836734696
11229,1.06,0.13265306122448983,1.01,0.13775510204081634,1.09,0.12755102040816324
11230,1.05,0.13010204081632656,1.01,0.14285714285714288,1.07,0.13520408163265304
11231,1.06,0.10714285714285715,1.01,0.12244897959183676,1.08,0.10459183673469388
11232,1.06,0.14030612244897958,1.02,0.15816326530612243,1.1,0.16836734693877553
11233,1.05,0.10714285714285715,1.01,0.10969387755102042,1.08,0.10204081632653061
11234,1.07,0.11989795918367349,1.01,0.12244897959183673,1.08,0.12755102040816324
11235,1.04,0.11224489795918369,1,0.11224489795918366,1.06,0.10714285714285715
11236,0.94,0.11989795918367346,1.03,0.16071428571428573,0.96,0.11989795918367346
11237,0.97,0.10459183673469385,1.01,0.11224489795918366,0.97,0.09438775510204078
11238,0.97,0.10204081632653059,1,0.1173469387755102,0.97,0.10459183673469385
11239,0.95,0.10969387755102039,1,0.13010204081632654,0.96,0.10714285714285712
11240,0.96,0.1173469387755102,1,0.12244897959183673,0.97,0.10204081632653059
11241,1,0.10714285714285715,1.01,0.10714285714285715,1.02,0.10459183673469388
11242,0.95,0.1173469387755102,1.01,0.15051020408163268,0.96,0.10969387755102039
11243,0.96,0.09183673469387751,0.99,0.11224489795918366,0.95,0.08928571428571432
11244,1.02,0.17346938775510204,0.95,0.18112244897959187,0.95,0.15051020408163268
11245,1.01,0.09183673469387756,0.99,0.09183673469387756,1,0.07908163265306122
11246,1,0.13010204081632654,1.02,0.18622448979591838,1,0.12244897959183673
11247,0.99,0.08673469387755102,0.99,0.09438775510204081,0.98,0.0688775510204082
11248,0.96,0.11479591836734693,1,0.15051020408163268,0.96,0.11989795918367346
11249,0.98,0.07653061224489795,1,0.09438775510204081,0.98,0.07142857142857147
11250,0.92,0.10204081632653064,0.96,0.125,0.89,0.0969387755102041
11251,0.89,0.1377551020408163,1,0.18622448979591838,0.88,0.14030612244897958
11252,0.95,0.06887755102040817,0.98,0.08163265306122446,0.92,0.0663265306122449
11253,0.94,0.0969387755102041,0.98,0.11224489795918366,0.92,0.08418367346938778
11254,0.94,0.08928571428571432,0.95,0.09438775510204085,0.9,0.08673469387755105
11255,0.92,0.10459183673469388,0.93,0.11734693877551017,0.87,0.09438775510204081
11256,1.02,0.14540816326530615,1.02,0.19387755102040816,1.05,0.14285714285714285
11257,1.01,0.07142857142857141,1.01,0.08673469387755102,1.02,0.06887755102040814
11258,1.02,0.11989795918367346,1.02,0.13010204081632656,1.02,0.12244897959183676
11259,1.01,0.07908163265306122,1.02,0.08673469387755102,1.02,0.07653061224489795
11260,1.01,0.08673469387755102,1.02,0.08928571428571429,1.02,0.07397959183673468
11261,0.99,0.16581632653061223,1.01,0.17346938775510204,1.03,0.15051020408163263
11262,1.01,0.08163265306122448,1.01,0.09693877551020408,1,0.07397959183673468
11263,1,0.10714285714285712,1.01,0.10969387755102042,1,0.09183673469387756
11264,1,0.08928571428571429,1.01,0.10969387755102042,1.01,0.09438775510204081
11265,0.99,0.09693877551020405,1.03,0.13265306122448983,1.01,0.10459183673469388
11266,1.01,0.08418367346938775,1.02,0.11224489795918369,1.01,0.08673469387755102
11267,1,0.12244897959183673,1.04,0.1301020408163265,1.03,0.12500000000000003
11268,1.01,0.11734693877551022,1.01,0.15051020408163268,1.02,0.1275510204081633
11269,1.01,0.1352040816326531,1.06,0.14795918367346939,1.05,0.13010204081632656
11270,1,0.10204081632653061,1.04,0.1275510204081633,1.03,0.13010204081632656
11271,1.01,0.07397959183673468,1.02,0.07908163265306122,1.03,0.07653061224489795
11272,1.01,0.08418367346938775,0.97,0.09438775510204078,0.98,0.08418367346938775
11273,1.02,0.11479591836734696,0.98,0.11479591836734693,0.98,0.09948979591836732
11274,1.01,0.10714285714285715,0.97,0.11479591836734693,0.99,0.11479591836734693
11275,1,0.08163265306122448,0.99,0.08673469387755102,0.98,0.07142857142857147
11276,1.02,0.10969387755102042,0.98,0.11479591836734693,0.98,0.10969387755102039
11277,1.01,0.10204081632653061,0.97,0.10459183673469385,0.98,0.10459183673469385
11278,1.03,0.11479591836734696,0.97,0.10714285714285712,0.99,0.10204081632653061
11279,1.04,0.11479591836734696,0.97,0.10459183673469385,0.98,0.10969387755102039
11280,1,0.09948979591836735,0.98,0.09693877551020405,0.96,0.09948979591836732
11281,1.01,0.07653061224489795,0.98,0.08928571428571426,0.97,0.07142857142857147
11282,0.97,0.1403061224489796,1.03,0.19642857142857142,0.95,0.13775510204081634
11283,1,0.09183673469387756,1,0.1173469387755102,0.97,0.07908163265306122
11284,0.99,0.09183673469387751,0.99,0.10459183673469385,0.95,0.08673469387755105
11285,0.99,0.08418367346938775,0.98,0.09183673469387751,0.95,0.076530612244898
11286,0.97,0.09183673469387751,0.99,0.09693877551020405,0.94,0.07653061224489797
11287,1,0.10459183673469388,0.99,0.13010204081632654,0.95,0.10969387755102039
11288,0.99,0.06632653061224487,0.98,0.0688775510204082,0.96,0.058673469387755126
11289,0.98,0.07653061224489797,0.99,0.08418367346938775,0.95,0.06377551020408166
11290,0.98,0.08163265306122448,0.99,0.08928571428571426,0.98,0.07908163265306122
11291,0.99,0.08673469387755102,0.98,0.09438775510204078,0.99,0.08163265306122448
11292,0.98,0.08673469387755102,1.01,0.09438775510204081,1,0.07397959183673468
11293,0.96,0.08163265306122451,1.02,0.08928571428571429,0.99,0.08418367346938775
11294,0.98,0.09948979591836732,1.01,0.09438775510204081,1,0.08163265306122448
11295,0.98,0.08928571428571426,0.99,0.08418367346938772,1,0.08418367346938775
11296,0.96,0.08673469387755105,1.01,0.09183673469387756,0.97,0.07397959183673468
11297,0.98,0.06377551020408166,1.01,0.07397959183673468,1,0.06887755102040814
11298,1,0.09948979591836732,1,0.12244897959183673,1,0.11479591836734696
11299,1,0.08418367346938775,1.01,0.09438775510204081,1.03,0.07908163265306122
11300,0.98,0.07397959183673468,0.99,0.08928571428571426,0.99,0.08163265306122448
11301,0.98,0.09183673469387751,1,0.09948979591836732,0.99,0.08673469387755102
11302,0.98,0.08928571428571426,1,0.09438775510204081,1,0.07908163265306122
11303,1,0.09183673469387756,0.98,0.09948979591836732,1,0.09693877551020408
11304,1,0.08928571428571429,0.99,0.10459183673469385,1.01,0.09948979591836735
11305,0.99,0.09948979591836735,0.99,0.10204081632653059,1,0.09183673469387756
11306,0.99,0.09183673469387756,0.99,0.10714285714285712,1,0.10459183673469388
11307,1,0.09183673469387756,0.97,0.08673469387755105,1,0.08673469387755102
11308,0.99,0.07908163265306122,0.97,0.08163265306122451,0.99,0.08163265306122448
11309,1,0.09693877551020408,0.98,0.09693877551020405,1.01,0.09183673469387756
11310,0.99,0.08673469387755102,0.99,0.10714285714285712,1,0.09183673469387756
11311,1,0.09183673469387756,0.99,0.10714285714285712,1,0.09183673469387756
11312,0.98,0.06632653061224493,1,0.07653061224489795,1,0.07142857142857141
11313,0.98,0.09693877551020405,0.99,0.11224489795918366,0.99,0.09948979591836735
11314,0.99,0.08673469387755102,1,0.10969387755102039,1,0.09693877551020408
11315,0.99,0.10204081632653059,0.99,0.10714285714285712,0.99,0.08673469387755102
11316,0.97,0.09693877551020405,0.99,0.09438775510204078,0.99,0.09183673469387756
11317,0.97,0.09693877551020405,0.98,0.09948979591836732,0.98,0.09693877551020408
11318,0.98,0.07397959183673468,0.99,0.08163265306122448,0.99,0.06887755102040814
11319,0.99,0.08928571428571429,0.98,0.09183673469387751,1,0.08928571428571429
11320,0.96,0.12755102040816327,1,0.14285714285714288,0.96,0.12755102040816327
11321,0.97,0.10714285714285712,1,0.12755102040816327,0.95,0.09948979591836732
11322,0.95,0.08673469387755105,0.98,0.10459183673469385,0.92,0.09183673469387758
11323,0.95,0.09438775510204085,1,0.10969387755102039,0.95,0.09948979591836732
11325,0.96,0.09693877551020405,0.98,0.11224489795918366,0.93,0.08928571428571432
11326,0.95,0.08928571428571432,0.98,0.09438775510204078,0.92,0.08418367346938778
11327,0.95,0.11224489795918366,0.97,0.11989795918367346,0.91,0.09693877551020405
11328,0.95,0.08673469387755105,0.98,0.10714285714285712,0.92,0.09183673469387758
11329,0.96,0.12244897959183673,1,0.11734693877551022,0.92,0.09948979591836737
11330,0.96,0.09948979591836732,0.99,0.11479591836734693,0.92,0.09948979591836737
11331,0.97,0.1173469387755102,0.98,0.10714285714285712,0.92,0.09948979591836737
11332,0.95,0.08418367346938778,0.98,0.09183673469387751,0.92,0.08673469387755105
11333,0.96,0.11224489795918366,1,0.1173469387755102,0.92,0.0969387755102041
11334,0.96,0.09948979591836732,0.98,0.11989795918367346,0.9,0.09948979591836737
11335,0.97,0.09183673469387751,0.98,0.08928571428571426,0.92,0.08673469387755105
11336,0.96,0.1173469387755102,0.99,0.10969387755102039,0.92,0.09948979591836737
11337,0.96,0.125,1,0.10969387755102042,0.91,0.09438775510204085
11338,0.97,0.09183673469387751,0.99,0.1173469387755102,0.93,0.0969387755102041
11339,0.95,0.11479591836734693,1,0.1326530612244898,0.94,0.09438775510204078
11340,0.97,0.1173469387755102,1.01,0.12500000000000003,0.95,0.09948979591836732
