SA2_code,y.thyroid.male,sd.thyroid.male,y.thyroid.female,sd.thyroid.female,y.thyroid.persons,sd.thyroid.persons
11130,1,0.0637755102040816,1.01,0.22448979591836737,0.99,0.06377551020408166
11131,1,0.058673469387755126,0.98,0.22959183673469388,1,0.05612244897959186
11132,1,0.058673469387755126,0.99,0.1913265306122449,1,0.05612244897959186
11133,1,0.0637755102040816,0.99,0.21428571428571427,1,0.0637755102040816
11134,1,0.05357142857142859,1,0.1683673469387755,1,0.05612244897959186
11135,1,0.03826530612244899,0.99,0.1403061224489796,1,0.03571428571428572
11136,1,0.05357142857142859,0.97,0.1734693877551021,1,0.05102040816326532
11137,1,0.06887755102040814,0.97,0.24744897959183673,1,0.0637755102040816
11138,1,0.08928571428571429,1.01,0.24234693877551022,1,0.08673469387755102
11139,1,0.08673469387755102,0.97,0.21683673469387751,1,0.07397959183673468
11140,1,0.06122448979591834,0.98,0.21428571428571427,1,0.05357142857142859
11141,1,0.061224489795918394,0.98,0.18367346938775508,1,0.058673469387755126
11142,1,0.08418367346938775,1.02,0.24234693877551022,1,0.06887755102040814
11143,1,0.09948979591836732,0.96,0.22959183673469388,1,0.07908163265306122
11144,1,0.06887755102040814,1.01,0.23979591836734693,1,0.058673469387755126
11145,1,0.07142857142857141,0.98,0.21428571428571427,1,0.06632653061224487
11146,1,0.06632653061224487,0.97,0.1964285714285714,1,0.06122448979591834
11147,1,0.05612244897959186,0.97,0.19387755102040813,1,0.05357142857142859
11148,1,0.0637755102040816,1,0.21173469387755103,1,0.06632653061224487
11149,1,0.06632653061224487,0.97,0.19642857142857145,1,0.061224489795918394
11150,1,0.06887755102040814,1,0.21683673469387757,1,0.06632653061224487
11151,1,0.05357142857142859,0.98,0.18622448979591832,1,0.05357142857142859
11152,1,0.09438775510204081,0.97,0.21428571428571425,1.01,0.07908163265306122
11153,1,0.0637755102040816,0.97,0.1964285714285714,1,0.05867346938775507
11154,1.01,0.08673469387755102,1,0.2908163265306123,1,0.08418367346938775
11155,0.99,0.09183673469387751,1.04,0.23469387755102045,1.01,0.09438775510204081
11156,1,0.058673469387755126,1.02,0.15306122448979595,1.01,0.053571428571428534
11157,1,0.08418367346938775,0.97,0.2525510204081633,1.01,0.07653061224489795
11158,1,0.09183673469387756,0.95,0.23724489795918366,1.01,0.07908163265306122
11159,1,0.07397959183673468,1.02,0.19132653061224486,1,0.05867346938775507
11160,1,0.09183673469387751,1,0.30612244897959184,1.01,0.09183673469387756
11162,1,0.06887755102040814,0.97,0.1862244897959184,1,0.06887755102040814
11163,1,0.07653061224489795,0.98,0.18112244897959187,1,0.08163265306122448
11164,0.99,0.07397959183673468,0.98,0.17346938775510207,1,0.07908163265306122
11165,1,0.058673469387755126,1.02,0.21683673469387754,1,0.05867346938775507
11166,1,0.07397959183673468,0.98,0.17602040816326534,1,0.07908163265306122
11167,1,0.05612244897959186,1.03,0.20153061224489796,1,0.05102040816326532
11168,1,0.08163265306122448,1.03,0.2066326530612245,1,0.06632653061224487
11169,1,0.07908163265306122,0.99,0.19387755102040816,1,0.07397959183673468
11170,1,0.04846938775510205,0.99,0.15051020408163268,1,0.05102040816326532
11171,1,0.08673469387755102,0.96,0.211734693877551,1,0.07653061224489795
11172,1,0.061224489795918394,1,0.16071428571428575,1,0.05357142857142859
11173,1,0.07142857142857141,1.01,0.21173469387755103,1,0.058673469387755126
11174,1,0.06377551020408166,1.01,0.1683673469387755,1,0.05357142857142859
11175,1,0.04846938775510205,1,0.16071428571428575,1,0.040816326530612256
11176,1,0.07653061224489795,0.98,0.211734693877551,1,0.0637755102040816
11177,1,0.05867346938775507,0.98,0.17602040816326534,1,0.05357142857142859
11178,1,0.06122448979591834,0.99,0.19387755102040818,1,0.05357142857142859
11179,1,0.043367346938775524,1.01,0.15051020408163268,1,0.040816326530612256
11180,1,0.07908163265306122,1,0.2193877551020408,1,0.07653061224489795
