SA2_code,y.colorectal.male,sd.colorectal.male,y.colorectal.female,sd.colorectal.female,y.colorectal.persons,sd.colorectal.persons
11048,1.15,0.14540816326530612,1.19,0.14285714285714285,1.22,0.12755102040816327
11049,0.99,0.12755102040816327,1.07,0.10714285714285715,1.03,0.10459183673469388
11050,1.11,0.13265306122448978,1.12,0.13265306122448978,1.15,0.11989795918367346
11051,0.92,0.1326530612244898,1.01,0.1173469387755102,0.96,0.11479591836734693
11052,1.08,0.21683673469387757,0.98,0.20153061224489793,0.97,0.16836734693877556
11053,0.96,0.14285714285714288,0.96,0.14540816326530615,0.9,0.11224489795918366
11054,1.07,0.15816326530612243,1.05,0.17857142857142858,1.06,0.14540816326530615
11055,0.98,0.15306122448979595,1.03,0.1326530612244898,1,0.1326530612244898
11056,1.1,0.16581632653061223,1.08,0.13775510204081637,1.11,0.11989795918367349
11057,1.01,0.1403061224489796,1.06,0.12500000000000003,1.01,0.12244897959183673
11058,1.13,0.15306122448979592,0.97,0.14540816326530615,1.03,0.125
11059,1.13,0.19897959183673472,0.95,0.16071428571428575,1.03,0.15816326530612249
11060,1.04,0.10714285714285715,1.04,0.09438775510204081,1.05,0.09438775510204081
11061,1.02,0.14285714285714288,1.06,0.12500000000000003,1.03,0.125
11062,1.05,0.12244897959183676,1.03,0.09948979591836735,1.04,0.10714285714285715
11063,0.81,0.14540816326530612,1,0.1836734693877551,0.87,0.1224489795918367
11064,0.99,0.11224489795918366,1.02,0.09948979591836735,1,0.10204081632653059
11065,1.06,0.13265306122448983,1.01,0.08673469387755102,1.05,0.11224489795918369
11066,1.02,0.15051020408163268,1.02,0.12244897959183676,1.05,0.14030612244897964
11067,1.06,0.21683673469387754,0.98,0.13775510204081634,1.02,0.13010204081632654
11068,1.06,0.1352040816326531,0.99,0.10714285714285712,1.03,0.10714285714285715
11069,1.03,0.11224489795918369,1.01,0.09693877551020408,1.02,0.09693877551020408
11070,1.23,0.19897959183673466,0.99,0.18112244897959184,1.09,0.14285714285714285
11071,1.02,0.13520408163265307,1.03,0.1275510204081633,1,0.12244897959183673
11072,1.05,0.2219387755102041,1.15,0.21683673469387754,1.18,0.1785714285714286
11073,1.08,0.14030612244897958,1.07,0.13520408163265304,1.08,0.12500000000000003
11074,1.11,0.11989795918367349,1.07,0.10714285714285715,1.1,0.10714285714285715
11076,1.03,0.14285714285714288,1.04,0.1479591836734694,1.04,0.13010204081632656
11077,0.97,0.1479591836734694,0.95,0.1377551020408163,0.95,0.11479591836734693
11078,1.04,0.16581632653061223,0.95,0.1479591836734694,1,0.1326530612244898
11079,1.01,0.10969387755102039,1.02,0.08673469387755102,1,0.08418367346938775
11080,1.02,0.15051020408163268,1.07,0.16071428571428573,1.06,0.13010204081632656
11081,0.98,0.09948979591836732,0.97,0.08673469387755099,0.97,0.08673469387755099
11082,0.94,0.13010204081632654,0.9,0.10969387755102039,0.9,0.0969387755102041
11083,0.99,0.11479591836734693,0.95,0.10459183673469385,0.95,0.10714285714285712
11084,1.04,0.15561224489795916,1,0.125,1.02,0.11479591836734693
11085,1.12,0.1913265306122449,1.13,0.16836734693877553,1.22,0.17091836734693877
11086,0.97,0.10969387755102039,0.99,0.09948979591836732,0.97,0.10204081632653059
11087,0.99,0.15816326530612249,0.93,0.10969387755102039,0.94,0.125
11088,0.92,0.163265306122449,0.99,0.1479591836734694,0.94,0.1326530612244898
11089,0.96,0.14285714285714288,0.94,0.11224489795918366,0.92,0.09948979591836732
11090,1.03,0.15306122448979595,0.92,0.12755102040816327,0.97,0.13775510204081634
11091,0.99,0.14540816326530615,1.06,0.13775510204081637,1.07,0.13775510204081637
11092,1.09,0.1377551020408163,1.02,0.10459183673469388,1.04,0.11224489795918369
11093,1.05,0.1530612244897959,1.02,0.11989795918367349,1.02,0.12244897959183673
11094,1.08,0.14285714285714288,0.99,0.10459183673469385,1.02,0.12244897959183673
11095,1.05,0.13775510204081634,1,0.10969387755102039,0.99,0.10969387755102039
11096,1.14,0.16071428571428573,1.03,0.11224489795918369,1.08,0.11734693877551022
11097,1.1,0.16581632653061223,0.96,0.15051020408163265,1.05,0.1403061224489796
11098,1,0.11479591836734693,1,0.10204081632653061,1.01,0.09948979591836735
11099,1.04,0.12244897959183673,1.05,0.10459183673469388,1.01,0.10204081632653061
11100,1.01,0.17857142857142858,1.01,0.15051020408163268,0.99,0.13520408163265307
11101,0.96,0.15816326530612249,1.07,0.14795918367346939,1.02,0.12755102040816327
11102,1.03,0.1836734693877551,1.07,0.17346938775510204,1.09,0.14540816326530612
11103,1.04,0.11479591836734696,1.02,0.09183673469387756,1,0.09438775510204081
11104,1.04,0.15561224489795916,0.97,0.1326530612244898,0.95,0.1173469387755102
11105,1.05,0.12500000000000003,0.99,0.10714285714285712,0.99,0.09948979591836732
11106,1.29,0.20153061224489796,1.09,0.1377551020408163,1.27,0.16326530612244897
11107,0.96,0.11479591836734693,1.08,0.10969387755102042,1.02,0.11989795918367346
11108,1.09,0.14030612244897958,1.14,0.15306122448979592,1.18,0.1326530612244898
11109,0.98,0.08418367346938775,1.05,0.08163265306122448,1.02,0.08673469387755102
11110,0.99,0.10459183673469385,1.04,0.09948979591836735,1.04,0.10204081632653061
11111,1.01,0.13010204081632654,1.06,0.12500000000000003,1.05,0.11479591836734696
11112,0.92,0.14540816326530612,1.03,0.1530612244897959,0.95,0.13010204081632654
11113,1,0.10459183673469385,1.08,0.09693877551020408,1.04,0.11224489795918369
11114,1.01,0.14285714285714288,1.03,0.11479591836734696,1.04,0.13010204081632654
11115,0.91,0.10459183673469391,0.97,0.10204081632653059,0.9,0.08928571428571432
11116,1.04,0.1403061224489796,1.06,0.11989795918367349,1.08,0.12755102040816324
11117,0.98,0.11479591836734693,1.1,0.11479591836734696,1.08,0.11224489795918369
11118,0.97,0.1326530612244898,1.01,0.10969387755102039,0.97,0.12244897959183673
11119,0.88,0.14540816326530612,0.94,0.1403061224489796,0.91,0.1301020408163265
11120,0.91,0.14795918367346939,0.98,0.13775510204081634,0.96,0.13010204081632654
11121,0.85,0.12500000000000003,0.92,0.1173469387755102,0.89,0.10204081632653064
11122,1.02,0.12755102040816327,1,0.12244897959183673,1.01,0.1173469387755102
11123,1.01,0.1326530612244898,1.01,0.10714285714285715,1.02,0.125
11124,0.98,0.1658163265306123,0.98,0.15306122448979595,0.96,0.1326530612244898
11125,0.98,0.10714285714285712,1.02,0.10459183673469388,1.01,0.09438775510204081
11126,1.25,0.2193877551020408,1.29,0.21173469387755103,1.4,0.20663265306122444
11127,1.03,0.1683673469387755,1.09,0.14285714285714285,1.07,0.13265306122448983
11128,1.1,0.2219387755102041,1.21,0.22193877551020408,1.2,0.20663265306122447
11129,1.06,0.11224489795918369,1.08,0.09183673469387756,1.08,0.09693877551020408
11130,1.06,0.13010204081632656,1.15,0.12755102040816327,1.16,0.11224489795918366
11131,1.03,0.12244897959183676,1.03,0.11224489795918369,1.05,0.10714285714285715
11132,1.03,0.15051020408163268,1.06,0.13010204081632656,1.1,0.14285714285714285
11133,0.99,0.15561224489795922,1.04,0.1403061224489796,1.03,0.1326530612244898
11134,0.96,0.11224489795918366,1.04,0.10714285714285715,1.01,0.11224489795918369
11135,0.95,0.08673469387755099,1,0.07397959183673468,0.98,0.08418367346938775
11136,0.91,0.11734693877551017,1.01,0.10714285714285715,0.94,0.10204081632653059
11137,0.95,0.13775510204081634,1.03,0.1326530612244898,1.02,0.1326530612244898
11138,1,0.1658163265306123,0.87,0.13265306122448978,0.91,0.14540816326530615
11139,0.93,0.15816326530612249,0.93,0.13775510204081634,0.9,0.11989795918367346
11140,0.92,0.11989795918367346,0.98,0.10714285714285712,0.94,0.10204081632653059
11141,0.94,0.1326530612244898,0.94,0.10714285714285712,0.93,0.10714285714285712
11142,0.94,0.13520408163265307,0.96,0.13775510204081634,0.96,0.13520408163265307
11143,1.08,0.16581632653061223,0.89,0.13520408163265304,1.01,0.1173469387755102
11144,0.93,0.12499999999999997,1.14,0.12755102040816324,1.08,0.11989795918367349
11145,0.95,0.13520408163265307,0.92,0.10969387755102039,0.93,0.11224489795918366
11146,1,0.125,1.01,0.11989795918367346,1.01,0.10459183673469388
11147,0.95,0.1326530612244898,1,0.11479591836734693,1,0.12244897959183673
11148,0.87,0.12499999999999997,0.95,0.125,0.89,0.1147959183673469
11149,0.93,0.125,1.02,0.11989795918367346,0.98,0.10204081632653059
11150,0.77,0.11479591836734693,0.93,0.11224489795918366,0.81,0.09183673469387756
11151,1.04,0.13775510204081637,1.02,0.11734693877551022,1.04,0.11734693877551022
11152,0.85,0.12499999999999997,1.02,0.1530612244897959,0.93,0.10459183673469385
11153,0.98,0.15306122448979595,0.97,0.12244897959183673,0.98,0.11479591836734693
11154,0.91,0.1377551020408163,0.91,0.125,0.89,0.1224489795918367
11155,1.36,0.25510204081632654,0.82,0.13265306122448983,1.08,0.14795918367346939
11156,1,0.10969387755102042,0.96,0.08928571428571426,0.97,0.09693877551020405
11157,0.95,0.15306122448979595,1.02,0.14285714285714288,1.01,0.14285714285714288
11158,0.93,0.15816326530612246,0.94,0.14540816326530615,0.91,0.1301020408163265
11159,1.05,0.14540816326530615,0.96,0.1173469387755102,1.02,0.12244897959183673
11160,1.1,0.22448979591836737,0.86,0.16836734693877553,0.92,0.13520408163265307
11162,0.96,0.12244897959183673,1.04,0.11734693877551022,0.99,0.09948979591836732
11163,0.99,0.1173469387755102,1.09,0.11479591836734696,1.06,0.10969387755102042
11164,0.99,0.1403061224489796,1.14,0.1301020408163265,1.09,0.11989795918367349
11165,0.96,0.11989795918367346,1.04,0.11224489795918369,0.97,0.1173469387755102
11166,1.01,0.13520408163265307,1.04,0.1326530612244898,1.01,0.12244897959183673
11167,1.09,0.15051020408163265,1.03,0.11479591836734696,1.08,0.13265306122448983
11168,0.97,0.15561224489795922,0.91,0.12244897959183673,0.9,0.10714285714285718
11169,1.03,0.14285714285714288,0.95,0.12755102040816327,0.96,0.11224489795918366
11170,1.03,0.10204081632653061,1.03,0.09438775510204081,1.03,0.08928571428571429
11171,1.14,0.22193877551020405,1.11,0.16836734693877553,1.2,0.1964285714285714
11172,0.99,0.13010204081632654,0.98,0.11479591836734693,0.98,0.10204081632653059
11173,1.02,0.14540816326530615,0.95,0.12755102040816327,0.97,0.12244897959183673
11174,1.01,0.14285714285714288,0.97,0.11224489795918366,0.99,0.10969387755102039
11175,0.99,0.10459183673469385,0.99,0.08418367346938775,1,0.08928571428571429
11176,1,0.16071428571428575,1.01,0.12755102040816327,1.03,0.11479591836734696
11177,0.97,0.13520408163265307,1.02,0.13010204081632654,0.97,0.13520408163265307
11178,1,0.13775510204081634,1,0.11224489795918366,0.96,0.12244897959183673
11179,0.98,0.10459183673469385,1.03,0.09693877551020408,1,0.09693877551020408
11180,0.92,0.15816326530612246,0.97,0.13775510204081634,0.88,0.1301020408163265
11181,0.96,0.09693877551020405,1.02,0.09183673469387756,0.98,0.09183673469387751
11182,1.26,0.19387755102040813,0.86,0.15306122448979592,1.02,0.15306122448979595
11183,1.02,0.09438775510204081,1,0.08418367346938775,1,0.08673469387755102
11184,1,0.16836734693877556,1,0.1326530612244898,0.98,0.13520408163265307
11185,0.97,0.10204081632653059,1,0.10459183673469388,0.96,0.09183673469387751
11186,0.94,0.13775510204081634,1.02,0.14285714285714288,0.98,0.12244897959183673
11187,1.01,0.10204081632653061,1.01,0.09438775510204081,1.03,0.10204081632653061
11188,1.01,0.1326530612244898,1.04,0.11734693877551022,1.03,0.11989795918367349
11189,1.02,0.10969387755102042,1.03,0.09438775510204081,1.04,0.10459183673469388
11190,1.07,0.15816326530612243,0.99,0.11479591836734693,1.05,0.1275510204081633
11191,1.17,0.1862244897959184,1.03,0.1607142857142857,1.12,0.14795918367346939
11192,1.09,0.11989795918367349,1.02,0.09183673469387756,1.08,0.09948979591836735
11193,1.14,0.14795918367346939,1.04,0.11479591836734696,1.12,0.12755102040816324
11194,0.97,0.09693877551020405,1.01,0.08418367346938775,1,0.09693877551020408
11195,1.01,0.19132653061224486,1.27,0.25000000000000006,1.17,0.211734693877551
11196,1.11,0.1224489795918367,1.06,0.10969387755102042,1.1,0.11734693877551022
11197,1.07,0.23469387755102042,1.03,0.1989795918367347,1.01,0.17346938775510204
11198,1.07,0.1275510204081633,1.05,0.09948979591836735,1.05,0.09948979591836735
11199,1.36,0.2576530612244897,1.2,0.2040816326530612,1.38,0.20918367346938777
11200,1.12,0.14540816326530612,1.1,0.13520408163265304,1.13,0.1377551020408163
11201,1.17,0.1556122448979592,1.12,0.1301020408163265,1.19,0.1403061224489796
11202,1.14,0.1556122448979592,1.03,0.14285714285714288,1.11,0.12499999999999997
11203,1.1,0.15306122448979592,0.98,0.1326530612244898,1.02,0.12244897959183673
11204,1.12,0.20918367346938777,0.99,0.15816326530612249,1.09,0.15561224489795916
11205,1.05,0.10459183673469388,1.03,0.08418367346938775,1.03,0.08673469387755102
11206,1.1,0.14030612244897958,1.04,0.11479591836734696,1.09,0.11224489795918369
11207,1.28,0.3010204081632653,1.13,0.21938775510204084,1.25,0.19897959183673466
11208,0.93,0.10714285714285712,0.97,0.10204081632653059,0.9,0.08163265306122451
11209,0.94,0.10714285714285712,0.98,0.09693877551020405,0.92,0.08673469387755105
11210,1.04,0.14540816326530615,0.98,0.11224489795918366,0.97,0.11224489795918366
11211,0.97,0.17857142857142858,1.01,0.14540816326530615,0.98,0.15306122448979595
11212,1.25,0.20918367346938774,0.99,0.1683673469387755,1.1,0.16071428571428573
11213,1.14,0.18877551020408168,0.97,0.13775510204081634,1.02,0.13520408163265307
11214,1.07,0.13775510204081637,0.97,0.12244897959183673,1,0.10969387755102039
11215,0.97,0.13520408163265307,1.04,0.1352040816326531,0.98,0.11224489795918366
11216,0.92,0.19642857142857145,0.97,0.16581632653061226,0.93,0.16581632653061226
11217,0.94,0.12244897959183673,1.05,0.12500000000000003,0.97,0.11479591836734693
11218,1.07,0.11479591836734696,1.13,0.11734693877551017,1.15,0.09948979591836737
11219,0.99,0.1403061224489796,1.1,0.1377551020408163,1.06,0.11989795918367349
11220,1.17,0.1862244897959184,1.22,0.1964285714285714,1.33,0.19387755102040816
11221,1.01,0.12755102040816327,1.07,0.1275510204081633,1.04,0.11224489795918369
11222,0.87,0.10459183673469388,0.99,0.10459183673469385,0.89,0.09948979591836737
11223,1.02,0.1479591836734694,1.03,0.11479591836734696,1.04,0.11989795918367349
11224,1,0.125,1.08,0.11224489795918369,1.06,0.11989795918367349
11225,0.86,0.09438775510204085,1.03,0.11734693877551022,0.92,0.09438775510204085
11226,0.96,0.12244897959183673,1.04,0.11479591836734696,0.98,0.10969387755102039
11227,1.03,0.13010204081632654,1.05,0.12244897959183676,1.05,0.12244897959183676
11228,0.92,0.125,1.04,0.12244897959183676,0.99,0.1173469387755102
11229,1.06,0.17857142857142858,1.08,0.15306122448979592,1.11,0.15306122448979592
11230,0.99,0.18877551020408162,1.08,0.16581632653061223,1.05,0.1683673469387755
11231,0.94,0.10969387755102039,1.06,0.11734693877551022,1.01,0.10969387755102042
11232,0.89,0.17602040816326534,1.13,0.18112244897959187,1.02,0.1479591836734694
11233,0.87,0.10714285714285715,1,0.11224489795918366,0.89,0.0969387755102041
11234,0.96,0.1326530612244898,1.08,0.13010204081632656,1.06,0.11479591836734696
11235,1.07,0.1760204081632653,1.09,0.13520408163265304,1.13,0.163265306122449
11236,0.77,0.125,0.88,0.1275510204081633,0.8,0.09948979591836735
11237,0.81,0.10204081632653061,0.9,0.09183673469387758,0.82,0.08928571428571429
11238,0.89,0.12499999999999997,0.9,0.12244897959183673,0.88,0.11224489795918366
11239,0.9,0.13265306122448978,0.88,0.11734693877551022,0.85,0.09693877551020408
11240,0.85,0.11989795918367349,0.86,0.1224489795918367,0.83,0.10204081632653061
11241,0.86,0.13520408163265304,0.87,0.09948979591836735,0.82,0.09693877551020408
11242,0.78,0.13520408163265307,0.87,0.1301020408163265,0.78,0.11989795918367349
11243,0.87,0.12499999999999997,0.89,0.09948979591836737,0.85,0.11224489795918369
11244,0.98,0.18622448979591832,0.92,0.15816326530612246,0.91,0.1301020408163265
11245,0.94,0.10459183673469385,0.96,0.09438775510204078,0.95,0.10459183673469385
11246,0.9,0.15306122448979592,0.89,0.1377551020408163,0.89,0.1301020408163265
11247,0.95,0.10969387755102039,0.97,0.09948979591836732,0.99,0.10969387755102039
11248,1,0.15561224489795922,0.88,0.13265306122448978,0.96,0.12755102040816327
11249,0.9,0.08673469387755105,0.92,0.08928571428571432,0.89,0.09438775510204085
11250,0.82,0.1301020408163265,0.93,0.12755102040816327,0.87,0.1224489795918367
11251,1.05,0.22704081632653061,0.94,0.16581632653061226,1,0.15051020408163268
11252,0.86,0.08928571428571432,0.94,0.08673469387755105,0.89,0.08163265306122451
11253,0.81,0.11989795918367349,0.91,0.12244897959183673,0.83,0.10714285714285715
11254,0.79,0.10459183673469388,0.94,0.09183673469387751,0.85,0.08418367346938778
11255,0.71,0.09183673469387756,0.87,0.10459183673469388,0.74,0.08163265306122451
11256,1.16,0.22193877551020405,1.1,0.21173469387755103,1.23,0.15306122448979595
11257,0.99,0.09438775510204078,1.01,0.09183673469387756,0.98,0.08673469387755102
11258,0.85,0.14795918367346939,1,0.16581632653061223,0.9,0.1301020408163265
11259,1.06,0.1275510204081633,1.05,0.10459183673469388,1.12,0.11224489795918369
11260,1.02,0.12755102040816327,0.99,0.10714285714285712,1,0.10204081632653061
11261,1.14,0.25,1.09,0.18622448979591838,1.1,0.1760204081632653
11262,1.05,0.11989795918367349,1.02,0.09948979591836735,1.05,0.11479591836734696
11263,1.11,0.1556122448979592,1,0.1173469387755102,1.11,0.12244897959183676
11264,1.04,0.1403061224489796,0.99,0.1173469387755102,0.98,0.10969387755102039
11265,1.13,0.1709183673469388,1,0.10969387755102039,1.08,0.1301020408163265
11266,1.04,0.13010204081632656,1.04,0.10714285714285715,1.06,0.11479591836734696
11267,0.98,0.14285714285714288,1.01,0.12244897959183673,0.99,0.11989795918367346
11268,1.03,0.18622448979591838,1.07,0.163265306122449,1.11,0.17857142857142858
11269,1.18,0.17602040816326534,1.01,0.13010204081632654,1.12,0.1275510204081633
11270,1.04,0.14540816326530615,1.04,0.13010204081632656,1.05,0.12244897959183676
11271,1.01,0.09438775510204081,1.02,0.07653061224489795,1.01,0.08163265306122448
11272,1.03,0.12244897959183673,0.98,0.09948979591836732,1,0.10714285714285715
11273,1.02,0.16071428571428575,0.96,0.125,0.93,0.12755102040816327
11274,0.99,0.125,1.02,0.1326530612244898,1.03,0.11734693877551022
11275,1.05,0.12500000000000003,1,0.10204081632653061,1.01,0.10714285714285715
11276,1.06,0.15561224489795916,0.93,0.125,0.95,0.1173469387755102
11277,1.19,0.15051020408163265,1,0.11989795918367346,1.14,0.1301020408163265
11278,1.13,0.16326530612244897,0.96,0.11224489795918366,1.07,0.12244897959183676
11279,1.08,0.14285714285714285,0.95,0.11479591836734693,1,0.11479591836734693
11280,1.01,0.14540816326530615,1.01,0.13010204081632654,0.98,0.11989795918367346
11281,1.04,0.11224489795918369,0.97,0.09948979591836732,0.98,0.10204081632653059
11282,1.2,0.20153061224489793,1.07,0.1607142857142857,1.14,0.1556122448979592
11283,1.06,0.14285714285714285,1.01,0.11989795918367346,1,0.1173469387755102
11284,0.89,0.12755102040816324,1.01,0.12244897959183676,0.96,0.11224489795918366
11285,0.97,0.13520408163265307,0.96,0.10969387755102039,0.95,0.11479591836734693
11286,0.9,0.10969387755102045,0.99,0.11224489795918366,0.94,0.09948979591836732
11287,1.01,0.16071428571428575,1.03,0.14795918367346936,1.08,0.1377551020408163
11288,0.96,0.09438775510204078,1.01,0.08673469387755102,1.01,0.09438775510204081
11289,0.97,0.1173469387755102,0.99,0.09183673469387756,0.97,0.09693877551020405
11290,0.9,0.10714285714285712,0.96,0.10204081632653059,0.9,0.09438775510204085
11291,0.97,0.10459183673469385,0.96,0.10204081632653059,0.94,0.10969387755102039
11292,0.96,0.11224489795918366,0.94,0.09948979591836732,0.94,0.09183673469387751
11293,0.9,0.10459183673469385,0.96,0.09183673469387751,0.92,0.08673469387755105
11294,0.94,0.13010204081632654,0.96,0.09948979591836732,0.94,0.10969387755102039
11295,0.97,0.12244897959183673,0.92,0.08928571428571432,0.91,0.09693877551020405
11296,0.95,0.1173469387755102,0.97,0.10204081632653059,0.96,0.10969387755102039
11297,0.95,0.08673469387755099,1,0.07142857142857141,0.97,0.08673469387755099
11298,0.95,0.125,0.89,0.10969387755102039,0.87,0.11989795918367344
11299,1,0.125,1.03,0.10714285714285715,1.02,0.11224489795918366
11300,0.95,0.10714285714285712,1.07,0.11479591836734696,1.02,0.09693877551020408
11301,0.95,0.11479591836734693,1.02,0.11734693877551022,0.96,0.10459183673469385
11302,0.98,0.12244897959183673,1.01,0.10969387755102042,1.02,0.11734693877551022
11303,1.13,0.13520408163265304,1.03,0.10204081632653061,1.08,0.11224489795918369
11304,1.18,0.1377551020408163,1.06,0.11479591836734696,1.14,0.1224489795918367
11305,1.08,0.12244897959183676,1.07,0.11224489795918369,1.09,0.10714285714285715
11306,1.08,0.1454081632653061,1.09,0.12755102040816324,1.12,0.12500000000000003
11307,1.11,0.14285714285714285,1.05,0.10459183673469388,1.1,0.10204081632653061
11308,1.02,0.10969387755102042,0.98,0.09438775510204078,0.97,0.09438775510204078
11309,1.02,0.12244897959183673,1.02,0.11734693877551022,1.03,0.11989795918367349
11310,0.99,0.1326530612244898,1.02,0.125,1.02,0.11989795918367346
11311,1.03,0.1326530612244898,1.05,0.11224489795918369,1.03,0.12244897959183673
11312,1.01,0.10204081632653061,1.06,0.09438775510204081,1.06,0.08673469387755102
11313,1.16,0.14540816326530612,1.02,0.12755102040816327,1.09,0.13010204081632656
11314,1.07,0.1326530612244898,1.06,0.11479591836734696,1.05,0.11479591836734696
11315,1.05,0.1326530612244898,1.06,0.12244897959183676,1.04,0.12500000000000003
11316,1.1,0.13520408163265304,1.02,0.10969387755102042,1.07,0.11734693877551022
11317,1.06,0.12244897959183676,1.08,0.1275510204081633,1.08,0.12244897959183676
11318,1.03,0.11479591836734696,1.03,0.09438775510204081,1.03,0.10714285714285715
11319,1.1,0.1301020408163265,1.07,0.11479591836734696,1.11,0.11989795918367349
11320,0.93,0.1709183673469388,0.96,0.15306122448979595,0.94,0.1479591836734694
11321,0.91,0.1377551020408163,0.94,0.12755102040816327,0.88,0.10714285714285718
11322,0.98,0.11989795918367346,0.92,0.08673469387755105,0.93,0.09183673469387758
11323,0.91,0.11989795918367344,0.94,0.11479591836734693,0.92,0.10459183673469385
11325,0.99,0.14285714285714288,0.96,0.1173469387755102,0.96,0.125
11326,1.09,0.11989795918367349,0.94,0.09693877551020405,1.01,0.09693877551020408
11327,1.15,0.14285714285714285,1.01,0.1326530612244898,1.12,0.13265306122448978
11328,1,0.13010204081632654,0.96,0.10459183673469385,0.97,0.1173469387755102
11329,1.03,0.15561224489795916,0.93,0.13010204081632654,0.99,0.12244897959183673
11330,1.01,0.1403061224489796,0.95,0.10969387755102039,0.97,0.11479591836734693
11331,1.05,0.1530612244897959,0.91,0.10204081632653059,0.94,0.10969387755102039
11332,1.09,0.12755102040816324,0.97,0.09693877551020405,1.04,0.09693877551020408
11333,0.95,0.12244897959183673,0.9,0.11479591836734693,0.9,0.10459183673469385
11334,1.1,0.16071428571428573,0.9,0.1173469387755102,0.98,0.125
11335,1.12,0.13520408163265304,0.91,0.09183673469387758,1,0.09948979591836735
11336,0.99,0.13775510204081634,0.88,0.10969387755102042,0.89,0.10969387755102039
11337,1.05,0.14285714285714288,0.9,0.1173469387755102,0.95,0.11479591836734693
11338,1.09,0.13265306122448978,0.86,0.09183673469387758,0.96,0.10969387755102039
