SA2_code,y.breast.female,sd.breast.female
11077,1.07,0.21173469387755103
11078,0.98,0.19642857142857142
11079,1.04,0.11479591836734696
11080,1.07,0.21938775510204084
11081,1.07,0.12244897959183676
11082,0.99,0.16326530612244902
11083,1.05,0.15816326530612243
11084,1.09,0.20918367346938777
11085,1.13,0.201530612244898
11086,1.09,0.1556122448979592
11087,1.05,0.1530612244897959
11088,1.09,0.21173469387755098
11089,1.04,0.15816326530612243
11090,1.02,0.1836734693877551
11091,1.21,0.27040816326530615
11092,1.07,0.1352040816326531
11093,1.02,0.1479591836734694
11094,1.05,0.16326530612244897
11095,1.04,0.14795918367346936
11096,1.01,0.14285714285714288
11097,1.06,0.2142857142857143
11098,1.01,0.11479591836734693
11099,1.06,0.11479591836734696
11100,1.09,0.19897959183673466
11101,1.11,0.1913265306122449
11102,1.19,0.21683673469387754
11103,1.1,0.12500000000000003
11104,1.08,0.16071428571428573
11105,1.09,0.14285714285714285
11106,1.17,0.23979591836734696
11107,1.09,0.16071428571428573
11108,1.15,0.20918367346938774
11109,1.06,0.09948979591836735
11110,1.06,0.14030612244897958
11111,1.11,0.16581632653061226
11112,1.13,0.23979591836734693
11113,1.09,0.13265306122448978
11114,1.07,0.17346938775510207
11115,1.13,0.16581632653061226
11116,1.06,0.1556122448979592
11117,1.05,0.15561224489795916
11118,1.08,0.163265306122449
11119,0.99,0.17857142857142858
11120,0.96,0.1709183673469388
11121,0.87,0.15306122448979592
11122,1.06,0.15816326530612243
11123,1.03,0.15306122448979595
11124,1.03,0.21428571428571427
11125,1.02,0.13775510204081634
11126,1.25,0.2755102040816327
11127,1.12,0.19132653061224492
11128,1.15,0.2780612244897959
11129,1.1,0.10969387755102042
11130,1,0.17346938775510204
11131,0.99,0.1326530612244898
11132,0.97,0.18112244897959184
11133,0.96,0.1709183673469388
11134,0.96,0.14540816326530615
11135,0.95,0.09948979591836732
11136,0.97,0.1403061224489796
11137,0.99,0.17346938775510204
11138,0.99,0.1964285714285714
11139,0.93,0.1785714285714286
11140,1,0.14540816326530615
11141,1,0.17091836734693877
11142,1.02,0.21428571428571427
11143,1.03,0.23214285714285715
11144,0.96,0.14285714285714288
11145,0.93,0.14285714285714285
11146,0.94,0.1403061224489796
11147,0.97,0.13775510204081634
11148,0.93,0.14795918367346939
11149,0.93,0.13520408163265304
11150,0.87,0.13520408163265304
11151,1.03,0.14540816326530615
11152,1.05,0.20408163265306123
11153,1.04,0.1913265306122449
11154,1.12,0.30357142857142855
11155,1.04,0.27806122448979587
11156,1,0.13520408163265307
11157,1.07,0.21938775510204084
11158,0.96,0.19897959183673466
11159,1.01,0.15816326530612249
11160,0.99,0.25000000000000006
11162,1.08,0.16836734693877553
11163,1.1,0.16836734693877553
11164,1.11,0.17857142857142858
11165,1.04,0.15051020408163263
11166,1.09,0.19642857142857145
11167,1.05,0.1556122448979592
11168,0.9,0.16071428571428573
11169,0.85,0.14285714285714285
11170,1.01,0.12755102040816327
11171,0.92,0.18112244897959187
11172,0.95,0.12244897959183673
11173,0.94,0.17602040816326534
11174,0.96,0.15306122448979595
11175,0.93,0.09693877551020405
11176,0.86,0.14540816326530612
11177,0.99,0.163265306122449
11178,1.03,0.14540816326530615
11179,0.99,0.11479591836734693
11180,0.99,0.19897959183673466
11181,0.98,0.10714285714285712
11182,0.98,0.25000000000000006
11183,0.97,0.10204081632653059
11184,0.92,0.16836734693877553
11185,1,0.13520408163265307
11186,0.83,0.15816326530612243
11187,0.99,0.10459183673469385
11188,0.96,0.14285714285714285
11189,1.01,0.11224489795918366
11190,1.05,0.1836734693877551
11191,0.97,0.19387755102040813
11192,1,0.12244897959183673
11193,1,0.13775510204081634
11194,1.02,0.10459183673469388
11195,0.9,0.21173469387755098
11196,0.98,0.13775510204081634
11197,1.1,0.2780612244897959
11198,1.04,0.12244897959183673
11199,1.04,0.2576530612244897
11200,1.04,0.17346938775510204
11201,1.12,0.15816326530612246
11202,1.13,0.2270408163265306
11203,1.08,0.2142857142857143
11204,1.06,0.2066326530612245
11205,1.03,0.1403061224489796
11206,1.17,0.21428571428571425
11207,1.32,0.3469387755102041
11208,1.03,0.15051020408163268
11209,1.05,0.13010204081632654
11210,1.03,0.18622448979591832
11211,1.12,0.24999999999999997
11212,0.97,0.23214285714285712
11213,1.02,0.19132653061224486
11214,1.02,0.1658163265306123
11215,1,0.16071428571428575
11216,0.83,0.17857142857142858
11217,1.02,0.1479591836734694
11218,0.99,0.11479591836734693
11219,0.95,0.1479591836734694
11220,0.9,0.1709183673469388
11221,1.03,0.13520408163265307
11222,0.97,0.12755102040816327
11223,1.09,0.1785714285714286
11224,1.02,0.13010204081632654
11225,1.06,0.13775510204081634
11226,1.09,0.14030612244897958
11227,1.1,0.15051020408163265
11228,1.05,0.16326530612244897
11229,0.93,0.16581632653061226
11230,1.05,0.21683673469387757
11231,1.15,0.16836734693877553
11232,1.07,0.19642857142857142
11233,1.2,0.16326530612244902
11234,1.1,0.1709183673469388
11235,1.01,0.18112244897959184
11236,0.98,0.19132653061224486
11237,0.93,0.13775510204081634
11238,0.93,0.14540816326530615
11239,0.91,0.15306122448979592
11240,0.92,0.17602040816326534
11241,1.06,0.23214285714285712
11242,0.98,0.21428571428571427
11243,0.99,0.16326530612244902
11244,1.16,0.3010204081632653
11245,1.09,0.19387755102040818
11246,0.94,0.1964285714285714
11247,1,0.13010204081632654
11248,1.04,0.21173469387755103
11249,0.99,0.14285714285714288
11250,1.06,0.19387755102040816
11251,1.26,0.33163265306122447
11252,1.02,0.12244897959183676
11253,0.94,0.15816326530612246
11254,0.95,0.13520408163265307
11255,0.91,0.1377551020408163
11256,0.87,0.1760204081632653
11257,0.98,0.10969387755102039
11258,0.98,0.20663265306122447
11259,1,0.1607142857142857
11260,0.94,0.11479591836734693
11261,1,0.25000000000000006
11262,0.98,0.11989795918367346
11263,0.95,0.1403061224489796
11264,0.97,0.1658163265306123
11265,0.96,0.16326530612244902
11266,0.97,0.17091836734693877
11267,0.91,0.14030612244897958
11268,0.93,0.18877551020408168
11269,0.89,0.1556122448979592
11270,0.95,0.16836734693877553
11271,0.94,0.10714285714285712
11272,1.05,0.14795918367346939
11273,1.1,0.18367346938775514
11274,1.08,0.1989795918367347
11275,1.02,0.13010204081632656
11276,1.05,0.18877551020408162
11277,1.11,0.21938775510204078
11278,1.19,0.25000000000000006
11279,1.13,0.21173469387755103
11280,1.08,0.2066326530612245
11281,1.1,0.16071428571428573
11282,0.93,0.21428571428571425
11283,1.03,0.15816326530612243
11284,0.89,0.1377551020408163
11285,0.93,0.125
11286,0.91,0.12499999999999997
11287,0.98,0.18622448979591832
11288,0.97,0.12755102040816327
11289,0.96,0.11479591836734693
11290,0.98,0.125
11291,0.99,0.12244897959183673
11292,0.96,0.12244897959183673
11293,0.88,0.11989795918367344
11294,0.95,0.13775510204081634
11295,0.98,0.125
11296,0.92,0.13010204081632654
11297,0.95,0.08928571428571426
11298,0.95,0.16071428571428573
11299,1.07,0.13520408163265304
11300,1.02,0.12244897959183673
11301,1.08,0.163265306122449
11302,1,0.13010204081632654
11303,1.07,0.1530612244897959
11304,1.02,0.1658163265306123
11305,1.07,0.15051020408163265
11306,1.05,0.16581632653061223
11307,1.09,0.13265306122448978
11308,1,0.125
11309,1.04,0.15051020408163268
11310,1.01,0.13520408163265307
11311,1.02,0.16071428571428575
11312,1.07,0.11479591836734696
11313,1.19,0.21428571428571427
11314,1.04,0.1683673469387755
11315,1.12,0.1709183673469388
11316,1.25,0.19387755102040816
11317,1.23,0.17857142857142858
11318,1.09,0.13265306122448978
11319,1.12,0.15816326530612246
11320,0.97,0.18877551020408162
11321,0.98,0.1760204081632653
11322,0.92,0.12244897959183673
11323,0.97,0.15816326530612243
11325,0.95,0.15561224489795922
11326,0.98,0.125
11327,0.98,0.16071428571428575
11328,0.97,0.1403061224489796
11329,0.87,0.14030612244897958
11330,0.93,0.14285714285714288
11331,0.94,0.1785714285714286
11332,0.95,0.11989795918367346
11333,0.86,0.15306122448979592
11334,0.95,0.1709183673469388
11335,0.92,0.13010204081632654
11336,0.96,0.14540816326530615
11337,0.92,0.14285714285714288
11338,0.93,0.14795918367346939
11339,0.78,0.13520408163265307
11340,0.83,0.1275510204081633
11341,0.78,0.10204081632653061
11343,0.75,0.10204081632653059
11344,0.82,0.15561224489795916
11345,0.87,0.11224489795918369
11346,0.79,0.16071428571428575
11347,0.81,0.1352040816326531
11348,0.87,0.13265306122448978
11349,0.89,0.12755102040816324
11350,0.9,0.14285714285714285
11351,0.93,0.13520408163265307
11352,0.83,0.11989795918367349
11353,1,0.12244897959183673
11354,1.1,0.1301020408163265
11355,1.01,0.1479591836734694
11356,1.01,0.13775510204081634
11357,1.05,0.1377551020408163
11358,1.01,0.15561224489795922
11359,1.04,0.14285714285714285
11360,0.97,0.1479591836734694
11361,0.99,0.13010204081632654
11362,1.02,0.13775510204081634
11363,0.91,0.12244897959183673
11364,0.96,0.10204081632653059
11365,1.01,0.1530612244897959
11366,0.99,0.13520408163265307
11367,0.98,0.13520408163265307
11368,0.93,0.11224489795918366
11369,0.9,0.12244897959183673
11370,0.91,0.11479591836734693
11371,0.91,0.16836734693877553
11372,0.93,0.1556122448979592
11373,0.99,0.15306122448979595
11374,0.9,0.10714285714285718
11375,0.97,0.1326530612244898
11376,0.94,0.125
11377,0.96,0.12755102040816327
11378,0.99,0.15051020408163268
11379,0.98,0.13520408163265307
11380,0.94,0.1326530612244898
11381,0.97,0.14285714285714288
11382,1.08,0.1989795918367347
11383,0.94,0.14540816326530612
11384,0.97,0.13775510204081634
11385,0.89,0.18112244897959187
11386,0.97,0.15051020408163268
11387,0.75,0.1836734693877551
11388,0.98,0.13520408163265307
11389,0.88,0.16071428571428573
11390,0.94,0.11224489795918366
11391,0.87,0.11479591836734696
11392,0.91,0.125
11393,0.87,0.11479591836734696
11394,0.97,0.125
11395,0.98,0.1479591836734694
11396,0.99,0.1479591836734694
11397,0.96,0.10969387755102039
11398,0.82,0.12500000000000003
11399,0.78,0.10969387755102042
11400,0.79,0.11734693877551022
11401,0.84,0.13265306122448978
11402,0.89,0.14030612244897958
11403,0.98,0.11989795918367346
11404,0.95,0.17346938775510207
11405,0.91,0.13520408163265304
11406,0.83,0.1275510204081633
11407,0.88,0.1147959183673469
11408,0.83,0.09693877551020408
11409,0.85,0.1377551020408163
11410,0.86,0.11479591836734696
11411,0.92,0.10459183673469385
11412,0.87,0.11734693877551022
11413,0.78,0.125
11414,0.79,0.1275510204081633
11415,0.68,0.16071428571428573
11416,0.83,0.1683673469387755
11417,0.78,0.16326530612244897
11418,0.93,0.16581632653061226
11419,0.97,0.18877551020408162
11420,0.67,0.19642857142857142
11421,0.83,0.16581632653061223
11422,0.75,0.1989795918367347
11423,0.82,0.1607142857142857
11424,0.97,0.1403061224489796
11425,1.02,0.15816326530612243
11426,0.94,0.163265306122449
11427,0.96,0.13520408163265307
11428,0.94,0.10969387755102039
11429,0.95,0.13775510204081634
11430,1.02,0.1403061224489796
11431,1.03,0.1760204081632653
11432,0.9,0.11989795918367346
11433,1.04,0.1479591836734694
11434,1.11,0.17346938775510204
11435,1.11,0.14030612244897958
11436,1.14,0.18112244897959187
11437,1.13,0.1709183673469388
11438,1.18,0.18367346938775508
11440,1.07,0.14285714285714285
11441,1.16,0.1862244897959184
11442,1.01,0.17857142857142858
11443,1.22,0.22448979591836735
11444,1.09,0.1683673469387755
11445,0.95,0.15051020408163268
11446,1.03,0.11224489795918369
11447,0.96,0.12755102040816327
11448,1.02,0.10969387755102042
11449,1.09,0.1709183673469388
11450,1.02,0.1479591836734694
11451,1.06,0.13265306122448978
11452,1.09,0.16581632653061226
11453,1.03,0.15561224489795916
11454,1.1,0.1301020408163265
11455,1.01,0.15816326530612249
11456,1.04,0.09948979591836735
11457,1.22,0.2066326530612245
11458,1.15,0.1301020408163265
11459,1.08,0.11989795918367349
11460,1.04,0.16581632653061223
11461,1.11,0.14540816326530612
11462,1.18,0.16071428571428573
11463,1.11,0.11224489795918369
11464,1.15,0.15306122448979592
11465,1.04,0.16326530612244897
11466,1.14,0.20918367346938774
11467,1.15,0.15816326530612246
11468,1.09,0.12499999999999997
11469,1.12,0.17346938775510207
11470,1.18,0.20153061224489793
11471,1.2,0.13520408163265307
11472,1.04,0.12500000000000003
11473,0.99,0.14540816326530615
11474,1.05,0.12244897959183676
11475,1,0.17346938775510204
11476,0.9,0.11479591836734696
11477,0.97,0.10969387755102039
11478,0.99,0.13520408163265307
11479,1,0.1403061224489796
11480,1.03,0.13010204081632654
11481,1.15,0.17602040816326534
11482,1.12,0.14030612244897958
11483,1.03,0.12500000000000003
11484,1.08,0.1377551020408163
11485,1.09,0.16581632653061226
11486,1.1,0.1709183673469388
11487,1.09,0.15306122448979592
11488,1,0.13520408163265307
11489,0.98,0.13775510204081634
11490,0.95,0.13010204081632654
11491,0.97,0.11989795918367346
11492,0.98,0.1173469387755102
11493,1.03,0.1403061224489796
11494,1.04,0.15561224489795916
11495,0.85,0.10714285714285715
11496,0.87,0.10969387755102042
11497,0.92,0.10714285714285712
11498,0.84,0.13265306122448983
11499,0.82,0.14285714285714288
11500,0.87,0.09438775510204081
11501,0.89,0.11479591836734693
11502,0.87,0.11734693877551022
11503,0.92,0.14285714285714285
11504,1.1,0.15306122448979592
11505,1.04,0.12244897959183676
11506,1.06,0.11479591836734696
11507,1.02,0.13010204081632654
11508,0.97,0.15051020408163268
11509,1.09,0.14285714285714285
11510,1.08,0.14285714285714285
11511,1.07,0.14285714285714288
11512,1.18,0.16836734693877553
11513,1.1,0.14285714285714285
11514,1.16,0.1862244897959184
11515,1.08,0.15051020408163265
11516,1.11,0.16071428571428573
11517,1.14,0.1556122448979592
11518,1.1,0.15816326530612246
11519,1.16,0.14795918367346939
11520,1.13,0.15051020408163265
11521,1.1,0.17602040816326534
11522,1.01,0.13520408163265307
11523,1.07,0.12500000000000003
11524,1.04,0.11734693877551022
11525,1.1,0.15051020408163265
11526,1.06,0.1352040816326531
11527,1.02,0.17857142857142858
11528,0.9,0.15051020408163265
11529,0.94,0.13010204081632654
11530,0.95,0.1403061224489796
11531,0.92,0.1377551020408163
11532,0.97,0.15306122448979595
11533,0.97,0.1479591836734694
11534,0.87,0.2423469387755102
11535,0.96,0.13520408163265307
11536,0.99,0.17857142857142858
11537,0.97,0.13775510204081634
11538,1,0.1403061224489796
21001,1.05,0.13520408163265307
21002,1.05,0.15561224489795916
21003,1,0.12755102040816327
21004,1.08,0.15306122448979592
21005,1.06,0.15816326530612243
21006,1.02,0.1607142857142857
21007,1.06,0.1454081632653061
21008,1.06,0.14795918367346936
21009,1.03,0.11479591836734693
21010,1.05,0.11479591836734696
21011,1.05,0.13775510204081637
21012,1.04,0.10714285714285715
21013,1.02,0.125
21014,1.03,0.1326530612244898
21015,1.11,0.15051020408163265
21016,1.25,0.32142857142857145
21017,1.06,0.14030612244897964
21018,1.11,0.14030612244897958
21019,1.06,0.1683673469387755
21020,1.03,0.12755102040816327
21021,1.11,0.18877551020408168
21022,1.07,0.15561224489795916
21023,1.07,0.16581632653061223
21024,1.07,0.16326530612244897
21025,1.12,0.1862244897959184
21026,1.06,0.12244897959183676
21027,1.05,0.2372448979591837
21028,1.04,0.12755102040816327
21029,1.03,0.14285714285714288
21030,1.02,0.15051020408163268
21031,1.03,0.1326530612244898
21032,1.05,0.10969387755102042
21033,1.02,0.12244897959183676
21034,1.16,0.16581632653061226
21035,1.06,0.11224489795918369
21036,1.08,0.14285714285714285
21037,1.16,0.1862244897959184
21038,1.21,0.19132653061224486
21039,1.2,0.1785714285714286
21040,1.22,0.1403061224489796
21041,1.07,0.13520408163265307
21042,1.16,0.15306122448979592
21043,1.07,0.1479591836734694
21044,0.99,0.1658163265306123
21045,1.08,0.16326530612244897
21046,1.21,0.18622448979591832
21047,1.33,0.21173469387755103
21048,1.01,0.1989795918367347
21049,1.05,0.18622448979591838
21050,1.04,0.15306122448979595
21051,0.98,0.2346938775510204
21052,1,0.20153061224489793
21053,1.03,0.1760204081632653
21054,1,0.13520408163265307
21055,1,0.11989795918367346
21056,0.99,0.15051020408163268
21057,0.96,0.11989795918367346
21058,0.98,0.13520408163265307
21059,0.93,0.18112244897959187
21060,0.99,0.10969387755102039
21061,1.01,0.1658163265306123
21062,1,0.1479591836734694
21063,0.9,0.22193877551020405
21064,0.97,0.12755102040816327
21065,0.99,0.14285714285714288
21066,0.91,0.20408163265306123
21067,0.96,0.10204081632653059
21068,0.91,0.14285714285714285
21069,0.94,0.12755102040816327
21070,0.94,0.11989795918367346
21071,0.92,0.15816326530612246
21072,0.92,0.10969387755102039
21073,0.91,0.15306122448979595
21074,0.98,0.12244897959183673
21075,0.92,0.11479591836734693
21076,1.09,0.15306122448979592
21077,1.03,0.11479591836734696
21078,1.04,0.15051020408163263
21079,1.04,0.1403061224489796
21081,0.91,0.18877551020408168
21082,0.95,0.11479591836734693
21084,0.97,0.16071428571428573
21085,1,0.15816326530612249
21086,0.9,0.1556122448979592
21087,1.1,0.14540816326530612
21088,1.14,0.3698979591836734
21089,1.11,0.16581632653061223
21090,1.09,0.15306122448979592
21091,1.28,0.3086734693877551
21092,1.08,0.3239795918367347
21093,1.22,0.1683673469387755
21094,1.05,0.13265306122448983
21095,1.06,0.1479591836734694
21096,1.15,0.18367346938775514
21097,1.06,0.15816326530612246
21098,1.03,0.13010204081632654
21099,0.97,0.13520408163265307
21100,1,0.1326530612244898
21101,0.97,0.12755102040816327
21102,1.01,0.13775510204081634
21103,0.97,0.16326530612244902
21104,1.02,0.15561224489795916
21105,1.04,0.14795918367346936
21106,0.99,0.13775510204081634
21107,1.11,0.16581632653061226
21108,1.09,0.1377551020408163
21109,1.07,0.15561224489795916
21110,1.01,0.16326530612244897
21111,0.98,0.1326530612244898
21112,1.03,0.14795918367346936
21113,1.05,0.13520408163265304
21114,1.07,0.14285714285714285
21115,1.05,0.1709183673469388
21116,1.1,0.15816326530612246
21117,1,0.12244897959183673
21118,0.99,0.15561224489795922
21119,0.94,0.10969387755102039
21120,1.04,0.20408163265306123
21121,1.07,0.2066326530612245
21122,0.97,0.14285714285714288
21123,1.03,0.1607142857142857
21124,1.05,0.14285714285714285
21125,0.99,0.1326530612244898
21126,0.95,0.11479591836734693
21128,0.96,0.12755102040816327
21129,1.01,0.15816326530612249
21130,0.91,0.14285714285714285
21131,0.97,0.125
21132,0.91,0.15051020408163265
21133,1.08,0.15816326530612246
21134,1.02,0.13520408163265307
21135,0.92,0.1224489795918367
21136,1.05,0.12244897959183676
21137,0.97,0.1173469387755102
21138,0.88,0.11734693877551022
21139,0.93,0.11479591836734693
21140,0.99,0.14540816326530615
21141,0.98,0.125
21142,0.97,0.12755102040816327
21143,0.96,0.10969387755102039
21144,0.93,0.11989795918367346
21145,0.94,0.11479591836734693
21146,0.9,0.1301020408163265
21147,0.9,0.10969387755102045
21148,0.93,0.10459183673469385
21149,0.91,0.125
21150,0.93,0.10969387755102039
21151,0.87,0.11224489795918369
21152,0.88,0.11734693877551022
21153,0.89,0.0969387755102041
21154,0.94,0.125
21155,0.94,0.11989795918367346
21156,0.87,0.1224489795918367
21157,0.94,0.11989795918367346
21158,0.99,0.11224489795918369
21159,0.91,0.11224489795918369
21160,0.92,0.14030612244897958
21161,0.99,0.1173469387755102
21162,1.01,0.18622448979591838
21163,1.04,0.15816326530612243
21164,1,0.1326530612244898
21165,0.99,0.10714285714285712
21166,0.97,0.1173469387755102
21167,0.98,0.125
21168,0.95,0.12755102040816327
21169,0.86,0.11989795918367349
21170,0.96,0.1326530612244898
21171,0.99,0.1479591836734694
21172,0.95,0.1173469387755102
21173,0.91,0.14030612244897958
21174,1.04,0.14540816326530615
21175,1.04,0.13520408163265304
21176,1.02,0.1683673469387755
21177,0.94,0.10204081632653059
21178,0.89,0.13265306122448978
21179,0.95,0.12755102040816327
21180,0.97,0.15051020408163265
21181,0.99,0.16581632653061223
21182,0.99,0.13010204081632654
21183,1.13,0.18367346938775514
21184,1.08,0.1760204081632653
21185,1.15,0.14285714285714285
21186,1.43,0.30612244897959184
21187,1.23,0.19387755102040816
21188,1.01,0.14540816326530615
21189,1.15,0.18877551020408168
21190,1.06,0.18877551020408162
21191,1.03,0.125
21193,1.09,0.17346938775510204
21194,0.87,0.10204081632653061
21195,0.95,0.10714285714285712
21196,0.98,0.1403061224489796
21197,0.93,0.12244897959183673
21198,0.9,0.1224489795918367
21199,0.95,0.13520408163265307
21200,0.97,0.1403061224489796
21201,0.9,0.1301020408163265
21202,0.91,0.12499999999999997
21203,0.9,0.10459183673469391
21204,0.95,0.11989795918367346
21205,0.98,0.14540816326530615
21206,1.03,0.1377551020408163
21207,1.03,0.13010204081632656
21208,1.14,0.1556122448979592
21209,0.91,0.11224489795918366
21210,1,0.1836734693877551
21211,1.03,0.1326530612244898
21212,0.99,0.09948979591836732
21213,0.98,0.09948979591836732
21214,0.97,0.13775510204081634
21215,0.95,0.14285714285714285
21216,1.04,0.14285714285714288
21217,1.03,0.1403061224489796
21218,1.05,0.11989795918367349
21219,1.02,0.125
21220,1.06,0.1377551020408163
21221,1.05,0.14285714285714285
21222,0.98,0.1326530612244898
21223,1.09,0.1377551020408163
21224,1.04,0.14540816326530615
21225,1.05,0.14030612244897958
21226,1.1,0.16071428571428573
21228,1.08,0.13265306122448978
21229,1.11,0.15816326530612246
21230,1.02,0.1479591836734694
21231,1.01,0.1326530612244898
21232,1.01,0.12755102040816327
21233,1.07,0.17857142857142858
21234,1.05,0.1760204081632653
21235,1.04,0.11224489795918369
21236,1.05,0.14540816326530612
21237,1.08,0.15051020408163265
21238,1.08,0.11989795918367349
21239,1.06,0.15051020408163265
21240,1.02,0.1479591836734694
21241,1.04,0.1403061224489796
21242,1.08,0.15816326530612246
21243,1.07,0.1301020408163265
21244,1.1,0.1377551020408163
21245,1.05,0.14540816326530615
21246,1.07,0.13010204081632656
21247,1.07,0.1760204081632653
21248,1.05,0.14795918367346936
21249,1.1,0.14285714285714285
21250,1.03,0.16581632653061223
21251,0.95,0.14540816326530615
21252,0.98,0.11989795918367346
21253,1.01,0.13520408163265307
21254,1,0.125
21255,1.05,0.11224489795918369
21256,1.02,0.16071428571428575
21257,1,0.16071428571428575
21258,1.05,0.13775510204081634
21259,0.93,0.11224489795918366
21260,0.9,0.11989795918367344
21261,0.97,0.10459183673469385
21262,0.97,0.10714285714285712
21263,1.02,0.15816326530612243
21264,0.97,0.11479591836734693
21265,0.93,0.11224489795918366
21266,0.94,0.10969387755102039
21267,0.98,0.12755102040816327
21268,0.93,0.15306122448979592
21269,1,0.1326530612244898
21270,0.97,0.16326530612244902
21271,1.03,0.15051020408163263
21272,0.92,0.11989795918367346
21273,0.9,0.10459183673469391
21274,1.03,0.15051020408163268
21275,0.95,0.12244897959183673
21276,0.98,0.13010204081632654
21277,1.03,0.1326530612244898
21278,1.01,0.11479591836734693
21279,1.01,0.13520408163265307
21280,1,0.1403061224489796
21281,1.06,0.17857142857142858
21282,1.04,0.11479591836734696
21283,0.98,0.13010204081632654
21284,1.04,0.16326530612244897
21285,1,0.125
21286,1.03,0.13520408163265307
21287,1.08,0.1275510204081633
21288,1.09,0.1556122448979592
21289,1.13,0.13265306122448978
21290,1.13,0.13265306122448978
21291,1.1,0.1760204081632653
21292,1.14,0.18112244897959187
21293,1.05,0.1479591836734694
21294,1.1,0.14540816326530612
21295,1.09,0.1760204081632653
21296,1.18,0.18112244897959187
21297,1.1,0.13010204081632656
21298,1.14,0.14285714285714285
21299,1.11,0.1377551020408163
21300,1.14,0.16836734693877553
21301,1.09,0.16581632653061226
21302,1.1,0.12500000000000003
21303,1.18,0.17857142857142855
21304,1.12,0.15306122448979592
21305,1.14,0.14540816326530612
21306,1.12,0.15816326530612246
21307,1.16,0.16581632653061226
21308,1.11,0.1785714285714286
21309,1.03,0.13520408163265307
21310,1.05,0.1607142857142857
21311,1.18,0.1173469387755102
21312,1.12,0.15816326530612246
21313,1.01,0.12755102040816327
21314,1.07,0.12244897959183676
21315,1.21,0.17091836734693877
21316,1.08,0.15051020408163263
21317,1.06,0.1326530612244898
21318,1.04,0.13775510204081634
21319,1,0.11479591836734696
21320,1.04,0.1352040816326531
21321,0.95,0.1173469387755102
21322,0.94,0.10204081632653059
21323,0.95,0.1326530612244898
21324,1.03,0.1326530612244898
21325,1.05,0.12500000000000003
21326,0.99,0.12244897959183673
21327,0.97,0.13010204081632654
21328,1.09,0.14540816326530612
21329,1.06,0.16581632653061223
21330,1.09,0.1352040816326531
21331,1.11,0.14030612244897958
21332,1.13,0.14540816326530612
21333,1.1,0.13520408163265304
21334,1.29,0.22704081632653064
21335,1.1,0.15051020408163265
21336,1.15,0.18877551020408168
21337,1.13,0.15816326530612246
21338,1.05,0.15561224489795922
21339,1.13,0.16581632653061226
21340,1.06,0.1275510204081633
21341,1.17,0.21428571428571427
21342,1.12,0.1836734693877551
21343,1.1,0.1556122448979592
21344,1.05,0.18112244897959184
21345,1.14,0.26785714285714285
21346,1.13,0.2270408163265306
21347,1.12,0.15051020408163265
21348,1.06,0.1352040816326531
21349,1.06,0.13010204081632656
21350,1.16,0.22959183673469388
21351,1.12,0.15816326530612246
21352,1.05,0.1530612244897959
21353,0.95,0.125
21354,1.07,0.15051020408163268
21355,1.04,0.12244897959183676
21356,1,0.12244897959183673
