SA2_code,y.stomach.male,sd.stomach.male,y.stomach.female,sd.stomach.female,y.stomach.persons,sd.stomach.persons
11119,1.03,0.13010204081632654,0.99,0.07908163265306122,0.96,0.1326530612244898
11120,1.05,0.1275510204081633,0.99,0.07908163265306122,1,0.13520408163265307
11121,1.05,0.1403061224489796,1,0.09183673469387756,1.01,0.1479591836734694
11122,1.09,0.1377551020408163,1.01,0.06632653061224487,1.13,0.14030612244897958
11123,1.07,0.10714285714285715,1.01,0.05867346938775507,1.11,0.11989795918367344
11124,1.06,0.14030612244897958,1,0.08418367346938775,1.08,0.17091836734693877
11125,1.06,0.09948979591836735,1,0.05102040816326532,1.07,0.10204081632653061
11126,1.03,0.15561224489795916,1.01,0.08673469387755102,1.04,0.15051020408163268
11127,1.02,0.10969387755102042,1.01,0.0637755102040816,1.06,0.12500000000000003
11128,1.01,0.1760204081632653,1.01,0.10714285714285715,1.02,0.19387755102040816
11129,1.03,0.07397959183673468,1.01,0.04081632653061228,1.06,0.08418367346938775
11130,1.06,0.10714285714285715,1.01,0.0637755102040816,1.06,0.11734693877551022
11131,1.04,0.09438775510204081,1.01,0.0561224489795918,1.03,0.10969387755102042
11132,1.02,0.10459183673469388,1.01,0.0637755102040816,1.04,0.13010204081632654
11133,1.03,0.11224489795918369,1.01,0.06887755102040814,1.09,0.14795918367346939
11134,1.03,0.09438775510204081,1.01,0.06122448979591834,1.06,0.10969387755102042
11135,1.03,0.06887755102040814,1,0.040816326530612256,1.04,0.07908163265306122
11136,1.03,0.09948979591836735,1,0.05357142857142859,1,0.10204081632653061
11137,1.05,0.12500000000000003,1.01,0.07908163265306122,1.05,0.13010204081632656
11138,0.97,0.1479591836734694,1,0.08418367346938775,0.96,0.16836734693877553
11139,0.97,0.125,1,0.07653061224489795,0.95,0.14540816326530615
11140,1,0.09438775510204081,1,0.058673469387755126,0.99,0.11224489795918366
11141,1.06,0.10969387755102042,1,0.06887755102040814,1.07,0.1275510204081633
11142,1.13,0.16581632653061226,1.01,0.09183673469387756,1.18,0.1862244897959184
11143,1.15,0.18622448979591832,1.02,0.10459183673469388,1.28,0.18622448979591838
11144,1.03,0.09948979591836735,1.01,0.0637755102040816,1.08,0.13010204081632656
11145,1.02,0.10459183673469388,1,0.07653061224489795,1.04,0.13775510204081634
11146,1,0.09438775510204081,1.01,0.06122448979591834,1.05,0.11989795918367346
11147,1.02,0.08928571428571429,1,0.061224489795918394,1.03,0.11989795918367349
11148,1.06,0.13265306122448978,1,0.07653061224489795,1.1,0.1709183673469388
11149,1.03,0.11224489795918369,1.02,0.07142857142857141,1.11,0.14285714285714285
11150,1.05,0.14030612244897958,1,0.07397959183673468,1.06,0.13775510204081634
11151,1.05,0.10204081632653061,1,0.058673469387755126,1.07,0.11479591836734696
11152,1.12,0.163265306122449,0.99,0.10204081632653059,1.19,0.16836734693877553
11153,1.06,0.11479591836734696,1,0.07397959183673468,1.09,0.1275510204081633
11154,1.05,0.15051020408163268,1,0.10459183673469385,1.11,0.17346938775510204
11155,1.05,0.1989795918367347,0.99,0.10204081632653059,1.02,0.22448979591836737
11156,1.04,0.09948979591836735,1,0.0561224489795918,1.07,0.11734693877551022
11157,1.03,0.13775510204081634,1,0.07397959183673468,0.98,0.13010204081632654
11158,1.01,0.16071428571428575,0.99,0.08418367346938775,0.92,0.13265306122448978
11159,1.03,0.12500000000000003,1,0.06632653061224487,1.04,0.13265306122448983
11160,1.03,0.17346938775510204,1.01,0.11989795918367349,1.09,0.22704081632653064
11162,1.05,0.12244897959183676,0.98,0.07908163265306124,1,0.11224489795918366
11163,0.99,0.15561224489795916,0.99,0.09183673469387751,0.97,0.1326530612244898
11164,0.99,0.1403061224489796,0.99,0.08928571428571429,0.98,0.13520408163265307
11165,1.03,0.10714285714285715,1,0.06632653061224493,1.03,0.10969387755102042
11166,1.02,0.15051020408163263,0.98,0.09183673469387751,0.96,0.12755102040816327
11167,1.05,0.10714285714285715,1.01,0.05357142857142859,1.09,0.10969387755102042
11168,1.07,0.1275510204081633,1,0.08163265306122448,1.09,0.14030612244897958
11169,1.11,0.14030612244897958,1,0.07653061224489795,1.11,0.1377551020408163
11170,1.07,0.0969387755102041,1,0.05357142857142859,1.08,0.09438775510204081
11171,1.09,0.1836734693877551,1.01,0.08673469387755102,1.13,0.17346938775510204
11172,1.05,0.11479591836734696,1,0.061224489795918394,1.03,0.11734693877551022
11173,1.04,0.10969387755102042,1,0.06632653061224487,1.04,0.1275510204081633
11174,1.07,0.11479591836734696,1,0.06377551020408166,1.08,0.1301020408163265
11175,1.06,0.09693877551020408,1,0.05102040816326532,1.06,0.09693877551020408
11176,1.07,0.14285714285714285,1,0.06632653061224487,1.06,0.13775510204081634
11177,1.02,0.09438775510204081,1,0.05867346938775507,1.05,0.1275510204081633
11178,1.02,0.09948979591836735,1.01,0.06632653061224487,1.05,0.11989795918367349
11179,1.02,0.07142857142857141,1,0.04591836734693879,1.05,0.08673469387755102
11180,1.04,0.14795918367346939,1,0.08418367346938775,1.04,0.17091836734693877
11181,1.04,0.08928571428571429,1,0.04846938775510205,1.04,0.09438775510204081
11182,1.15,0.20918367346938774,0.99,0.09948979591836735,1.13,0.24489795918367346
11183,1.02,0.06887755102040814,1,0.043367346938775524,1.04,0.08163265306122448
11184,1.01,0.13010204081632654,1.01,0.07142857142857141,1.05,0.13775510204081634
11185,1.03,0.08163265306122448,1,0.04591836734693879,1.04,0.09183673469387756
11186,1.04,0.16071428571428573,1.01,0.08418367346938775,1.09,0.15306122448979592
11187,1.04,0.08928571428571429,1,0.04591836734693879,1.06,0.09948979591836735
11188,1.03,0.10459183673469388,1.01,0.05867346938775507,1.04,0.10969387755102042
11189,1.04,0.08418367346938775,1,0.05102040816326532,1.06,0.09183673469387756
11190,1.03,0.09948979591836735,1,0.061224489795918394,1.01,0.1403061224489796
11191,1,0.13010204081632654,1,0.08163265306122448,0.96,0.15051020408163268
11192,1.03,0.07908163265306122,1,0.04846938775510205,1.02,0.08673469387755102
11193,1.01,0.09183673469387756,1.01,0.05867346938775507,1.01,0.11224489795918366
11194,1.03,0.07142857142857141,1,0.043367346938775524,1.02,0.08928571428571429
11195,1.04,0.1913265306122449,1,0.09948979591836732,1.04,0.1913265306122449
11196,1.03,0.08163265306122448,1.01,0.05102040816326532,1.03,0.10204081632653061
11197,1.05,0.1913265306122449,1.01,0.10714285714285715,1.1,0.24744897959183673
11198,1.04,0.08673469387755102,1.01,0.04846938775510205,1.07,0.09438775510204081
11199,1.03,0.1913265306122449,1.02,0.10969387755102042,1.03,0.19387755102040816
11200,1.04,0.10969387755102042,1.01,0.05867346938775507,1.06,0.10969387755102042
11201,1.03,0.10969387755102042,1.01,0.0637755102040816,1.04,0.12500000000000003
11202,1.06,0.1301020408163265,1,0.08673469387755102,1.03,0.13775510204081634
11203,1.05,0.1377551020408163,1.01,0.07908163265306122,1.05,0.14540816326530615
11204,1.06,0.13775510204081637,1,0.08163265306122448,1.04,0.1530612244897959
11205,1.04,0.08418367346938775,1.01,0.043367346938775524,1.04,0.08163265306122448
11206,1.05,0.12244897959183676,1.01,0.07653061224489795,1.11,0.14795918367346939
11207,1.08,0.2423469387755102,1,0.10204081632653061,1.07,0.23214285714285712
11208,1.03,0.10969387755102042,1.01,0.06887755102040814,1.08,0.12500000000000003
11209,1.03,0.10714285714285715,1.01,0.05867346938775507,1.07,0.10714285714285715
11210,1.03,0.12500000000000003,1.01,0.07142857142857141,1.08,0.13520408163265304
11211,1.05,0.1607142857142857,1.01,0.09438775510204081,1.12,0.20153061224489796
11212,1,0.17602040816326534,1.01,0.10714285714285715,1.01,0.17346938775510204
11213,1.04,0.17602040816326534,1.01,0.08418367346938775,1.09,0.1709183673469388
11214,1.04,0.14795918367346939,1.01,0.07908163265306122,1.12,0.1377551020408163
11215,1.03,0.1301020408163265,1.01,0.0637755102040816,1.08,0.13010204081632656
11216,1.07,0.18877551020408162,1.02,0.11224489795918369,1.15,0.21428571428571427
11217,1.05,0.12499999999999997,1.01,0.0637755102040816,1.09,0.12244897959183676
11218,1.06,0.10204081632653061,1.01,0.0561224489795918,1.1,0.09693877551020408
11219,1.03,0.12500000000000003,1.01,0.06632653061224487,1.05,0.13010204081632656
11220,1.02,0.17091836734693877,1.01,0.08163265306122448,1.06,0.1454081632653061
11221,1.06,0.11224489795918369,1.01,0.05867346938775507,1.09,0.11224489795918369
11222,1.01,0.10714285714285715,1.01,0.0637755102040816,1.06,0.10459183673469388
11223,1.08,0.12499999999999997,1.01,0.06122448979591834,1.12,0.12499999999999997
11224,1.04,0.10459183673469388,1.02,0.0637755102040816,1.07,0.10969387755102042
11225,1.04,0.09948979591836735,1.01,0.05867346938775507,1.04,0.10714285714285715
11226,1.06,0.11479591836734696,1.01,0.05867346938775507,1.09,0.10969387755102042
11227,1.03,0.11479591836734696,1.01,0.06632653061224487,1.04,0.125
11228,1.02,0.11224489795918369,1.01,0.06887755102040814,1.04,0.11479591836734696
11229,1.03,0.12755102040816327,1.02,0.08928571428571429,1.07,0.14795918367346939
11230,1.05,0.14285714285714285,1.01,0.08418367346938775,1.05,0.16581632653061223
11231,1.05,0.12755102040816324,1.01,0.05867346938775507,1.09,0.12244897959183676
11232,1.06,0.1377551020408163,1,0.08928571428571429,1.06,0.16326530612244897
11233,1.06,0.11989795918367349,1.01,0.0637755102040816,1.1,0.1224489795918367
11234,1.04,0.12244897959183676,1.01,0.07142857142857141,1.04,0.125
11235,1.04,0.13265306122448978,1.01,0.07142857142857141,1.06,0.1352040816326531
11236,1.01,0.14285714285714288,0.98,0.08418367346938775,0.97,0.1658163265306123
11237,1,0.09183673469387756,0.99,0.058673469387755126,0.97,0.12244897959183673
11238,0.99,0.10204081632653059,0.99,0.058673469387755126,0.99,0.13010204081632654
11239,0.99,0.1173469387755102,1,0.06632653061224487,0.99,0.1326530612244898
11240,1.01,0.12244897959183673,0.99,0.07397959183673468,1.02,0.14285714285714288
11241,0.99,0.10204081632653059,0.99,0.06632653061224493,0.96,0.12244897959183673
11242,0.99,0.13010204081632654,0.99,0.07908163265306122,0.98,0.16326530612244902
11243,0.97,0.10969387755102039,1,0.061224489795918394,0.96,0.1173469387755102
11244,0.92,0.163265306122449,1,0.11989795918367346,0.91,0.17346938775510207
11245,0.98,0.08163265306122446,1,0.05102040816326532,0.95,0.10459183673469385
11246,0.96,0.13010204081632654,1,0.09438775510204081,0.91,0.16071428571428573
11247,1.01,0.07908163265306122,1,0.04846938775510205,1,0.10459183673469388
11248,0.94,0.11224489795918366,1,0.08418367346938775,0.93,0.1377551020408163
11249,0.99,0.07142857142857147,1,0.05102040816326532,0.98,0.09948979591836732
11250,0.93,0.0969387755102041,0.99,0.0688775510204082,0.89,0.11224489795918369
11251,0.99,0.17346938775510207,1,0.10204081632653059,0.99,0.18112244897959184
11252,0.97,0.06377551020408166,1,0.04591836734693879,0.95,0.07653061224489797
11253,0.97,0.10714285714285712,1,0.06632653061224493,0.96,0.12755102040816327
11254,0.93,0.08928571428571432,0.99,0.07142857142857147,0.87,0.09438775510204085
11255,0.9,0.09183673469387758,0.99,0.07908163265306124,0.84,0.10204081632653061
11256,1.01,0.17091836734693877,0.99,0.10714285714285712,0.99,0.16836734693877556
11257,1.02,0.07397959183673468,1,0.043367346938775524,1.03,0.08928571428571429
11258,1.02,0.12244897959183673,1.01,0.07653061224489795,1.05,0.1607142857142857
11259,1.05,0.08673469387755102,1.01,0.04846938775510205,1.06,0.10714285714285715
11260,1.04,0.09438775510204081,1,0.05357142857142859,1.03,0.09948979591836735
11261,1.07,0.23724489795918366,1,0.10459183673469388,1.07,0.2270408163265306
11262,1.04,0.09693877551020408,1,0.05102040816326532,1.03,0.09693877551020408
11263,1.05,0.10714285714285715,1,0.06122448979591834,1.06,0.11224489795918369
11264,1.05,0.11224489795918369,1.01,0.06122448979591834,1.1,0.11989795918367349
11265,1.06,0.13265306122448978,1.01,0.06122448979591834,1.09,0.13010204081632656
11266,1.05,0.10204081632653061,1,0.05102040816326532,1.07,0.10969387755102042
11267,1.08,0.1377551020408163,1.01,0.07908163265306122,1.13,0.14795918367346939
11268,1.07,0.15051020408163265,1,0.07908163265306122,1.08,0.1530612244897959
11269,1.07,0.1377551020408163,1,0.07653061224489795,1.08,0.14795918367346939
11270,1.07,0.11989795918367349,1,0.07397959183673468,1.07,0.15561224489795916
11271,1.06,0.08928571428571429,1,0.043367346938775524,1.08,0.08673469387755102
11272,1.02,0.08673469387755102,1,0.05612244897959186,1.01,0.10459183673469388
11273,1.01,0.11479591836734693,0.99,0.07653061224489795,1,0.1403061224489796
11274,1.03,0.10969387755102042,1,0.07142857142857141,1,0.13775510204081634
11275,1.02,0.08418367346938775,1,0.05357142857142859,1,0.09948979591836735
11276,1.01,0.11224489795918369,1,0.07397959183673468,1.01,0.13520408163265307
11277,1.02,0.10714285714285715,0.99,0.07142857142857147,0.99,0.12244897959183673
11278,1.03,0.10459183673469388,0.99,0.07397959183673473,0.98,0.13520408163265307
11279,0.99,0.10714285714285712,1,0.07653061224489795,1.01,0.1173469387755102
11280,1,0.10714285714285712,1,0.07397959183673468,0.99,0.1173469387755102
11281,1.02,0.08418367346938775,1,0.05612244897959186,1,0.10204081632653059
11282,0.98,0.1479591836734694,0.98,0.11224489795918366,0.9,0.163265306122449
11283,1,0.09438775510204081,1,0.0688775510204082,0.98,0.11989795918367346
11284,1.02,0.10969387755102042,1,0.06632653061224487,1.01,0.11989795918367346
11285,1.03,0.10714285714285715,1,0.05612244897959186,1.01,0.10969387755102042
11286,1.03,0.10714285714285715,1,0.05612244897959186,1.04,0.11479591836734696
11287,1.02,0.13265306122448983,1,0.07142857142857141,1.05,0.15051020408163265
11288,1.02,0.07142857142857141,1,0.043367346938775524,1.01,0.09183673469387756
11289,1.02,0.08928571428571429,1,0.05102040816326532,1.02,0.09183673469387756
11290,0.96,0.07908163265306124,1,0.058673469387755126,0.97,0.10459183673469385
11291,0.98,0.09183673469387756,1,0.058673469387755126,1,0.10969387755102039
11292,0.97,0.08418367346938775,1,0.058673469387755126,1.01,0.09948979591836735
11293,0.97,0.08418367346938775,1.01,0.0561224489795918,1,0.09438775510204081
11294,0.98,0.09438775510204078,1,0.05867346938775507,1.02,0.125
11295,0.98,0.08418367346938775,1,0.05612244897959186,1.01,0.10204081632653059
11296,0.95,0.08418367346938778,1,0.05612244897959186,0.97,0.10204081632653059
11297,0.99,0.07142857142857141,1.01,0.04591836734693879,1.02,0.08163265306122448
11298,1,0.10459183673469388,1.01,0.0637755102040816,1.06,0.11224489795918369
11299,1.03,0.08673469387755102,1.01,0.05357142857142859,1.05,0.10459183673469388
11300,1.01,0.09183673469387756,1.01,0.053571428571428534,1.05,0.10204081632653061
11301,1,0.09948979591836735,1.01,0.0561224489795918,1.02,0.10204081632653061
11302,0.98,0.08418367346938775,1.01,0.0561224489795918,1.01,0.10204081632653061
11303,0.99,0.08163265306122448,1,0.05612244897959186,1.02,0.10459183673469388
11304,1.03,0.09948979591836735,1,0.05357142857142859,1.04,0.11479591836734696
11305,0.99,0.08163265306122448,1,0.05612244897959186,0.99,0.10204081632653059
11306,0.99,0.09183673469387756,1,0.05867346938775507,0.99,0.09948979591836732
11307,0.99,0.08418367346938775,1,0.05612244897959186,1.02,0.10459183673469388
11308,0.98,0.07653061224489795,1,0.05357142857142859,1.01,0.09438775510204081
11309,0.98,0.08418367346938775,1,0.058673469387755126,1,0.11224489795918366
11310,0.99,0.09183673469387756,1.01,0.05867346938775507,1.03,0.11479591836734696
11311,1,0.09183673469387756,1,0.0561224489795918,1.03,0.10714285714285715
11312,1.02,0.07142857142857141,1.01,0.04846938775510205,1.04,0.08673469387755102
11313,1,0.10714285714285715,1.01,0.06887755102040814,1.03,0.11224489795918369
11314,1.02,0.09438775510204081,1,0.05867346938775507,1.05,0.11989795918367349
11315,1.03,0.10459183673469388,1.01,0.06887755102040814,1.12,0.1301020408163265
11316,1.03,0.09693877551020408,1.01,0.06632653061224487,1.08,0.12499999999999997
11317,1.01,0.09438775510204081,1,0.06887755102040814,1.02,0.10969387755102042
11318,0.99,0.07142857142857141,1,0.04591836734693879,1,0.08673469387755102
11319,1.02,0.08928571428571429,1.01,0.06122448979591834,1.06,0.10714285714285715
11320,0.95,0.12244897959183673,0.97,0.07908163265306124,0.88,0.1377551020408163
11321,0.94,0.11224489795918366,0.97,0.06887755102040817,0.86,0.10969387755102042
11322,0.93,0.07908163265306124,0.98,0.058673469387755126,0.88,0.07908163265306124
11323,0.94,0.09948979591836732,0.97,0.061224489795918394,0.88,0.10459183673469391
11325,0.94,0.09183673469387758,0.97,0.06377551020408166,0.87,0.10204081632653064
11326,0.93,0.07908163265306124,0.97,0.058673469387755126,0.86,0.08418367346938778
11327,0.92,0.09183673469387758,0.97,0.0663265306122449,0.85,0.09948979591836735
11328,0.94,0.08673469387755105,0.97,0.058673469387755126,0.87,0.08418367346938778
11329,0.98,0.10969387755102039,0.97,0.0739795918367347,0.93,0.11989795918367346
11330,0.94,0.08928571428571432,0.98,0.06377551020408166,0.88,0.0969387755102041
11331,0.93,0.09948979591836737,0.97,0.0739795918367347,0.87,0.11479591836734696
11332,0.93,0.0739795918367347,0.97,0.05612244897959186,0.86,0.07908163265306124
11333,0.96,0.09438775510204078,0.97,0.0688775510204082,0.89,0.10969387755102039
11334,0.94,0.09438775510204085,0.97,0.0739795918367347,0.89,0.10459183673469391
11335,0.96,0.07908163265306124,0.97,0.061224489795918394,0.9,0.08673469387755105
11336,0.97,0.10714285714285712,0.98,0.07142857142857147,0.93,0.12755102040816327
11337,0.96,0.09438775510204078,0.97,0.0688775510204082,0.9,0.10459183673469385
11338,0.95,0.08163265306122451,0.98,0.06377551020408166,0.88,0.09438775510204085
11339,0.92,0.10459183673469391,0.97,0.07653061224489797,0.84,0.09693877551020408
11340,0.93,0.11479591836734693,0.97,0.07908163265306124,0.85,0.10714285714285715
