SA2_code,y.prostate.male,sd.prostate.male
11217,1.04,0.17857142857142858
11218,1.04,0.15306122448979595
11219,1.09,0.25
11220,1.11,0.2831632653061224
11221,1.04,0.1836734693877551
11222,1.15,0.18622448979591838
11223,1.06,0.1913265306122449
11224,1.17,0.1862244897959184
11225,1.18,0.1785714285714286
11226,1.04,0.18877551020408162
11227,1.23,0.20918367346938774
11228,1.13,0.1913265306122449
11229,1.11,0.2142857142857143
11230,1.25,0.3188775510204081
11231,1.13,0.1785714285714286
11232,1.21,0.39030612244897966
11233,1.09,0.18112244897959184
11234,1.25,0.22704081632653061
11235,1.22,0.2755102040816327
11236,1.28,0.3112244897959184
11237,1.14,0.19387755102040816
11238,1.16,0.22704081632653061
11239,1.14,0.21428571428571427
11240,1.18,0.2346938775510204
11241,1.1,0.1989795918367347
11242,1.2,0.26785714285714285
11243,1.13,0.18367346938775514
11244,1.29,0.46428571428571425
11245,1.09,0.1556122448979592
11246,1.1,0.2959183673469388
11247,1.15,0.16836734693877553
11248,1.27,0.3163265306122449
11249,1.14,0.15051020408163265
11250,1.02,0.23724489795918366
11251,1.24,0.3698979591836735
11252,1.14,0.15306122448979592
11253,1.06,0.1989795918367347
11254,1.13,0.19387755102040818
11255,0.95,0.17602040816326534
11256,0.86,0.20408163265306123
11257,0.93,0.11224489795918366
11258,0.83,0.21173469387755103
11259,0.93,0.12755102040816327
11260,0.99,0.13520408163265307
11261,0.89,0.30357142857142855
11262,0.95,0.13775510204081634
11263,0.87,0.1224489795918367
11264,0.89,0.14030612244897958
11265,0.89,0.15306122448979592
11266,0.9,0.12499999999999997
11267,0.93,0.16581632653061226
11268,0.88,0.14285714285714285
11269,0.91,0.18367346938775514
11270,0.9,0.14795918367346939
11271,0.9,0.10204081632653064
11272,1.07,0.17346938775510204
11273,1.07,0.2066326530612245
11274,1.07,0.19642857142857142
11275,1.07,0.16581632653061223
11276,1.05,0.21173469387755103
11277,1.11,0.21173469387755103
11278,1.04,0.20153061224489796
11279,1.09,0.2142857142857143
11280,1.1,0.2142857142857143
11281,1.06,0.1530612244897959
11282,1.21,0.32142857142857145
11283,1.13,0.23979591836734693
11284,0.91,0.16836734693877553
11285,0.88,0.1377551020408163
11286,0.92,0.14030612244897958
11287,0.96,0.1862244897959184
11288,0.99,0.13775510204081634
11289,0.89,0.1147959183673469
11290,0.71,0.10714285714285712
11291,0.71,0.11989795918367346
11292,0.71,0.11989795918367346
11293,0.73,0.1173469387755102
11294,0.75,0.12755102040816327
11295,0.72,0.1173469387755102
11296,0.71,0.10969387755102039
11297,0.81,0.10204081632653061
11298,0.84,0.14285714285714285
11299,0.93,0.12755102040816327
11300,0.86,0.13265306122448978
11301,0.81,0.1403061224489796
11302,0.77,0.12755102040816327
11303,0.76,0.125
11304,0.81,0.1352040816326531
11305,0.83,0.12500000000000003
11306,0.8,0.1403061224489796
11307,0.76,0.11479591836734693
11308,0.78,0.11224489795918369
11309,0.73,0.1326530612244898
11310,0.73,0.12244897959183673
11311,0.76,0.12755102040816327
11312,0.8,0.10969387755102042
11313,0.85,0.1709183673469388
11314,0.79,0.1275510204081633
11315,0.82,0.13775510204081637
11316,0.8,0.1352040816326531
11317,0.82,0.14285714285714285
11318,0.8,0.10204081632653061
11319,0.82,0.13265306122448983
11320,0.93,0.21938775510204084
11321,0.85,0.15816326530612243
11322,0.85,0.12500000000000003
11323,0.88,0.1683673469387755
11325,0.81,0.13265306122448983
11326,0.86,0.11734693877551022
11327,0.88,0.14540816326530612
11328,0.83,0.11479591836734696
11329,0.85,0.15306122448979592
11330,0.88,0.1301020408163265
11331,0.88,0.16836734693877553
11332,0.87,0.1301020408163265
11333,0.8,0.15051020408163263
11334,0.88,0.15816326530612246
11335,0.88,0.14030612244897958
11336,0.87,0.15816326530612246
11337,0.84,0.14540816326530612
11338,0.87,0.14540816326530612
11339,0.79,0.15306122448979595
11340,0.81,0.15051020408163263
11341,0.79,0.1479591836734694
11343,0.75,0.1173469387755102
11344,0.88,0.2066326530612245
11345,0.82,0.11734693877551022
11346,0.8,0.14030612244897958
11347,0.75,0.15816326530612249
11348,0.83,0.17346938775510204
11349,0.86,0.14285714285714285
11350,0.94,0.20408163265306123
11351,0.88,0.16581632653061223
11352,0.82,0.14030612244897964
11353,0.83,0.11734693877551022
11354,0.85,0.13010204081632656
11355,0.85,0.1377551020408163
11356,0.79,0.11989795918367349
11357,0.82,0.1377551020408163
11358,0.81,0.13775510204081637
11359,0.72,0.11989795918367346
11360,0.81,0.14285714285714285
11361,0.82,0.12244897959183676
11362,0.81,0.1275510204081633
11363,0.8,0.1479591836734694
11364,0.8,0.10204081632653061
11365,0.84,0.1607142857142857
11366,0.86,0.13010204081632656
11367,0.81,0.12500000000000003
11368,0.72,0.11479591836734693
11369,0.75,0.12755102040816327
11370,0.74,0.11479591836734696
11371,0.7,0.1479591836734694
11372,0.77,0.14540816326530615
11373,0.8,0.12755102040816327
11374,0.68,0.11734693877551022
11375,0.75,0.10459183673469388
11376,0.75,0.10714285714285715
11377,0.71,0.11479591836734693
11378,0.74,0.11989795918367346
11379,0.74,0.11224489795918366
11380,0.77,0.11479591836734696
11381,0.76,0.1326530612244898
11382,0.72,0.1403061224489796
11383,0.92,0.163265306122449
11384,0.89,0.16071428571428573
11385,0.99,0.31887755102040816
11386,0.87,0.1556122448979592
11387,0.67,0.21428571428571427
11388,0.83,0.13265306122448983
11389,0.74,0.1326530612244898
11390,0.87,0.14540816326530612
11391,0.83,0.13775510204081637
11392,0.89,0.15306122448979592
11393,0.85,0.1377551020408163
11394,0.85,0.12244897959183676
11395,0.83,0.13520408163265304
11396,0.86,0.1556122448979592
11397,0.88,0.11989795918367344
11398,0.7,0.1173469387755102
11399,0.75,0.1403061224489796
11400,0.71,0.14540816326530615
11401,0.72,0.1403061224489796
11402,0.72,0.1403061224489796
11403,0.77,0.12244897959183673
11404,0.78,0.17346938775510204
11405,0.76,0.13520408163265307
11406,0.75,0.1173469387755102
11407,0.73,0.11479591836734693
11408,0.72,0.10969387755102039
11409,0.76,0.1326530612244898
11410,0.75,0.11989795918367346
11411,0.73,0.11479591836734693
11412,0.75,0.12244897959183673
11413,0.72,0.1479591836734694
11414,0.7,0.17346938775510204
11415,0.72,0.23724489795918366
11416,0.69,0.1683673469387755
11417,0.73,0.20408163265306123
11418,0.72,0.15051020408163268
11419,0.71,0.1479591836734694
11420,0.51,0.16071428571428573
11421,0.76,0.19387755102040816
11422,0.58,0.19642857142857142
11423,0.69,0.18622448979591838
11424,0.72,0.11224489795918366
11425,0.71,0.12244897959183673
11426,0.69,0.13010204081632654
11427,0.73,0.12755102040816327
11428,0.74,0.11224489795918366
11429,0.73,0.13520408163265307
11430,0.73,0.1173469387755102
11431,0.67,0.163265306122449
11432,0.74,0.13010204081632654
11433,0.75,0.1403061224489796
11434,0.68,0.15051020408163268
11435,0.74,0.125
11436,0.75,0.15816326530612249
11437,0.73,0.125
11438,0.74,0.14285714285714288
11440,0.75,0.13520408163265307
11441,0.77,0.1479591836734694
11442,0.8,0.1530612244897959
11443,0.73,0.15816326530612249
11444,0.79,0.15561224489795922
11445,0.85,0.14285714285714285
11446,0.79,0.12244897959183676
11447,0.81,0.11479591836734696
11448,0.79,0.12244897959183673
11449,0.86,0.1301020408163265
11450,0.76,0.1479591836734694
11451,0.84,0.11479591836734696
11452,0.81,0.14285714285714288
11453,0.85,0.1556122448979592
11454,0.79,0.11989795918367349
11455,0.8,0.14540816326530615
11456,0.82,0.09183673469387756
11457,0.74,0.13520408163265307
11458,0.77,0.10969387755102042
11459,0.76,0.11224489795918369
11460,0.78,0.15051020408163268
11461,0.76,0.12244897959183673
11462,0.77,0.13010204081632654
11463,0.78,0.09948979591836735
11464,0.74,0.12755102040816327
11465,0.81,0.13775510204081637
11466,0.89,0.20663265306122447
11467,0.85,0.14285714285714285
11468,0.82,0.13520408163265307
11469,0.8,0.13775510204081634
11470,0.76,0.15816326530612249
11471,0.79,0.10714285714285715
11472,0.9,0.14795918367346939
11473,0.87,0.15051020408163265
11474,0.86,0.14285714285714285
11475,0.87,0.16836734693877553
11476,0.71,0.09693877551020408
11477,0.8,0.12244897959183676
11478,0.81,0.14795918367346936
11479,0.89,0.13265306122448978
11480,0.88,0.14030612244897958
11481,0.88,0.16071428571428573
11482,0.8,0.10204081632653061
11483,0.9,0.163265306122449
11484,0.87,0.1275510204081633
11485,0.8,0.12244897959183676
11486,0.87,0.16326530612244897
11487,0.9,0.1836734693877551
11488,0.78,0.11224489795918369
11489,0.75,0.11989795918367346
11490,0.71,0.11224489795918366
11491,0.75,0.11224489795918366
11492,0.81,0.1275510204081633
11493,0.77,0.11224489795918366
11494,0.75,0.1326530612244898
11495,0.73,0.11989795918367346
11496,0.72,0.10714285714285712
11497,0.76,0.10459183673469388
11498,0.8,0.1760204081632653
11499,0.79,0.25
11500,0.74,0.10969387755102039
11501,0.76,0.13775510204081634
11502,0.76,0.11479591836734693
11503,0.81,0.1454081632653061
11504,0.79,0.15561224489795922
11505,0.8,0.11989795918367346
11506,0.75,0.12755102040816327
11507,0.81,0.14285714285714288
11508,0.77,0.15051020408163268
11509,0.82,0.1275510204081633
11510,0.83,0.11734693877551022
11511,0.85,0.15306122448979592
11512,0.82,0.1275510204081633
11513,0.86,0.13520408163265304
11514,0.83,0.15306122448979592
11515,0.9,0.18112244897959187
11516,0.86,0.15051020408163265
11517,0.84,0.1352040816326531
11518,0.8,0.1326530612244898
11519,0.87,0.12755102040816324
11520,0.83,0.1454081632653061
11521,0.83,0.1275510204081633
11522,0.8,0.1403061224489796
11523,0.77,0.1326530612244898
11524,0.74,0.11734693877551022
11525,0.78,0.13775510204081637
11526,0.78,0.13265306122448983
11527,0.61,0.14540816326530615
11528,0.6,0.14795918367346939
11529,0.6,0.12755102040816327
11530,0.53,0.1403061224489796
11531,0.58,0.125
11532,0.62,0.13520408163265307
11533,0.67,0.13775510204081634
11534,0.61,0.163265306122449
11535,0.67,0.11224489795918369
11536,0.56,0.13775510204081634
11537,0.65,0.12244897959183675
11538,0.6,0.12244897959183673
21001,1.46,0.21683673469387751
21002,1.53,0.2780612244897959
21003,1.57,0.27295918367346933
21004,1.52,0.2346938775510204
21005,1.49,0.2755102040816326
21006,1.52,0.30357142857142855
21007,1.48,0.25
21008,1.52,0.31887755102040816
21009,1.38,0.21938775510204078
21010,1.37,0.18112244897959184
21011,1.27,0.1989795918367347
21012,1.47,0.2091836734693877
21013,1.3,0.21173469387755103
21014,1.45,0.21683673469387751
21015,1.49,0.23214285714285707
21016,1.07,0.31122448979591844
21017,1.16,0.18367346938775514
21018,0.96,0.16836734693877556
21019,0.98,0.19897959183673466
21020,0.96,0.16326530612244902
21021,0.96,0.16071428571428575
21022,0.93,0.1709183673469388
21023,0.93,0.1709183673469388
21024,0.95,0.17857142857142855
21025,0.99,0.19387755102040816
21026,1.04,0.16326530612244897
21027,1.17,0.3698979591836735
21028,1.15,0.15051020408163265
21029,1.06,0.17346938775510204
21030,1.1,0.17857142857142858
21031,1.21,0.1785714285714286
21032,1,0.13010204081632654
21033,1.07,0.14540816326530612
21034,1.6,0.3214285714285714
21035,1.53,0.2346938775510204
21036,1.56,0.2576530612244897
21037,1.64,0.32397959183673464
21038,1.56,0.34438775510204084
21039,1.58,0.3061224489795919
21040,1.67,0.3112244897959184
21041,1.47,0.25255102040816324
21042,1.51,0.2678571428571428
21043,1.42,0.2806122448979592
21044,1.43,0.3443877551020408
21045,1.49,0.31887755102040816
21046,1.52,0.2806122448979592
21047,1.61,0.34438775510204084
21048,1.31,0.33163265306122447
21049,1.66,0.35459183673469385
21050,1.36,0.2423469387755102
21051,1.18,0.3545918367346939
21052,1.24,0.34693877551020413
21053,1.54,0.2831632653061224
21054,1.15,0.17602040816326534
21055,1.05,0.1352040816326531
21056,1.07,0.18112244897959184
21057,1.07,0.15816326530612246
21058,1.04,0.16581632653061223
21059,1.01,0.25510204081632654
21060,1.05,0.1683673469387755
21061,1.15,0.22704081632653061
21062,1.05,0.15816326530612243
21063,1.13,0.3316326530612246
21064,1.03,0.15816326530612243
21065,1,0.15051020408163268
21066,0.97,0.23214285714285715
21067,1.02,0.12755102040816327
21068,0.98,0.18877551020408162
21069,1.05,0.16326530612244897
21070,0.97,0.13775510204081634
21071,1,0.20153061224489796
21072,1.03,0.1403061224489796
21073,0.94,0.1785714285714286
21074,1,0.15561224489795922
21075,1.01,0.1607142857142857
21076,1.21,0.17857142857142858
21077,1.19,0.13520408163265307
21078,1.24,0.2040816326530612
21079,1.31,0.1989795918367347
21081,1.68,0.40561224489795916
21082,1.27,0.19387755102040816
21084,1.35,0.27551020408163257
21085,1.24,0.21173469387755103
21086,1.49,0.35969387755102045
21087,1.29,0.21683673469387757
21088,0.76,0.2627551020408163
21089,1.27,0.1964285714285714
21090,1.35,0.21683673469387757
21091,1.4,0.4693877551020409
21092,1.27,0.4668367346938776
21093,1.26,0.22448979591836735
21094,1.27,0.19387755102040816
21095,1.28,0.19387755102040816
21096,1.26,0.26275510204081626
21097,1.25,0.22193877551020408
21098,1.26,0.1836734693877551
21099,1.14,0.163265306122449
21100,1.33,0.20918367346938777
21101,1.26,0.17346938775510204
21102,1.26,0.19132653061224486
21103,1.24,0.26275510204081626
21104,1.32,0.25
21105,1.26,0.22704081632653061
21106,1.18,0.17346938775510207
21107,1.19,0.18367346938775508
21108,1.17,0.14540816326530612
21109,1.09,0.18622448979591838
21110,1.15,0.201530612244898
21111,1.13,0.2040816326530612
21112,1.14,0.163265306122449
21113,1.18,0.1964285714285714
21114,1.14,0.2193877551020408
21115,1.18,0.1887755102040816
21116,1.22,0.2602040816326531
21117,1.12,0.17346938775510207
21118,1.08,0.21683673469387751
21119,1.07,0.17346938775510204
21120,1.16,0.211734693877551
21121,1.19,0.22193877551020408
21122,1.08,0.19387755102040816
21123,1.17,0.19132653061224492
21124,1.17,0.18367346938775514
21125,1.04,0.19642857142857142
21126,1.06,0.18112244897959184
21128,1.01,0.17857142857142858
21129,0.96,0.1913265306122449
21130,1.06,0.25255102040816324
21131,1.12,0.19387755102040816
21132,1.04,0.21683673469387754
21133,0.97,0.1479591836734694
21134,0.98,0.1607142857142857
21135,1.01,0.16326530612244897
21136,1.03,0.16326530612244897
21137,1.11,0.1913265306122449
21138,1.01,0.15816326530612243
21139,1.09,0.16581632653061223
21140,1.17,0.1964285714285714
21141,1.12,0.17602040816326534
21142,1.1,0.18367346938775514
21143,1.13,0.163265306122449
21144,1.12,0.16836734693877553
21145,1.11,0.15051020408163265
21146,1.02,0.20918367346938777
21147,1.06,0.1683673469387755
21148,1.11,0.14795918367346939
21149,0.99,0.1479591836734694
21150,1.01,0.14285714285714288
21151,1.06,0.14285714285714288
21152,1.05,0.15051020408163263
21153,1.08,0.14285714285714285
21154,1.1,0.19642857142857142
21155,1.01,0.14285714285714288
21156,1.07,0.15306122448979592
21157,1.09,0.15816326530612246
21158,1.06,0.14795918367346939
21159,1.05,0.15051020408163268
21160,1.07,0.17346938775510204
21161,1.06,0.1454081632653061
21162,1.09,0.16836734693877553
21163,1.08,0.17346938775510204
21164,1.05,0.1403061224489796
21165,1.07,0.14540816326530612
21166,1.1,0.163265306122449
21167,1.02,0.1607142857142857
21168,0.93,0.16581632653061226
21169,0.96,0.1683673469387755
21170,1.02,0.15051020408163263
21171,1.02,0.1683673469387755
21172,1,0.14540816326530615
21173,1.06,0.18622448979591838
21174,1.09,0.17346938775510207
21175,1.03,0.1530612244897959
21176,0.99,0.16326530612244897
21177,1,0.13520408163265307
21178,1.03,0.16326530612244897
21179,1.03,0.18877551020408162
21180,1.07,0.20918367346938777
21181,1.02,0.20153061224489796
21182,1.01,0.1683673469387755
21183,1.01,0.17857142857142858
21184,0.97,0.1658163265306123
21185,0.96,0.14540816326530615
21186,0.98,0.18877551020408162
21187,0.96,0.16581632653061223
21188,1.08,0.16326530612244897
21189,1.01,0.16071428571428575
21190,0.93,0.16581632653061226
21191,1.01,0.14540816326530615
21193,0.92,0.1556122448979592
21194,1.05,0.14795918367346936
21195,1.02,0.14285714285714288
21196,1.07,0.163265306122449
21197,1.05,0.1530612244897959
21198,1.05,0.15561224489795916
21199,1.12,0.14795918367346939
21200,1.11,0.13265306122448978
21201,1.09,0.17091836734693877
21202,1.1,0.17857142857142858
21203,1.05,0.1454081632653061
21204,1.05,0.1760204081632653
21205,1.09,0.1556122448979592
21206,1.13,0.13265306122448978
21207,1.13,0.1556122448979592
21208,1.15,0.1785714285714286
21209,1.06,0.17346938775510204
21210,1.04,0.1989795918367347
21211,1.11,0.18112244897959187
21212,1.08,0.14030612244897958
21213,1.07,0.14540816326530612
21214,1.04,0.1836734693877551
21215,1.04,0.18622448979591838
21216,1.1,0.15816326530612246
21217,1.12,0.1709183673469388
21218,1.13,0.163265306122449
21219,1.13,0.16581632653061226
21220,1.13,0.19897959183673472
21221,1.07,0.16326530612244897
21222,1.15,0.211734693877551
21223,1.12,0.16071428571428573
21224,1.08,0.18112244897959184
21225,1.11,0.1989795918367347
21226,1.13,0.21683673469387751
21228,1.1,0.14030612244897958
21229,1.15,0.1862244897959184
21230,1.1,0.21428571428571425
21231,1.11,0.17602040816326534
21232,1.23,0.18877551020408162
21233,1.23,0.23214285714285715
21234,1.19,0.23214285714285715
21235,1.11,0.16581632653061226
21236,1.18,0.17602040816326534
21237,1.2,0.18112244897959187
21238,1.19,0.16071428571428573
21239,1.08,0.16581632653061223
21240,1.14,0.17346938775510207
21241,1.18,0.17602040816326534
21242,1.26,0.2448979591836735
21243,1.15,0.18112244897959187
21244,1.11,0.17346938775510207
21245,1.14,0.17602040816326534
21246,1.13,0.14795918367346939
21247,1.14,0.21683673469387754
21248,1.14,0.1709183673469388
21249,1.15,0.17602040816326534
21250,1.13,0.18877551020408168
21251,1.12,0.1556122448979592
21252,1.12,0.15306122448979592
21253,1.08,0.17602040816326534
21254,1.02,0.12500000000000003
21255,1.04,0.1530612244897959
21256,1,0.1913265306122449
21257,1.02,0.17857142857142858
21258,1,0.13520408163265307
21259,1.07,0.15561224489795916
21260,1.01,0.1479591836734694
21261,1.07,0.12500000000000003
21262,1.05,0.15306122448979592
21263,1.09,0.16326530612244897
21264,1.1,0.14030612244897958
21265,1.05,0.13520408163265307
21266,1.04,0.12244897959183676
21267,1.11,0.163265306122449
21268,1.02,0.1760204081632653
21269,1.06,0.15051020408163263
21270,1.05,0.17091836734693877
21271,1.07,0.16071428571428573
21272,1.04,0.15816326530612243
21273,1.07,0.14540816326530612
21274,1.07,0.21173469387755103
21275,1.07,0.14540816326530612
21276,1.14,0.1709183673469388
21277,1.1,0.163265306122449
21278,1.12,0.15051020408163265
21279,1.14,0.1709183673469388
21280,1.15,0.16836734693877553
21281,1.11,0.16581632653061226
21282,1.1,0.14285714285714285
21283,1.12,0.17602040816326534
21284,1.05,0.19642857142857142
21285,1.12,0.16836734693877553
21286,1.2,0.16581632653061226
21287,1.08,0.1556122448979592
21288,1.17,0.19387755102040818
21289,1.15,0.14030612244897958
21290,1.1,0.14285714285714285
21291,1.13,0.211734693877551
21292,1.13,0.17602040816326534
21293,1.08,0.20153061224489796
21294,1,0.15561224489795922
21295,1.05,0.17346938775510204
21296,1.06,0.14795918367346936
21297,1.03,0.15051020408163263
21298,1,0.1479591836734694
21299,1.05,0.16071428571428573
21300,0.95,0.1479591836734694
21301,1.01,0.1683673469387755
21302,0.98,0.14285714285714288
21303,0.94,0.13010204081632654
21304,0.94,0.125
21305,0.99,0.15816326530612249
21306,0.95,0.1479591836734694
21307,0.99,0.1683673469387755
21308,0.86,0.13520408163265304
21309,1.02,0.17857142857142858
21310,0.98,0.15816326530612249
21311,0.98,0.09438775510204078
21312,1.02,0.1326530612244898
21313,0.95,0.1403061224489796
21314,0.97,0.11989795918367346
21315,1,0.13775510204081634
21316,1.03,0.16326530612244897
21317,1.01,0.14285714285714288
21318,0.97,0.16071428571428575
21319,1.1,0.16836734693877553
21320,1.1,0.15051020408163265
21321,1.01,0.12755102040816327
21322,1.06,0.1352040816326531
21323,1.17,0.2040816326530612
21324,1.19,0.1964285714285714
21325,1.02,0.11734693877551022
21326,1.09,0.17091836734693877
21327,1.04,0.14540816326530615
21328,1.13,0.16581632653061226
21329,1.12,0.19642857142857142
21330,1.13,0.15306122448979592
21331,1.06,0.16326530612244897
21332,1.09,0.14795918367346939
21333,1.08,0.15051020408163263
21334,1.03,0.1913265306122449
21335,1.08,0.17857142857142858
21336,1.16,0.20153061224489793
21337,1.13,0.16071428571428573
21338,1.19,0.19897959183673466
21339,1.06,0.17857142857142858
21340,1.12,0.14285714285714285
21341,1.09,0.21173469387755103
21342,1.04,0.20408163265306123
21343,1.16,0.22193877551020408
21344,1.2,0.2908163265306122
21345,1.04,0.2678571428571428
21346,1.09,0.2602040816326531
21347,1.21,0.20663265306122447
21348,1.2,0.17857142857142855
21349,1.18,0.1887755102040816
21350,1.27,0.2831632653061224
