SA2_code,y.brain.male,sd.brain.male,y.brain.female,sd.brain.female,y.brain.persons,sd.brain.persons
11044,1.03,0.2040816326530612,1.03,0.19642857142857142,1.15,0.22193877551020405
11045,0.92,0.15051020408163265,0.89,0.09948979591836737,0.9,0.15051020408163265
11046,0.81,0.16581632653061226,0.89,0.1556122448979592,0.8,0.1479591836734694
11047,1.01,0.16326530612244897,0.96,0.1326530612244898,1.04,0.17091836734693877
11048,0.88,0.1785714285714286,0.92,0.13520408163265304,0.91,0.1556122448979592
11049,0.97,0.16581632653061226,0.92,0.10714285714285712,0.92,0.13520408163265307
11050,1.09,0.1989795918367347,0.82,0.11224489795918369,0.91,0.163265306122449
11051,1,0.17346938775510204,0.95,0.1326530612244898,0.98,0.21938775510204084
11052,1.09,0.2831632653061224,0.85,0.1785714285714286,1.06,0.31887755102040816
11053,1,0.2908163265306123,1.09,0.28316326530612246,1.26,0.298469387755102
11054,0.9,0.2346938775510204,0.99,0.20663265306122447,1.02,0.2193877551020408
11055,0.96,0.16581632653061226,0.93,0.14540816326530612,0.92,0.15816326530612246
11056,0.94,0.19132653061224486,0.92,0.14285714285714285,0.95,0.19132653061224486
11057,0.94,0.18112244897959187,0.9,0.13265306122448978,0.86,0.15816326530612246
11058,0.94,0.19387755102040813,1.04,0.2142857142857143,1,0.2066326530612245
11059,1.08,0.3086734693877551,0.95,0.2040816326530612,0.96,0.22959183673469385
11060,1.05,0.15051020408163263,0.97,0.10204081632653059,0.97,0.13010204081632654
11061,1.03,0.1836734693877551,0.95,0.12755102040816327,0.95,0.15306122448979592
11062,1,0.15051020408163268,1.06,0.11479591836734696,1.08,0.15561224489795916
11063,1.09,0.26275510204081637,1.12,0.23214285714285712,1.14,0.33418367346938777
11064,1.03,0.15816326530612243,1.02,0.11479591836734696,1.04,0.1607142857142857
11065,0.92,0.14030612244897958,1.06,0.11989795918367349,0.96,0.1403061224489796
11066,0.99,0.19897959183673466,1.03,0.1530612244897959,0.97,0.22193877551020408
11067,0.99,0.26275510204081626,1.09,0.18622448979591838,1.03,0.2142857142857143
11068,1,0.18112244897959184,1.06,0.13520408163265304,1.04,0.20408163265306123
11069,1,0.16326530612244902,1.03,0.11989795918367349,1.01,0.1658163265306123
11070,0.96,0.22959183673469388,0.94,0.22959183673469385,0.9,0.21683673469387751
11071,0.91,0.1377551020408163,0.92,0.12244897959183673,0.8,0.13010204081632656
11072,1.11,0.26275510204081626,1.03,0.2755102040816327,1.08,0.3954081632653061
11073,1,0.17857142857142858,1,0.14285714285714288,1.03,0.1836734693877551
11074,1.03,0.1913265306122449,1.04,0.10969387755102042,1.06,0.1683673469387755
11076,1.07,0.2346938775510204,1.04,0.17091836734693877,1.07,0.2142857142857143
11077,1.2,0.2959183673469388,1.09,0.1913265306122449,1.24,0.25000000000000006
11078,1.13,0.28571428571428575,1.15,0.22193877551020405,1.2,0.23469387755102042
11079,1.07,0.1607142857142857,1.04,0.10459183673469388,1.02,0.15051020408163268
11080,1.01,0.2525510204081633,1.05,0.21938775510204084,1.06,0.22704081632653061
11081,1.05,0.15816326530612243,1.05,0.11989795918367349,1.08,0.14540816326530612
11082,1.16,0.21938775510204078,1.05,0.18622448979591838,1.21,0.2448979591836735
11083,1.06,0.18112244897959184,1.08,0.15306122448979592,1.09,0.1836734693877551
11084,0.89,0.1862244897959184,1.06,0.20408163265306123,0.9,0.17602040816326534
11085,0.98,0.19897959183673466,1.12,0.21173469387755103,1.09,0.23214285714285718
11086,1.01,0.15561224489795922,1.08,0.15816326530612246,1.03,0.14540816326530615
11087,0.96,0.16071428571428575,1.07,0.15306122448979592,1,0.17857142857142855
11088,0.94,0.19387755102040813,1.05,0.1913265306122449,0.88,0.18112244897959187
11089,0.99,0.18877551020408162,1.12,0.19132653061224492,1.08,0.20408163265306123
11090,1.08,0.2423469387755102,1.11,0.20153061224489796,1.11,0.25510204081632654
11091,1.02,0.20153061224489793,1.06,0.18112244897959184,1,0.23469387755102042
11092,1.05,0.16071428571428573,1.04,0.13265306122448983,1.05,0.1760204081632653
11093,1.03,0.18877551020408162,1.03,0.1403061224489796,1.06,0.17857142857142858
11094,1.03,0.18112244897959184,1.07,0.14285714285714285,1.08,0.1760204081632653
11095,1.04,0.18112244897959184,1.07,0.1352040816326531,1.07,0.1913265306122449
11096,1.06,0.20153061224489796,1.05,0.13265306122448983,1.07,0.20153061224489796
11097,1.31,0.298469387755102,0.93,0.23214285714285712,1.26,0.2653061224489796
11098,1.06,0.14795918367346936,1.01,0.11479591836734693,1.02,0.15561224489795916
11099,1.04,0.1479591836734694,1.04,0.11224489795918369,1.06,0.15561224489795916
11100,0.92,0.18367346938775514,1.06,0.20408163265306123,1.01,0.2066326530612245
11101,0.85,0.16326530612244897,1.03,0.20153061224489796,0.89,0.1556122448979592
11102,0.97,0.2372448979591837,1.04,0.23724489795918371,1.06,0.22704081632653064
11103,1.01,0.15816326530612249,1.05,0.12500000000000003,1.04,0.14795918367346936
11104,0.99,0.19897959183673466,1.08,0.15816326530612243,1.04,0.1989795918367347
11105,1.01,0.19387755102040816,1.06,0.1377551020408163,1.09,0.1607142857142857
11106,1.1,0.24744897959183673,1.07,0.1836734693877551,1.07,0.2219387755102041
11107,0.98,0.17091836734693883,0.96,0.13010204081632654,1,0.1887755102040816
11108,1.05,0.20918367346938777,0.98,0.16071428571428575,1.01,0.17091836734693877
11109,0.97,0.10969387755102039,0.95,0.08673469387755099,0.96,0.12244897959183673
11110,0.98,0.15051020408163268,0.97,0.11479591836734693,0.98,0.14285714285714288
11111,0.92,0.14540816326530612,0.91,0.12244897959183673,0.83,0.1275510204081633
11112,0.94,0.22704081632653061,0.94,0.19132653061224486,1,0.18877551020408162
11113,0.98,0.14285714285714288,0.98,0.11479591836734693,1.01,0.14285714285714288
11114,0.97,0.1734693877551021,0.96,0.12755102040816327,0.99,0.20918367346938777
11115,0.95,0.15816326530612249,0.95,0.1173469387755102,0.92,0.15306122448979592
11116,1,0.18112244897959184,0.95,0.1403061224489796,0.98,0.1836734693877551
11117,1.02,0.17346938775510204,0.97,0.12244897959183673,1.02,0.1530612244897959
11118,0.96,0.1887755102040816,0.94,0.13520408163265307,0.92,0.17346938775510207
11119,0.97,0.2372448979591837,0.8,0.1403061224489796,0.92,0.1862244897959184
11120,1.03,0.22959183673469388,0.86,0.15816326530612246,0.99,0.20663265306122447
11121,0.92,0.23469387755102042,0.75,0.1479591836734694,0.75,0.11989795918367346
11122,0.94,0.1862244897959184,0.94,0.1403061224489796,0.9,0.15306122448979592
11123,0.98,0.16326530612244902,0.95,0.13520408163265307,0.96,0.16836734693877556
11124,1.04,0.20153061224489796,0.95,0.19897959183673466,0.97,0.2372448979591837
11125,1.03,0.13520408163265307,0.91,0.1173469387755102,1.01,0.1683673469387755
11126,1.03,0.30102040816326536,0.97,0.1887755102040816,1.16,0.29336734693877553
11127,0.93,0.1785714285714286,0.99,0.1479591836734694,1,0.21173469387755103
11128,0.76,0.2219387755102041,0.87,0.19387755102040818,0.76,0.18112244897959184
11129,0.99,0.12244897959183673,1,0.09438775510204081,1.02,0.12755102040816327
11130,1.04,0.16581632653061223,0.86,0.1301020408163265,0.93,0.13520408163265307
11131,1.04,0.1607142857142857,0.86,0.11224489795918369,0.93,0.13775510204081634
11132,1.03,0.18622448979591832,0.85,0.11734693877551022,0.89,0.16836734693877553
11133,0.96,0.19387755102040813,0.85,0.13520408163265304,0.89,0.18367346938775514
11134,0.95,0.16071428571428575,0.84,0.10714285714285715,0.87,0.13520408163265304
11135,0.99,0.12244897959183673,0.91,0.08163265306122451,0.94,0.11224489795918366
11136,0.92,0.1301020408163265,0.89,0.10969387755102039,0.86,0.14540816326530612
11137,0.99,0.21428571428571427,0.88,0.14540816326530612,0.9,0.16071428571428573
11138,0.92,0.2193877551020408,0.92,0.20153061224489793,0.91,0.21938775510204078
11139,0.91,0.18112244897959187,0.92,0.17602040816326534,1,0.20153061224489793
11140,0.93,0.14285714285714285,0.91,0.11224489795918366,0.93,0.1556122448979592
11141,0.96,0.16836734693877553,0.88,0.14030612244897958,0.9,0.13520408163265304
11142,1.02,0.2372448979591837,0.93,0.19387755102040813,1,0.23979591836734696
11143,1.01,0.26275510204081626,0.94,0.22448979591836735,1.02,0.21428571428571427
11144,0.99,0.18622448979591832,0.89,0.14285714285714285,0.92,0.16071428571428573
11145,1.1,0.26785714285714285,1.01,0.1658163265306123,1.21,0.23469387755102042
11146,0.91,0.16071428571428573,0.86,0.12755102040816324,0.86,0.13520408163265304
11147,0.96,0.15816326530612249,0.91,0.11989795918367344,0.87,0.15051020408163265
11148,0.9,0.16836734693877553,0.94,0.15051020408163265,0.9,0.20663265306122447
11149,0.92,0.15306122448979592,0.81,0.11989795918367349,0.79,0.1479591836734694
11150,1.01,0.23469387755102042,0.95,0.16071428571428573,1.05,0.18112244897959184
11151,1.02,0.17091836734693877,0.98,0.13010204081632654,1,0.1683673469387755
11152,1.14,0.25255102040816324,1.14,0.23724489795918366,1.33,0.25000000000000006
11153,1.02,0.1760204081632653,1.01,0.13775510204081634,1.06,0.20918367346938777
11154,1.09,0.3086734693877551,1.07,0.18112244897959184,1.1,0.25255102040816324
11155,0.96,0.21428571428571427,1.08,0.2653061224489796,0.93,0.21938775510204078
11156,1.02,0.15306122448979595,1.07,0.13775510204081637,1.05,0.1607142857142857
11157,1.22,0.2576530612244898,1.09,0.21683673469387757,1.11,0.30612244897959184
11158,1.22,0.34183673469387754,1.15,0.2602040816326531,1.28,0.30357142857142855
11159,1.15,0.2193877551020408,1.07,0.1760204081632653,1.11,0.1913265306122449
11160,1,0.25510204081632654,1.04,0.2908163265306123,0.97,0.2627551020408163
11162,1.19,0.23724489795918366,0.9,0.1377551020408163,0.93,0.15816326530612246
11163,1.12,0.20918367346938777,0.92,0.16836734693877553,0.99,0.16071428571428575
11164,1.06,0.20408163265306123,0.96,0.19387755102040813,1.02,0.17091836734693877
11165,1.05,0.1836734693877551,0.97,0.1479591836734694,1,0.17857142857142858
11166,1.13,0.2423469387755102,0.94,0.16836734693877553,0.99,0.17091836734693877
11167,1.06,0.19642857142857142,0.98,0.125,1.03,0.1989795918367347
11168,1.06,0.20408163265306123,1.01,0.19387755102040816,1.13,0.2066326530612245
11169,0.89,0.1556122448979592,0.96,0.17346938775510207,0.91,0.16071428571428573
11170,1.04,0.15306122448979595,0.97,0.1173469387755102,1,0.13775510204081634
11171,0.96,0.22193877551020408,0.96,0.211734693877551,1.04,0.2729591836734694
11172,1.03,0.17091836734693877,0.95,0.13010204081632654,1,0.1760204081632653
11173,1.07,0.23214285714285712,0.94,0.15306122448979595,0.95,0.17346938775510207
11174,1.12,0.23214285714285712,0.98,0.13775510204081634,1.09,0.1989795918367347
11175,1.02,0.1479591836734694,0.96,0.10714285714285712,1,0.13520408163265307
11176,1.07,0.2219387755102041,0.88,0.13520408163265304,0.85,0.16071428571428573
11177,1.02,0.1989795918367347,1,0.1326530612244898,1.01,0.1760204081632653
11178,0.93,0.1836734693877551,0.95,0.125,0.95,0.1479591836734694
11179,1.03,0.1454081632653061,0.98,0.10204081632653059,1,0.1326530612244898
11180,0.81,0.19387755102040816,0.83,0.15816326530612243,0.74,0.15306122448979595
11181,0.99,0.1479591836734694,0.94,0.11224489795918366,0.93,0.13775510204081634
11182,1.02,0.3112244897959184,1.04,0.24999999999999997,1.12,0.3826530612244898
11183,1.03,0.1326530612244898,0.98,0.10204081632653059,0.99,0.13775510204081634
11184,1.01,0.21683673469387754,0.95,0.13520408163265307,0.82,0.16581632653061223
11185,0.9,0.14795918367346939,0.94,0.12244897959183673,0.85,0.11224489795918369
11186,1.01,0.20153061224489793,0.96,0.1556122448979592,0.98,0.1964285714285714
11187,1.01,0.14285714285714288,1.04,0.11734693877551022,1.02,0.1326530612244898
11188,1,0.18877551020408162,1.02,0.13520408163265307,1.04,0.21938775510204084
11189,1.02,0.13520408163265307,1,0.10969387755102042,1.03,0.1683673469387755
11190,1.05,0.18877551020408162,1.05,0.1530612244897959,1.12,0.1913265306122449
11191,0.96,0.19642857142857145,1.07,0.1913265306122449,0.99,0.19387755102040813
11192,1.04,0.14285714285714288,1.06,0.11479591836734696,1.09,0.15051020408163265
11193,1.08,0.17857142857142858,1.07,0.1530612244897959,1.2,0.2270408163265306
11194,1,0.125,1.05,0.10204081632653061,1.02,0.14540816326530615
11195,0.97,0.34438775510204084,1.13,0.27806122448979587,1.08,0.3469387755102041
11196,1.07,0.15816326530612246,1.07,0.13520408163265304,1.14,0.19897959183673472
11197,1.16,0.326530612244898,1.05,0.2908163265306123,1.02,0.2933673469387755
11198,1.06,0.15816326530612243,1.05,0.11989795918367349,1.07,0.17346938775510204
11199,1.19,0.32908163265306123,0.93,0.22704081632653061,0.99,0.22448979591836735
11200,1.08,0.16326530612244897,1.03,0.13775510204081634,1.07,0.18877551020408162
11201,1.01,0.1836734693877551,1.01,0.12755102040816327,1.02,0.1836734693877551
11202,0.81,0.1683673469387755,1,0.17346938775510204,0.83,0.14795918367346939
11203,0.9,0.163265306122449,1.01,0.18112244897959184,0.95,0.19132653061224486
11204,0.92,0.21683673469387754,0.97,0.16836734693877556,0.91,0.18877551020408168
11205,1,0.12244897959183673,1.04,0.10204081632653061,1.07,0.14030612244897958
11206,1.1,0.19387755102040816,0.99,0.15816326530612249,1.06,0.17857142857142858
11207,0.98,0.2627551020408163,1.02,0.2678571428571428,0.92,0.2780612244897959
11208,0.93,0.13775510204081634,1.05,0.1352040816326531,1.01,0.15051020408163268
11209,0.98,0.14285714285714288,1.03,0.12500000000000003,1.04,0.14540816326530615
11210,1.08,0.20408163265306123,1.02,0.15051020408163263,1.08,0.17857142857142858
11211,1.06,0.2551020408163265,1.03,0.19642857142857142,1.11,0.2653061224489796
11212,1.18,0.3673469387755102,0.82,0.21428571428571425,0.98,0.22193877551020405
11213,1.11,0.25510204081632654,1.05,0.1913265306122449,1.13,0.21938775510204078
11214,1.04,0.1836734693877551,1.06,0.17346938775510204,1.11,0.20408163265306123
11215,0.92,0.15306122448979592,0.99,0.125,0.94,0.13775510204081634
11216,0.83,0.18112244897959184,0.85,0.18622448979591838,0.68,0.18367346938775514
11217,0.99,0.18367346938775508,0.97,0.125,0.96,0.15051020408163268
11218,0.96,0.14285714285714288,0.9,0.10459183673469385,0.94,0.14285714285714288
11219,0.88,0.1709183673469388,0.91,0.12244897959183673,0.84,0.1352040816326531
11220,1.05,0.2908163265306123,0.91,0.1862244897959184,1.05,0.22704081632653061
11221,0.96,0.17857142857142858,0.93,0.10969387755102039,0.97,0.16071428571428575
11222,0.88,0.14540816326530612,1.02,0.12755102040816327,0.89,0.15306122448979592
11223,0.91,0.15051020408163265,0.97,0.1403061224489796,0.88,0.15816326530612246
11224,0.93,0.15051020408163265,1.01,0.13520408163265307,0.93,0.1377551020408163
11225,1.06,0.17346938775510204,1.01,0.125,1.08,0.17346938775510204
11226,1.01,0.17857142857142858,0.96,0.125,0.98,0.15051020408163268
11227,1.01,0.18622448979591838,0.99,0.15306122448979595,1.01,0.1913265306122449
11228,0.91,0.15051020408163265,1.06,0.17091836734693877,1,0.1683673469387755
11229,0.85,0.1913265306122449,1.02,0.1836734693877551,0.9,0.20918367346938777
11230,0.98,0.22704081632653061,0.96,0.18112244897959187,0.95,0.22704081632653061
11231,1.04,0.20153061224489796,0.99,0.12755102040816327,1.05,0.15816326530612243
11232,0.99,0.20918367346938774,0.93,0.1964285714285714,0.98,0.23214285714285715
11233,0.95,0.17346938775510207,0.98,0.1326530612244898,0.91,0.14030612244897958
11234,1.08,0.2066326530612245,1.02,0.1479591836734694,1.08,0.18877551020408162
11235,0.92,0.20153061224489793,0.94,0.15306122448979592,0.85,0.14795918367346939
11236,1.1,0.24489795918367346,0.97,0.17602040816326534,1.07,0.2066326530612245
11237,0.99,0.15306122448979595,0.92,0.14285714285714288,0.91,0.15306122448979592
11238,0.98,0.16836734693877556,0.93,0.14285714285714288,0.93,0.17602040816326534
11239,0.94,0.18877551020408168,0.9,0.1377551020408163,0.86,0.16581632653061226
11240,0.94,0.19387755102040813,0.95,0.1785714285714286,0.89,0.19642857142857145
11241,1.01,0.1836734693877551,0.95,0.14285714285714288,0.99,0.18112244897959187
11242,0.92,0.2040816326530612,0.95,0.1887755102040816,0.89,0.19897959183673466
11243,1.04,0.18877551020408162,0.91,0.125,1.01,0.17346938775510204
11244,0.81,0.2066326530612245,0.99,0.24234693877551022,0.85,0.24489795918367346
11245,0.92,0.1326530612244898,1.02,0.1275510204081633,0.97,0.15306122448979595
11246,0.96,0.25510204081632654,0.98,0.2193877551020408,0.94,0.23214285714285715
11247,1.01,0.15051020408163268,1.01,0.11479591836734693,0.97,0.15306122448979595
11248,1.01,0.28571428571428575,0.98,0.21683673469387754,0.98,0.2040816326530612
11249,0.93,0.12755102040816327,0.97,0.1173469387755102,0.94,0.1173469387755102
11250,0.93,0.17602040816326534,0.87,0.13265306122448978,0.91,0.18367346938775514
11251,0.92,0.2372448979591837,0.99,0.26275510204081626,1.05,0.2653061224489796
11252,1.02,0.11479591836734693,0.93,0.08928571428571432,1.02,0.13775510204081634
11253,0.99,0.18112244897959184,0.8,0.10969387755102042,0.75,0.11989795918367346
11254,0.93,0.12244897959183673,0.84,0.10204081632653061,0.74,0.10459183673469385
11255,1.11,0.20153061224489796,0.88,0.1377551020408163,1.06,0.1836734693877551
11256,0.77,0.20408163265306123,1.07,0.28826530612244894,0.88,0.211734693877551
11257,0.99,0.13775510204081634,1.02,0.11734693877551022,1.02,0.13010204081632654
11258,1.08,0.23724489795918366,0.97,0.20153061224489793,1.02,0.23214285714285715
11259,0.97,0.15561224489795922,0.98,0.13010204081632654,0.94,0.14540816326530615
11260,0.96,0.15561224489795922,0.95,0.10969387755102039,0.93,0.15051020408163265
11261,1.14,0.3954081632653061,1,0.25510204081632654,1.18,0.49489795918367346
11262,0.99,0.15816326530612249,0.97,0.12244897959183673,0.96,0.1403061224489796
11263,0.93,0.2193877551020408,0.99,0.14285714285714288,0.95,0.16581632653061226
11264,0.95,0.1785714285714286,0.97,0.13010204081632654,0.94,0.1887755102040816
11265,0.8,0.1377551020408163,0.97,0.15561224489795922,0.77,0.17346938775510204
11266,0.98,0.16581632653061223,0.99,0.12244897959183673,1,0.15306122448979595
11267,0.95,0.1709183673469388,0.88,0.14795918367346939,0.82,0.14285714285714285
11268,1.09,0.25,0.92,0.17346938775510207,0.98,0.2066326530612245
11269,0.99,0.20153061224489793,0.9,0.1556122448979592,0.93,0.19642857142857145
11270,1.1,0.22193877551020405,0.9,0.14795918367346939,0.98,0.1760204081632653
11271,1.04,0.12755102040816327,0.95,0.10204081632653059,0.96,0.13520408163265307
11272,0.97,0.17091836734693877,0.95,0.11224489795918366,0.99,0.14285714285714288
11273,1.06,0.23214285714285712,0.99,0.16326530612244902,1.05,0.20153061224489796
11274,0.99,0.22704081632653061,0.97,0.1479591836734694,0.95,0.17091836734693883
11275,0.99,0.15561224489795922,0.96,0.10969387755102039,0.97,0.15816326530612249
11276,1.03,0.21938775510204084,1.01,0.16071428571428575,0.97,0.19387755102040813
11277,0.96,0.16071428571428575,0.93,0.15051020408163268,0.91,0.13520408163265304
11278,0.97,0.18112244897959184,1,0.15816326530612243,1.01,0.18877551020408162
11279,1.04,0.24234693877551017,0.95,0.1479591836734694,0.95,0.1709183673469388
11280,1.06,0.23469387755102042,1.02,0.16326530612244897,1.12,0.20918367346938777
11281,0.98,0.13775510204081634,0.98,0.1173469387755102,0.97,0.13520408163265307
11282,0.99,0.24489795918367344,0.96,0.25000000000000006,1.04,0.21938775510204084
11283,1,0.17091836734693883,0.97,0.14285714285714288,1.02,0.17346938775510204
11284,0.92,0.14030612244897958,0.97,0.12755102040816327,0.92,0.15306122448979595
11285,1.04,0.18622448979591838,0.95,0.1173469387755102,1,0.18877551020408162
11286,1.08,0.20408163265306123,0.95,0.125,1.01,0.19642857142857142
11287,1.05,0.21683673469387754,0.96,0.15306122448979595,1,0.18112244897959184
11288,0.99,0.125,0.93,0.09183673469387751,0.94,0.13010204081632654
11289,1.02,0.13520408163265307,0.96,0.10714285714285712,0.97,0.14285714285714288
11290,0.9,0.16581632653061226,0.84,0.10714285714285715,0.88,0.14540816326530612
11291,0.9,0.14030612244897958,0.84,0.11479591836734696,0.84,0.15306122448979592
11292,0.93,0.14285714285714288,0.8,0.09948979591836735,0.79,0.11989795918367349
11293,1,0.16836734693877556,0.81,0.09438775510204081,0.83,0.11989795918367349
11294,0.97,0.16326530612244902,0.82,0.10969387755102042,0.86,0.16581632653061226
11295,0.93,0.15306122448979592,0.8,0.09948979591836735,0.82,0.13010204081632656
11296,0.89,0.14540816326530612,0.85,0.10714285714285715,0.85,0.1275510204081633
11297,0.92,0.10969387755102039,0.89,0.08418367346938778,0.85,0.10459183673469388
11298,0.94,0.1658163265306123,0.94,0.14285714285714288,1.01,0.20153061224489796
11299,0.96,0.14285714285714288,0.93,0.10969387755102039,0.92,0.1556122448979592
11300,0.99,0.13520408163265307,0.91,0.10459183673469385,0.91,0.1377551020408163
11301,0.96,0.163265306122449,0.91,0.10459183673469385,0.94,0.15051020408163265
11302,0.95,0.16836734693877553,0.86,0.10459183673469388,0.86,0.13265306122448978
11303,0.99,0.15306122448979595,0.86,0.11224489795918369,0.88,0.14285714285714285
11304,1.14,0.19387755102040818,0.88,0.11989795918367344,1.02,0.16581632653061223
11305,1.05,0.16326530612244897,0.9,0.1173469387755102,1.03,0.15306122448979595
11306,1.1,0.1913265306122449,0.91,0.12755102040816327,1.04,0.21428571428571427
11307,0.89,0.15816326530612246,0.81,0.09693877551020408,0.84,0.1301020408163265
11308,0.9,0.12499999999999997,0.87,0.0969387755102041,0.85,0.11989795918367349
11309,0.87,0.15306122448979592,0.83,0.10714285714285715,0.82,0.12500000000000003
11310,0.96,0.16836734693877556,0.85,0.11989795918367349,0.89,0.14795918367346939
11311,0.96,0.15816326530612249,0.86,0.10969387755102042,0.87,0.14540816326530612
11312,1.02,0.13010204081632654,0.91,0.08673469387755105,1,0.15306122448979595
11313,0.95,0.1479591836734694,0.9,0.1301020408163265,0.95,0.17602040816326534
11314,1.02,0.17346938775510204,0.89,0.1173469387755102,0.95,0.16071428571428575
11315,0.96,0.16071428571428575,0.91,0.13010204081632654,0.95,0.19897959183673466
11316,1.08,0.17346938775510204,0.88,0.11989795918367346,0.97,0.16071428571428575
11317,0.96,0.16581632653061226,0.91,0.11989795918367346,0.96,0.17346938775510207
11318,1.01,0.14285714285714288,0.92,0.09438775510204085,0.97,0.14285714285714288
11319,1.01,0.1479591836734694,0.92,0.10969387755102039,1.02,0.1658163265306123
11320,0.98,0.23214285714285715,0.93,0.1862244897959184,0.96,0.23469387755102042
11321,0.91,0.1862244897959184,0.93,0.14540816326530612,0.9,0.16836734693877553
11322,0.93,0.1479591836734694,0.92,0.11224489795918366,1.01,0.15816326530612243
11323,0.99,0.15816326530612249,0.92,0.14540816326530612,1.02,0.19642857142857142
11325,0.95,0.1785714285714286,0.9,0.12755102040816324,0.93,0.1785714285714286
11326,0.91,0.14795918367346939,0.92,0.12755102040816327,0.93,0.14540816326530612
11327,0.98,0.1785714285714286,0.95,0.16326530612244902,1.02,0.20153061224489793
11328,0.9,0.16071428571428573,0.86,0.11224489795918369,0.83,0.1275510204081633
11329,0.82,0.14795918367346939,0.91,0.16581632653061226,0.84,0.17346938775510204
11330,0.93,0.1556122448979592,0.89,0.13520408163265304,0.94,0.20153061224489793
11331,0.91,0.1709183673469388,0.87,0.13520408163265304,0.86,0.16071428571428573
11332,0.93,0.13010204081632654,0.9,0.11479591836734693,0.96,0.14285714285714288
11333,0.85,0.15816326530612246,0.88,0.15816326530612246,0.85,0.14540816326530612
11334,0.82,0.15306122448979592,0.88,0.163265306122449,0.84,0.16071428571428573
11335,0.9,0.14030612244897958,0.9,0.11989795918367344,0.94,0.14540816326530612
11336,0.87,0.16581632653061226,0.88,0.15306122448979592,0.85,0.1377551020408163
11337,0.86,0.14795918367346939,0.88,0.14285714285714285,0.8,0.14030612244897964
