SA2_code,y.nh_lymph.male,sd.nh_lymph.male,y.nh_lymph.female,sd.nh_lymph.female,y.nh_lymph.persons,sd.nh_lymph.persons
11026,1.07,0.23724489795918366,1.01,0.05867346938775507,1.15,0.23979591836734693
11027,1.09,0.1760204081632653,1.01,0.05102040816326532,1.17,0.18112244897959184
11028,0.98,0.18367346938775508,1,0.058673469387755126,1,0.1479591836734694
11029,0.99,0.15561224489795916,1.01,0.05357142857142859,1.1,0.15306122448979592
11030,1.03,0.09948979591836735,1.01,0.03061224489795921,1.13,0.10714285714285718
11031,1.05,0.13265306122448983,1.01,0.040816326530612256,1.17,0.14795918367346939
11032,1.06,0.1352040816326531,1.01,0.043367346938775524,1.15,0.15051020408163265
11033,1.04,0.15306122448979595,1.01,0.04846938775510205,1.17,0.19132653061224492
11034,1.03,0.17091836734693877,1.01,0.04846938775510205,1.08,0.1403061224489796
11035,1.05,0.15816326530612243,1.01,0.04846938775510205,1.17,0.163265306122449
11036,1.07,0.14030612244897958,1.01,0.040816326530612256,1.19,0.16071428571428573
11037,1.05,0.18622448979591838,1.02,0.0561224489795918,1.24,0.19897959183673466
11038,1.02,0.2372448979591837,1.01,0.0637755102040816,1.11,0.20153061224489796
11039,1.03,0.1760204081632653,1.01,0.04846938775510205,1.11,0.18622448979591838
11040,0.99,0.17857142857142858,1.02,0.0561224489795918,1.27,0.20153061224489796
11041,1,0.14540816326530615,1.01,0.04846938775510205,1.1,0.16581632653061226
11042,1.03,0.14540816326530615,1.02,0.04591836734693882,1.22,0.16326530612244902
11043,1.1,0.16071428571428573,1.01,0.04846938775510205,1.27,0.20918367346938777
11044,0.98,0.16836734693877556,1.01,0.0561224489795918,1.07,0.18622448979591838
11045,1.05,0.1530612244897959,1.01,0.043367346938775524,1.05,0.15051020408163263
11046,1.15,0.19897959183673472,1.01,0.05357142857142859,1.12,0.20918367346938774
11047,1.02,0.13520408163265307,1.01,0.040816326530612256,1.12,0.14795918367346939
11048,1.02,0.1479591836734694,1,0.058673469387755126,1,0.1760204081632653
11049,1.04,0.11734693877551022,1.01,0.03826530612244899,1.09,0.13520408163265304
11050,1.08,0.17602040816326534,1,0.05102040816326532,1.09,0.1607142857142857
11051,1.06,0.14540816326530612,1.01,0.043367346938775524,1.17,0.17346938775510207
11052,1.06,0.2959183673469388,1.01,0.08418367346938775,1.11,0.27040816326530615
11053,0.99,0.18877551020408168,1.02,0.06887755102040814,1.09,0.17857142857142858
11054,1.08,0.1913265306122449,1.02,0.06632653061224487,1.17,0.25
11055,1.03,0.17091836734693877,1,0.04846938775510205,1.08,0.1836734693877551
11056,1.04,0.15306122448979595,1.01,0.05102040816326532,1.04,0.18622448979591838
11057,1.05,0.1683673469387755,1,0.05357142857142859,1.08,0.18622448979591838
11058,1.06,0.2142857142857143,1.01,0.0637755102040816,1.29,0.25255102040816324
11059,1.09,0.2270408163265306,1.01,0.06122448979591834,1.22,0.29591836734693877
11060,1.07,0.10969387755102042,1.01,0.03316326530612248,1.14,0.13265306122448978
11061,1.04,0.1403061224489796,1.01,0.03826530612244899,1.11,0.1556122448979592
11062,1.11,0.12755102040816324,1,0.03316326530612248,1.18,0.1556122448979592
11063,1.07,0.23979591836734693,1.01,0.07142857142857141,1.1,0.21938775510204084
11064,1.06,0.11479591836734696,1.01,0.03571428571428575,1.12,0.1147959183673469
11065,1.11,0.14285714285714285,1.01,0.03826530612244899,1.18,0.15306122448979595
11066,1.06,0.1607142857142857,1,0.04591836734693879,1.1,0.17346938775510207
11067,1.06,0.18112244897959184,1.01,0.0561224489795918,1.28,0.23214285714285715
11068,1.14,0.14030612244897958,1,0.040816326530612256,1.21,0.1836734693877551
11069,1.05,0.1275510204081633,1.01,0.03571428571428575,1.1,0.12755102040816324
11070,1.1,0.24489795918367346,1.01,0.07142857142857141,1.19,0.26785714285714285
11071,1.04,0.1530612244897959,1.01,0.040816326530612256,1.13,0.16071428571428573
11072,1.09,0.2959183673469388,1.01,0.07142857142857141,1.14,0.2755102040816327
11073,1.09,0.15306122448979592,1.01,0.040816326530612256,1.17,0.14285714285714288
11074,1.07,0.11479591836734696,1,0.03571428571428572,1.14,0.13520408163265304
11076,1.08,0.15816326530612243,1,0.04846938775510205,1.1,0.19387755102040818
11077,1.28,0.2372448979591837,1,0.0637755102040816,1.31,0.2576530612244897
11078,1.12,0.2142857142857143,1.01,0.0637755102040816,1.12,0.21428571428571425
11079,1.13,0.11734693877551022,1.01,0.03316326530612248,1.2,0.15051020408163268
11080,0.99,0.22448979591836735,1.02,0.07142857142857141,1.17,0.2831632653061224
11081,1.02,0.125,1,0.03571428571428572,1.01,0.10204081632653061
11082,1.03,0.17091836734693877,0.99,0.05102040816326532,0.91,0.1403061224489796
11083,1.05,0.1352040816326531,1,0.03826530612244899,1.07,0.14285714285714285
11084,1.06,0.20408163265306123,1.01,0.05867346938775507,1.14,0.20663265306122447
11085,1.01,0.1913265306122449,1,0.05612244897959186,1.06,0.1683673469387755
11086,1.05,0.15816326530612246,1,0.040816326530612256,1.1,0.14540816326530612
11087,1.06,0.15816326530612243,1,0.04591836734693879,1.09,0.1709183673469388
11088,1.13,0.19387755102040816,1,0.05612244897959186,1.2,0.22959183673469388
11089,1.02,0.15816326530612249,1,0.05102040816326532,1.06,0.15306122448979592
11090,1.05,0.18877551020408162,1,0.05357142857142859,1.07,0.19642857142857142
11091,1.08,0.20153061224489796,1.01,0.05102040816326532,1.17,0.19387755102040818
11092,1.08,0.1275510204081633,1,0.03826530612244899,1.1,0.15051020408163265
11093,1.08,0.13265306122448983,1,0.040816326530612256,1.12,0.1556122448979592
11094,1.1,0.1377551020408163,1,0.03826530612244899,1.16,0.17346938775510207
11095,1.11,0.12755102040816324,1,0.03826530612244899,1.14,0.163265306122449
11096,1.06,0.12244897959183676,1,0.03826530612244899,1.11,0.15816326530612246
11097,1.32,0.30357142857142855,1.02,0.07397959183673468,1.52,0.30357142857142855
11098,1.07,0.1377551020408163,1,0.03571428571428572,1.1,0.1224489795918367
11099,1.12,0.1224489795918367,1,0.03571428571428572,1.17,0.1403061224489796
11100,1.03,0.19387755102040816,1,0.05357142857142859,1,0.2219387755102041
11101,1.03,0.17091836734693877,0.99,0.05357142857142859,0.93,0.19132653061224486
11102,1.04,0.18622448979591838,0.99,0.05612244897959186,0.95,0.18367346938775508
11103,1.09,0.11479591836734696,1,0.03571428571428572,1.1,0.13265306122448978
11104,1.13,0.15051020408163265,1,0.043367346938775524,1.17,0.18112244897959187
11105,1.17,0.16581632653061226,1,0.03826530612244899,1.23,0.2040816326530612
11106,1.1,0.19387755102040816,1,0.05102040816326532,1.17,0.22193877551020408
11107,1.13,0.1556122448979592,1.01,0.040816326530612256,1.17,0.15816326530612246
11108,1.11,0.1709183673469388,1.01,0.04846938775510205,1.21,0.1785714285714286
11109,1.1,0.08928571428571432,1.01,0.028061224489795943,1.15,0.09948979591836737
11110,1.13,0.1377551020408163,1,0.03316326530612248,1.1,0.11734693877551022
11111,1.16,0.15306122448979592,1.01,0.040816326530612256,1.22,0.1403061224489796
11112,1.05,0.2193877551020408,1,0.058673469387755126,0.98,0.19387755102040813
11113,1.09,0.12244897959183676,1.01,0.03571428571428575,1.16,0.13265306122448978
11114,1.13,0.15816326530612246,1.01,0.040816326530612256,1.12,0.15051020408163265
11115,1.17,0.15306122448979592,1.01,0.043367346938775524,1.13,0.14540816326530612
11116,1.14,0.16071428571428573,1.01,0.04591836734693879,1.11,0.14795918367346939
11117,1.16,0.14795918367346939,1.01,0.040816326530612256,1.16,0.1377551020408163
11118,1.15,0.15051020408163265,1.01,0.043367346938775524,1.17,0.1556122448979592
11119,1.08,0.1836734693877551,1.01,0.06122448979591834,1.05,0.18112244897959184
11120,1.1,0.18622448979591838,1.01,0.06632653061224487,1.15,0.2066326530612245
11121,1.13,0.2270408163265306,1.02,0.07142857142857141,1.24,0.22193877551020408
11122,1.16,0.16071428571428573,1.01,0.04591836734693879,1.17,0.16581632653061226
11123,1.14,0.1556122448979592,1,0.043367346938775524,1.12,0.1377551020408163
11124,1.13,0.21683673469387751,1,0.061224489795918394,1.08,0.1989795918367347
11125,1.13,0.1377551020408163,1,0.03826530612244899,1.09,0.1275510204081633
11126,1.1,0.19642857142857142,1,0.06122448979591834,1.23,0.22448979591836735
11127,1.09,0.16836734693877553,1.01,0.04591836734693879,1.24,0.19132653061224486
11128,1.3,0.326530612244898,1,0.07397959183673468,1.36,0.3826530612244898
11129,1.11,0.10459183673469388,1,0.03061224489795921,1.16,0.11989795918367346
11130,0.89,0.1301020408163265,1.01,0.05102040816326532,0.92,0.11989795918367346
11131,0.88,0.10969387755102042,1.01,0.04591836734693879,0.87,0.10969387755102042
11132,0.94,0.13010204081632654,1.01,0.05102040816326532,0.94,0.15051020408163265
11133,0.94,0.15306122448979592,1.01,0.05357142857142859,0.98,0.1658163265306123
11134,0.96,0.125,1.01,0.04846938775510205,1.03,0.14285714285714288
11135,0.99,0.09438775510204081,1.01,0.03061224489795921,1.01,0.08928571428571429
11136,0.94,0.11224489795918366,1,0.040816326530612256,0.9,0.10714285714285712
11137,0.9,0.1377551020408163,1,0.05102040816326532,0.85,0.1301020408163265
11138,0.98,0.22193877551020408,1,0.0637755102040816,0.94,0.21683673469387754
11139,0.94,0.18367346938775514,1,0.058673469387755126,0.91,0.19387755102040818
11140,0.96,0.1326530612244898,1,0.043367346938775524,0.94,0.13520408163265307
11141,0.91,0.125,1,0.04846938775510205,0.86,0.11734693877551022
11142,0.9,0.15816326530612246,1,0.05612244897959186,0.85,0.16836734693877553
11143,0.92,0.17346938775510207,1,0.0637755102040816,0.83,0.15816326530612246
11144,1.02,0.1403061224489796,1.01,0.05102040816326532,1.03,0.1403061224489796
11145,1.1,0.18622448979591838,1.01,0.0561224489795918,1.1,0.17857142857142858
11146,0.95,0.13010204081632654,1.01,0.04846938775510205,1.01,0.13775510204081634
11147,0.97,0.13775510204081634,1,0.040816326530612256,1,0.14540816326530615
11148,0.97,0.1683673469387755,1,0.05357142857142859,0.98,0.16071428571428575
11149,0.96,0.1479591836734694,1.01,0.05357142857142859,0.98,0.14540816326530615
11150,1.07,0.17346938775510204,1.01,0.053571428571428534,1.1,0.1556122448979592
11151,1.11,0.14030612244897958,1,0.040816326530612256,1.07,0.1352040816326531
11152,0.99,0.19132653061224486,1,0.06887755102040814,0.9,0.15816326530612246
11153,1,0.14285714285714288,1,0.05102040816326532,0.95,0.1326530612244898
11154,1.05,0.2142857142857143,1,0.06887755102040814,0.97,0.17602040816326534
11155,0.99,0.24234693877551022,1,0.07142857142857141,0.9,0.20918367346938777
11156,1.04,0.13010204081632654,1,0.03826530612244899,1,0.12244897959183673
11157,0.97,0.17602040816326534,1,0.05612244897959186,1.01,0.20153061224489793
11158,0.96,0.21428571428571427,1,0.0637755102040816,0.92,0.19642857142857145
11159,1.01,0.14540816326530615,1,0.04591836734693879,0.99,0.1479591836734694
11160,1.05,0.26785714285714285,0.99,0.07142857142857141,1.03,0.22193877551020408
11162,0.98,0.14285714285714288,0.99,0.05102040816326532,0.96,0.1403061224489796
11163,0.9,0.15306122448979592,0.98,0.05612244897959186,0.83,0.1556122448979592
11164,0.95,0.15561224489795922,0.98,0.05357142857142859,0.85,0.17346938775510207
11165,0.98,0.13010204081632654,0.99,0.040816326530612256,0.95,0.1326530612244898
11166,0.92,0.14795918367346939,0.99,0.05102040816326532,0.86,0.14795918367346939
11167,1.09,0.1301020408163265,1,0.040816326530612256,1.03,0.14030612244897964
11168,1.04,0.18877551020408162,1,0.05357142857142859,1.01,0.16071428571428575
11169,1.02,0.18622448979591832,0.99,0.058673469387755126,0.99,0.16836734693877553
11170,1.02,0.11479591836734693,1,0.03826530612244899,1.01,0.10204081632653061
11171,1.08,0.2142857142857143,1,0.06632653061224493,1.07,0.22704081632653064
11172,1.02,0.15051020408163268,1,0.043367346938775524,0.99,0.13775510204081634
11173,1.01,0.1479591836734694,1,0.04846938775510205,0.95,0.1479591836734694
11174,1.06,0.1530612244897959,1,0.043367346938775524,1.04,0.16581632653061223
11175,1.02,0.10969387755102042,1,0.03316326530612248,1.01,0.10969387755102039
11176,1.02,0.18112244897959184,1,0.05357142857142859,0.96,0.16071428571428575
11177,1.02,0.1479591836734694,1,0.04591836734693879,1.08,0.1709183673469388
11178,0.96,0.12755102040816327,1,0.043367346938775524,0.97,0.15306122448979595
11179,0.99,0.09948979591836732,1,0.03316326530612248,1,0.10459183673469388
11180,1.02,0.20408163265306123,1,0.05612244897959186,1.01,0.20408163265306123
11181,1,0.10714285714285712,1,0.03316326530612248,1.03,0.10459183673469388
11182,0.99,0.20663265306122447,1,0.07653061224489795,0.92,0.25
11183,0.95,0.08163265306122451,1,0.03061224489795921,0.94,0.08928571428571432
11184,0.94,0.15816326530612246,1,0.04846938775510205,0.93,0.15561224489795922
11185,0.97,0.11224489795918366,1,0.03316326530612248,0.99,0.11479591836734693
11186,1.03,0.17346938775510204,0.99,0.05612244897959186,0.96,0.163265306122449
11187,1.02,0.10204081632653061,1,0.03316326530612245,1.02,0.10969387755102042
11188,1.03,0.12244897959183673,0.99,0.040816326530612256,1.01,0.1479591836734694
11189,1.05,0.10969387755102042,1,0.03316326530612245,1.03,0.11989795918367349
11190,1.01,0.125,0.99,0.043367346938775524,1.01,0.13520408163265307
11191,1.01,0.1836734693877551,0.99,0.05612244897959186,0.98,0.1785714285714286
11192,1,0.10204081632653061,1,0.03316326530612245,1,0.10459183673469385
11193,1.03,0.12755102040816327,1,0.040816326530612256,1.01,0.13520408163265307
11194,0.99,0.09183673469387756,1,0.03061224489795921,0.98,0.10714285714285712
11195,0.94,0.23469387755102042,1,0.07397959183673468,1,0.25510204081632654
11196,1.02,0.11479591836734693,1,0.03571428571428572,1.04,0.12500000000000003
11197,1.08,0.30357142857142855,1,0.06887755102040814,1.12,0.2933673469387755
11198,1.06,0.12244897959183676,1,0.03571428571428572,1.08,0.1275510204081633
11199,1.23,0.3214285714285714,1,0.07653061224489795,1.32,0.37244897959183676
11200,1.12,0.14285714285714285,1,0.04591836734693879,1.14,0.16581632653061226
11201,1.11,0.15051020408163265,1,0.043367346938775524,1.12,0.18367346938775514
11202,1.05,0.1989795918367347,0.99,0.05357142857142859,0.96,0.15306122448979592
11203,1.05,0.1913265306122449,1,0.058673469387755126,0.98,0.16836734693877553
11204,1.1,0.17091836734693877,0.99,0.05612244897959186,1.01,0.1964285714285714
11205,1.09,0.11224489795918369,1,0.03316326530612245,1.07,0.11479591836734696
11206,1.07,0.15561224489795916,1.01,0.05357142857142859,1.05,0.1607142857142857
11207,1.08,0.23979591836734693,1.01,0.07908163265306122,1.07,0.3086734693877551
11208,1.03,0.14285714285714288,1.01,0.043367346938775524,1.07,0.1377551020408163
11209,1.04,0.12244897959183676,1.01,0.038265306122449015,1.1,0.1275510204081633
11210,1.06,0.1479591836734694,1.01,0.04591836734693879,1.04,0.18112244897959184
11211,1.03,0.21683673469387757,1.01,0.06632653061224487,1.07,0.2066326530612245
11212,1.18,0.2729591836734694,1,0.08418367346938775,1.14,0.28316326530612246
11213,1,0.16836734693877556,1.01,0.05867346938775507,1.02,0.18112244897959184
11214,0.99,0.15561224489795922,1,0.05102040816326532,1,0.15306122448979595
11215,1.11,0.16581632653061226,1.01,0.043367346938775524,1.19,0.19387755102040813
11216,0.94,0.19642857142857145,1,0.07142857142857141,0.87,0.2066326530612245
11217,1.07,0.15051020408163265,1.01,0.043367346938775524,1.18,0.18367346938775514
11218,1.05,0.13010204081632656,1.01,0.03571428571428575,1.04,0.12500000000000003
11219,1.11,0.17602040816326534,1,0.04846938775510205,1.1,0.17346938775510204
11220,1.09,0.21938775510204084,1,0.058673469387755126,1.06,0.21938775510204078
11221,1.07,0.13775510204081637,1.01,0.038265306122449015,1.14,0.16071428571428573
11222,1.03,0.15051020408163268,1.01,0.04591836734693879,1.15,0.163265306122449
11223,1.09,0.14795918367346939,1.01,0.040816326530612256,1.12,0.14030612244897958
11224,1.01,0.13775510204081634,1.01,0.043367346938775524,1.1,0.15561224489795916
11225,1,0.13010204081632654,1.01,0.04336734693877555,1.14,0.14540816326530612
11226,1.08,0.13520408163265304,1.01,0.038265306122449015,1.17,0.1556122448979592
11227,1.04,0.1607142857142857,1.01,0.04591836734693879,1.12,0.1556122448979592
11228,1.07,0.16581632653061223,1.01,0.05102040816326532,1.12,0.1709183673469388
11229,1.03,0.1836734693877551,1.01,0.05612244897959186,1.08,0.1760204081632653
11230,1.07,0.20918367346938777,1.01,0.05612244897959186,1.08,0.20918367346938777
11231,1.03,0.1403061224489796,1.01,0.04081632653061228,1.13,0.13265306122448978
11232,1.14,0.2653061224489796,1,0.0637755102040816,1.09,0.1989795918367347
11233,1.05,0.15561224489795916,1.01,0.04591836734693879,1.17,0.15306122448979592
11234,1.01,0.15306122448979595,1.01,0.04846938775510205,1.13,0.17857142857142858
11235,1.04,0.17091836734693877,1.01,0.05102040816326532,1.05,0.18112244897959184
11236,0.8,0.16581632653061226,0.99,0.06377551020408166,0.81,0.15306122448979592
11237,0.89,0.1224489795918367,1,0.043367346938775524,0.9,0.1301020408163265
11238,0.89,0.13520408163265304,1,0.043367346938775524,0.86,0.11479591836734696
11239,0.9,0.15051020408163265,1,0.04846938775510205,0.87,0.13265306122448978
11240,0.89,0.14285714285714285,1,0.05102040816326532,0.89,0.163265306122449
11241,0.98,0.15561224489795922,1,0.04591836734693879,0.95,0.1403061224489796
11242,0.82,0.14285714285714285,1,0.058673469387755126,0.9,0.17602040816326534
11243,0.87,0.12244897959183676,1,0.043367346938775524,0.85,0.11989795918367344
11244,1.05,0.2448979591836735,1,0.07142857142857141,1.01,0.20918367346938774
11245,0.99,0.12244897959183673,1,0.03826530612244899,0.95,0.11224489795918366
11246,0.94,0.19897959183673466,0.99,0.058673469387755126,0.92,0.15816326530612246
11247,0.93,0.11479591836734693,0.99,0.03571428571428572,0.89,0.10204081632653064
11248,0.95,0.20408163265306126,0.99,0.061224489795918394,0.91,0.163265306122449
11249,0.93,0.11224489795918366,1,0.03571428571428572,0.9,0.09948979591836737
11250,0.81,0.12500000000000003,0.99,0.05357142857142859,0.71,0.11224489795918366
11251,0.87,0.1836734693877551,0.99,0.07142857142857141,0.74,0.1683673469387755
11252,0.88,0.08928571428571432,0.99,0.03316326530612245,0.82,0.08163265306122448
11253,0.86,0.12755102040816324,0.99,0.04846938775510205,0.83,0.1275510204081633
11254,0.82,0.10204081632653061,0.99,0.043367346938775524,0.74,0.09948979591836735
11255,0.78,0.10969387755102042,0.99,0.04846938775510205,0.7,0.10204081632653061
11256,0.99,0.20918367346938774,1,0.07653061224489795,0.95,0.21683673469387754
11257,1.01,0.10714285714285715,1,0.03316326530612248,1.07,0.11734693877551022
11258,0.99,0.18367346938775508,1.01,0.0561224489795918,1.17,0.21683673469387754
11259,1.02,0.11989795918367346,1.01,0.03571428571428575,1.13,0.14285714285714285
11260,1,0.10969387755102039,1,0.03826530612244899,1.01,0.1173469387755102
11261,1.04,0.2295918367346939,1,0.07142857142857141,0.95,0.22193877551020408
11262,1,0.1173469387755102,1,0.03826530612244899,1.02,0.1352040816326531
11263,0.99,0.12244897959183673,1,0.040816326530612256,1.03,0.13010204081632654
11264,1.02,0.125,1,0.03826530612244899,1.05,0.14540816326530615
11265,0.97,0.13775510204081634,1,0.04591836734693879,1.01,0.14540816326530615
11266,0.99,0.12244897959183673,1.01,0.03826530612244899,1.09,0.13010204081632656
11267,1.08,0.1556122448979592,1.01,0.05102040816326532,1.17,0.18367346938775514
11268,1.08,0.1989795918367347,1,0.05612244897959186,1.15,0.20408163265306123
11269,1.09,0.17091836734693877,1,0.05357142857142859,1.14,0.18877551020408168
11270,1.07,0.17091836734693877,1.01,0.05357142857142859,1.17,0.1862244897959184
11271,1.01,0.10204081632653059,1,0.03316326530612248,1.07,0.09948979591836735
11272,1.04,0.12244897959183676,1.01,0.04081632653061228,1.12,0.13520408163265304
11273,1.14,0.1785714285714286,1.01,0.053571428571428534,1.2,0.19642857142857145
11274,1.14,0.18367346938775514,1.01,0.05102040816326532,1.22,0.1887755102040816
11275,1.07,0.1275510204081633,1.01,0.038265306122449015,1.14,0.1377551020408163
11276,1.14,0.1989795918367347,1.01,0.0561224489795918,1.2,0.22193877551020408
11277,1.19,0.163265306122449,1.01,0.05102040816326532,1.28,0.18112244897959184
11278,1.22,0.19387755102040813,1.02,0.051020408163265266,1.36,0.2142857142857143
11279,1.15,0.18877551020408168,1.02,0.05867346938775507,1.28,0.20153061224489793
11280,1.21,0.19387755102040813,1.02,0.053571428571428534,1.31,0.20408163265306123
11281,1.13,0.1377551020408163,1.01,0.04081632653061228,1.22,0.14795918367346939
11282,1.3,0.2525510204081633,1.02,0.07653061224489795,1.42,0.2780612244897959
11283,1.16,0.15306122448979592,1.02,0.04591836734693882,1.28,0.211734693877551
11284,0.95,0.13520408163265307,1.01,0.04591836734693879,0.96,0.1403061224489796
11285,1.01,0.13010204081632654,1.01,0.040816326530612256,0.99,0.1403061224489796
11286,1.04,0.1454081632653061,1.01,0.04081632653061228,1.1,0.15051020408163265
11287,0.97,0.14540816326530615,1.01,0.05102040816326532,1,0.1836734693877551
11288,0.99,0.10204081632653059,1.01,0.03316326530612248,1.02,0.10459183673469388
11289,0.99,0.11479591836734693,1.01,0.03571428571428575,0.99,0.11989795918367346
11290,1.05,0.1377551020408163,1,0.03826530612244899,1.03,0.11224489795918369
11291,1.01,0.12755102040816327,1,0.040816326530612256,1,0.11479591836734693
11292,0.98,0.125,1,0.043367346938775524,0.95,0.10969387755102039
11293,0.99,0.13010204081632654,1,0.040816326530612256,1.03,0.11989795918367346
11294,0.98,0.13010204081632654,1,0.043367346938775524,0.98,0.13010204081632654
11295,0.99,0.12244897959183673,1,0.03826530612244899,1.01,0.11989795918367346
11296,1.02,0.1275510204081633,1,0.03826530612244899,1.03,0.1326530612244898
11297,1.03,0.11479591836734696,1,0.03061224489795921,1.05,0.09183673469387756
11298,1.03,0.13775510204081634,1,0.04591836734693879,1.05,0.15561224489795916
11299,1.05,0.12500000000000003,1.01,0.03571428571428575,1.09,0.13010204081632656
11300,1.06,0.13775510204081637,1.01,0.03826530612244899,1.1,0.1275510204081633
11301,1.03,0.1326530612244898,1.01,0.043367346938775524,1.07,0.13775510204081634
11302,1.03,0.13010204081632654,1,0.03826530612244899,1.05,0.1275510204081633
11303,1.17,0.15816326530612246,1.01,0.038265306122449015,1.24,0.17091836734693877
11304,1.16,0.14795918367346939,1.01,0.04081632653061228,1.31,0.1836734693877551
11305,1.16,0.17346938775510207,1.01,0.040816326530612256,1.29,0.17346938775510204
11306,1.13,0.15816326530612246,1.01,0.04081632653061228,1.25,0.19642857142857142
11307,1.08,0.13265306122448983,1,0.040816326530612256,1.09,0.14540816326530612
11308,1.1,0.1301020408163265,1,0.03826530612244899,1.16,0.14030612244897958
11309,1.07,0.15306122448979592,1.01,0.040816326530612256,1.13,0.15816326530612246
11310,1.04,0.1403061224489796,1.01,0.040816326530612256,1.1,0.15306122448979592
11311,1.13,0.14540816326530612,1.01,0.038265306122449015,1.27,0.1683673469387755
11312,1.07,0.09948979591836735,1.01,0.03061224489795921,1.17,0.11989795918367346
11313,1.05,0.1530612244897959,1.01,0.04846938775510205,1.21,0.1887755102040816
11314,1.12,0.14285714285714285,1.01,0.038265306122449015,1.28,0.17857142857142858
11315,1.14,0.163265306122449,1.01,0.043367346938775524,1.28,0.1836734693877551
11316,1.06,0.13265306122448983,1.01,0.040816326530612256,1.16,0.16581632653061226
11317,1.11,0.14030612244897958,1.01,0.043367346938775524,1.2,0.15561224489795922
11318,1.09,0.1301020408163265,1.01,0.03571428571428575,1.16,0.1326530612244898
11319,1.11,0.14285714285714285,1.01,0.038265306122449015,1.21,0.15561224489795922
11320,1.16,0.20918367346938774,1,0.05612244897959186,1.16,0.2270408163265306
11321,1.23,0.19387755102040813,1.01,0.04846938775510205,1.25,0.1887755102040816
11322,1.2,0.13775510204081634,1,0.040816326530612256,1.19,0.14030612244897958
11323,1.19,0.14795918367346939,1,0.043367346938775524,1.18,0.16071428571428573
11325,1.17,0.16071428571428573,1.01,0.043367346938775524,1.19,0.17602040816326534
11326,1.16,0.13265306122448978,1.01,0.040816326530612256,1.15,0.12244897959183673
11327,1.11,0.16836734693877553,1.01,0.04591836734693879,1.15,0.17346938775510207
11328,1.16,0.13775510204081634,1.01,0.040816326530612256,1.18,0.14285714285714285
11329,1.15,0.16581632653061226,1,0.05102040816326532,1.13,0.19642857142857145
11330,1.2,0.15816326530612249,1,0.04591836734693879,1.18,0.16581632653061226
11331,1.14,0.163265306122449,1,0.04846938775510205,1.09,0.14795918367346939
11332,1.15,0.1301020408163265,1,0.03826530612244899,1.14,0.12499999999999997
11333,1.17,0.15816326530612246,1,0.05357142857142859,1.13,0.15051020408163265
11334,1.15,0.1709183673469388,1,0.05102040816326532,1.14,0.16581632653061226
11335,1.21,0.14540816326530615,1,0.040816326530612256,1.2,0.15051020408163268
11336,1.3,0.1989795918367347,1,0.04591836734693879,1.3,0.18877551020408162
11337,1.26,0.1836734693877551,1,0.04591836734693879,1.2,0.16581632653061226
11338,1.16,0.15816326530612246,1,0.04591836734693879,1.14,0.15051020408163265
11339,1.05,0.15816326530612243,0.99,0.04846938775510205,0.95,0.13520408163265307
11340,1,0.15561224489795922,0.99,0.05612244897959186,0.97,0.13520408163265307
11341,1.05,0.15816326530612243,0.99,0.04591836734693879,0.97,0.1326530612244898
11343,1.03,0.1275510204081633,1,0.043367346938775524,0.98,0.11479591836734693
