SA2_code,y.ovarian.female,sd.ovarian.female
21004,0.99,0.1326530612244898
21005,0.94,0.15306122448979592
21006,1,0.1607142857142857
21007,1,0.1683673469387755
21008,1.05,0.1760204081632653
21009,1.01,0.1326530612244898
21010,1.03,0.15051020408163263
21011,1.04,0.15051020408163263
21012,1,0.13520408163265307
21013,1.05,0.163265306122449
21014,1.05,0.1479591836734694
21015,1,0.13775510204081634
21016,1,0.20153061224489793
21017,1.05,0.13775510204081634
21018,1.02,0.1683673469387755
21019,1.06,0.1760204081632653
21020,1.07,0.17091836734693877
21021,1.06,0.1607142857142857
21022,1.07,0.17091836734693877
21023,1.01,0.1683673469387755
21024,1.08,0.21173469387755103
21025,1.03,0.15816326530612243
21026,1.05,0.1352040816326531
21027,0.97,0.1709183673469388
21028,1.09,0.14030612244897958
21029,1.04,0.1760204081632653
21030,1.01,0.1607142857142857
21031,0.95,0.1173469387755102
21032,1.04,0.13265306122448983
21033,1.01,0.13520408163265307
21034,0.98,0.1479591836734694
21035,0.99,0.1326530612244898
21036,0.98,0.11989795918367346
21037,0.93,0.15306122448979595
21038,0.95,0.14285714285714288
21039,0.98,0.16836734693877553
21040,0.98,0.13010204081632654
21041,0.89,0.11479591836734696
21042,0.94,0.13010204081632654
21043,0.95,0.1479591836734694
21044,0.91,0.17602040816326534
21045,0.94,0.14795918367346939
21046,0.98,0.17091836734693877
21047,0.99,0.15561224489795922
21048,0.92,0.18367346938775514
21049,0.95,0.14285714285714285
21050,0.87,0.1224489795918367
21051,0.96,0.20153061224489793
21052,0.88,0.17346938775510207
21053,0.9,0.13520408163265304
21054,0.96,0.12755102040816327
21055,1.02,0.13775510204081634
21056,1.04,0.1760204081632653
21057,1.01,0.15051020408163268
21058,1.03,0.13520408163265307
21059,0.99,0.18112244897959184
21060,1.01,0.12755102040816327
21061,1,0.17091836734693877
21062,0.98,0.1479591836734694
21063,1.07,0.2780612244897959
21064,1.04,0.15561224489795916
21065,1.01,0.18622448979591838
21066,1.1,0.22959183673469385
21067,1.07,0.14540816326530612
21068,1.03,0.17091836734693877
21069,1.05,0.1989795918367347
21070,1.03,0.15561224489795916
21071,1.03,0.1836734693877551
21072,1.04,0.15051020408163263
21073,0.99,0.14540816326530615
21074,0.98,0.1403061224489796
21075,1.02,0.16581632653061223
21076,1,0.13775510204081634
21077,1.02,0.125
21078,1.08,0.17857142857142858
21079,1.04,0.17346938775510204
21081,1.19,0.23214285714285715
21082,1.06,0.1352040816326531
21084,1.17,0.25255102040816324
21085,1.01,0.16836734693877556
21086,1.07,0.18622448979591838
21087,0.98,0.15306122448979595
21088,1.04,0.28571428571428575
21089,1.05,0.15051020408163263
21090,1.04,0.163265306122449
21091,1.13,0.3418367346938776
21092,0.99,0.2653061224489796
21093,1.13,0.17602040816326534
21094,1.03,0.13010204081632654
21095,1.03,0.16581632653061223
21096,0.99,0.1658163265306123
21097,1.04,0.16581632653061223
21098,1.03,0.16581632653061223
21099,1.05,0.15816326530612243
21100,1.09,0.19387755102040818
21101,1.1,0.14285714285714285
21102,1.08,0.16836734693877553
21103,1.16,0.21683673469387754
21104,1.07,0.18622448979591838
21105,1.02,0.14285714285714288
21106,1.05,0.14030612244897964
21107,1.05,0.1352040816326531
21108,1.06,0.12500000000000003
21109,1.02,0.16071428571428575
21110,1.06,0.16326530612244897
21111,1.11,0.14540816326530612
21112,1.07,0.1683673469387755
21113,1.04,0.1326530612244898
21114,1.01,0.1479591836734694
21115,1.02,0.14540816326530615
21116,1.04,0.17346938775510204
21117,0.96,0.12244897959183673
21118,0.96,0.16581632653061226
21119,0.97,0.125
21120,1.02,0.17346938775510204
21121,1.05,0.15816326530612249
21122,0.91,0.1301020408163265
21123,0.98,0.13775510204081634
21124,0.97,0.1326530612244898
21125,0.98,0.16836734693877556
21126,0.94,0.1326530612244898
21128,0.95,0.16326530612244902
21129,1.03,0.18622448979591838
21130,0.93,0.15816326530612246
21131,0.96,0.1479591836734694
21132,0.94,0.15051020408163265
21133,1.01,0.1530612244897959
21134,0.99,0.15816326530612249
21135,0.97,0.15051020408163268
21136,0.94,0.13520408163265307
21137,0.91,0.1301020408163265
21138,0.96,0.13010204081632654
21139,0.98,0.1479591836734694
21140,0.99,0.14540816326530615
21141,0.99,0.14285714285714288
21142,0.98,0.15561224489795922
21143,1,0.14285714285714288
21144,0.98,0.13010204081632654
21145,1.03,0.14285714285714288
21146,0.99,0.2040816326530612
21147,1.05,0.15306122448979592
21148,1,0.125
21149,0.96,0.1479591836734694
21150,0.94,0.1173469387755102
21151,0.98,0.1403061224489796
21152,0.94,0.12755102040816327
21153,0.97,0.11479591836734693
21154,1.03,0.14285714285714288
21155,0.91,0.1301020408163265
21156,1.03,0.15306122448979595
21157,0.94,0.13010204081632654
21158,0.99,0.125
21159,0.97,0.13010204081632654
21160,0.97,0.13520408163265307
21161,0.98,0.12244897959183673
21162,0.96,0.1479591836734694
21163,1,0.15816326530612243
21164,1.04,0.14030612244897964
21165,0.96,0.11224489795918366
21166,0.96,0.125
21167,0.95,0.14285714285714288
21168,1.03,0.1479591836734694
21169,1.02,0.15306122448979595
21170,1.03,0.1403061224489796
21171,1.06,0.15816326530612243
21172,1.07,0.14285714285714285
21173,1.11,0.17857142857142858
21174,1.11,0.16581632653061226
21175,1.02,0.11479591836734696
21176,0.98,0.14540816326530615
21177,0.97,0.11224489795918366
21178,1.03,0.16326530612244897
21179,0.95,0.15561224489795922
21180,0.98,0.15306122448979595
21181,0.98,0.15561224489795922
21182,1.04,0.15561224489795916
21183,0.96,0.1709183673469388
21184,0.96,0.15306122448979595
21185,1.02,0.15306122448979595
21186,0.98,0.1734693877551021
21187,0.95,0.13520408163265307
21188,1.12,0.14540816326530612
21189,0.96,0.1479591836734694
21190,1.13,0.21683673469387754
21191,1.04,0.13265306122448983
21193,0.92,0.15306122448979592
21194,0.91,0.10714285714285712
21195,0.94,0.125
21196,1.07,0.17346938775510204
21197,1.02,0.1326530612244898
21198,1.02,0.1454081632653061
21199,1.05,0.1530612244897959
21200,1.01,0.125
21201,1.02,0.1683673469387755
21202,1.03,0.14540816326530615
21203,1.04,0.13010204081632654
21204,1.03,0.17857142857142858
21205,1.04,0.1530612244897959
21206,1.08,0.1377551020408163
21207,1.01,0.15306122448979595
21208,1.06,0.14285714285714288
21209,1.04,0.15051020408163268
21210,1.06,0.17346938775510204
21211,0.99,0.15051020408163268
21212,1.01,0.13520408163265307
21213,1.01,0.11989795918367346
21214,1.03,0.17091836734693877
21215,1.06,0.1556122448979592
21216,1.03,0.16326530612244897
21217,1.03,0.16581632653061223
21218,1.03,0.13775510204081634
21219,1.04,0.15051020408163263
21220,1.01,0.15816326530612249
21221,1.09,0.16581632653061226
21222,1.01,0.15306122448979595
21223,1.02,0.12755102040816327
21224,0.98,0.1403061224489796
21225,1,0.15051020408163268
21226,0.99,0.14285714285714288
21228,0.99,0.125
21229,0.99,0.11989795918367346
21230,1.02,0.17091836734693877
21231,0.95,0.13010204081632654
21232,0.96,0.12755102040816327
21233,0.98,0.18367346938775508
21234,0.97,0.1479591836734694
21235,0.99,0.11989795918367346
21236,1.06,0.15051020408163263
21237,1.13,0.15816326530612246
21238,1.07,0.1301020408163265
21239,0.94,0.12244897959183673
21240,0.97,0.15816326530612249
21241,0.96,0.13010204081632654
21242,1.03,0.17091836734693877
21243,1.06,0.13010204081632656
21244,0.97,0.125
21245,1,0.125
21246,1.01,0.11989795918367346
21247,1.02,0.15306122448979595
21248,0.99,0.16071428571428575
21249,1.02,0.14285714285714288
21250,0.96,0.16581632653061226
21251,0.96,0.12755102040816327
21252,1.02,0.1326530612244898
21253,0.97,0.13775510204081634
21254,0.97,0.11224489795918366
21255,1,0.14285714285714288
21256,1,0.15816326530612249
21257,0.99,0.1658163265306123
21258,1.02,0.14285714285714288
21259,0.95,0.13010204081632654
21260,0.93,0.12755102040816327
21261,0.99,0.13520408163265307
21262,1.01,0.13520408163265307
21263,0.99,0.17091836734693877
21264,1.04,0.1352040816326531
21265,1.03,0.15051020408163268
21266,0.98,0.13010204081632654
21267,1.01,0.15306122448979595
21268,0.92,0.14285714285714285
21269,0.95,0.1326530612244898
21270,1.03,0.1683673469387755
21271,0.96,0.1403061224489796
21272,0.98,0.14285714285714288
21273,0.96,0.10969387755102039
21274,1.04,0.15816326530612243
21275,1.04,0.16581632653061223
21276,1.05,0.14285714285714288
21277,1.01,0.14540816326530615
21278,1.07,0.15051020408163265
21279,1.01,0.15561224489795922
21280,1.04,0.1683673469387755
21281,1.02,0.17346938775510204
21282,1.02,0.13010204081632656
21283,1.03,0.1607142857142857
21284,0.99,0.1479591836734694
21285,1.05,0.1683673469387755
21286,0.99,0.12755102040816327
21287,0.99,0.13520408163265307
21288,1.04,0.1530612244897959
21289,1,0.11479591836734693
21290,1.05,0.13265306122448983
21291,1.04,0.16326530612244897
21292,1.02,0.18112244897959184
21293,0.98,0.15051020408163268
21294,1.01,0.1683673469387755
21295,1.06,0.1683673469387755
21296,1,0.14285714285714288
21297,1.02,0.15561224489795916
21298,1.08,0.15051020408163265
21299,1.02,0.12244897959183676
21300,1,0.16326530612244902
21301,1.03,0.14540816326530615
21302,1,0.13775510204081634
21303,1,0.13520408163265307
21304,0.98,0.12755102040816327
21305,1.05,0.16581632653061223
21306,1,0.15306122448979595
21307,1.04,0.19642857142857142
21308,1.03,0.17346938775510204
21309,0.94,0.12755102040816327
21310,0.93,0.13520408163265304
21311,1.02,0.11734693877551022
21312,1.04,0.13520408163265307
21313,0.98,0.1403061224489796
21314,0.92,0.11479591836734693
21315,1,0.13010204081632654
21316,1.03,0.15561224489795922
21317,0.91,0.1173469387755102
21318,0.94,0.1403061224489796
21319,0.97,0.13775510204081634
21320,0.94,0.12755102040816327
21321,0.94,0.12244897959183673
21322,0.93,0.1326530612244898
21323,0.99,0.16071428571428575
21324,0.96,0.1479591836734694
21325,1.02,0.11734693877551022
21326,0.96,0.12755102040816327
21327,1.04,0.15561224489795922
21328,1.03,0.15306122448979595
21329,1.01,0.16071428571428575
21330,0.98,0.12244897959183673
21331,1.04,0.1454081632653061
21332,1.03,0.15561224489795916
21333,1.03,0.15561224489795916
21334,1.06,0.1989795918367347
21335,1.01,0.15816326530612243
21336,1,0.13520408163265307
21337,1.03,0.1275510204081633
21338,0.99,0.13010204081632654
21339,0.99,0.16071428571428575
21340,1.01,0.1326530612244898
21341,1.03,0.16326530612244897
21342,0.91,0.16581632653061226
21343,0.97,0.125
21344,0.96,0.16581632653061226
21345,1.01,0.22448979591836737
21346,1.1,0.1862244897959184
21347,1.03,0.13775510204081634
21348,1.01,0.1326530612244898
21349,1.02,0.1403061224489796
21350,0.93,0.15306122448979592
21351,0.98,0.13775510204081634
21352,0.95,0.125
21353,0.98,0.14285714285714288
21354,1.01,0.13775510204081634
21355,1.01,0.13775510204081634
21356,0.98,0.12244897959183673
21357,0.99,0.14285714285714288
21358,0.96,0.16836734693877553
21359,0.98,0.14540816326530615
