SA2_code,y.all.male,sd.all.male,y.all.female,sd.all.female,y.all.persons,sd.all.persons
11067,1.27,0.11224489795918366,1.14,0.0969387755102041,1.26,0.08928571428571426
11068,1.16,0.09183673469387758,1.13,0.07908163265306124,1.19,0.08673469387755105
11069,1.07,0.08418367346938775,1.09,0.07142857142857144,1.11,0.0739795918367347
11070,1.21,0.09438775510204078,1.11,0.09948979591836735,1.19,0.07653061224489797
11071,0.95,0.07908163265306124,1.08,0.07908163265306124,1,0.06632653061224487
11072,1.1,0.10459183673469388,1.01,0.10204081632653061,1.07,0.08673469387755102
11073,1.12,0.10204081632653061,1.08,0.08163265306122448,1.11,0.08163265306122451
11074,1.17,0.07653061224489797,1.13,0.06377551020408163,1.19,0.06377551020408163
11076,1.22,0.10714285714285712,1.13,0.0969387755102041,1.24,0.09948979591836732
11077,1.14,0.07908163265306124,1.23,0.09183673469387751,1.21,0.0663265306122449
11078,1,0.08928571428571429,1.08,0.09183673469387756,1.01,0.07142857142857141
11079,1.05,0.06377551020408163,1.07,0.061224489795918366,1.04,0.05612244897959183
11080,1.1,0.07653061224489797,1.04,0.07908163265306122,1.09,0.0586734693877551
11081,0.98,0.05612244897959186,1,0.05357142857142859,1,0.04846938775510205
11082,0.99,0.061224489795918394,0.83,0.0586734693877551,0.91,0.04591836734693879
11083,0.96,0.08163265306122446,1.01,0.07142857142857141,0.98,0.06377551020408166
11084,1.05,0.08418367346938775,0.86,0.0586734693877551,0.94,0.05612244897959186
11085,1.02,0.08418367346938775,1.01,0.08163265306122448,1.03,0.06632653061224487
11086,0.96,0.07397959183673473,0.99,0.06377551020408166,0.97,0.06632653061224493
11087,1.07,0.10204081632653061,1.04,0.08928571428571429,1.1,0.09438775510204081
11088,0.99,0.09183673469387756,0.89,0.08673469387755105,0.91,0.06887755102040817
11089,0.88,0.061224489795918366,1.03,0.06887755102040814,0.94,0.05102040816326532
11090,1.09,0.09183673469387756,0.98,0.07653061224489795,1.04,0.07142857142857141
11091,1.07,0.08163265306122448,1.06,0.08163265306122448,1.11,0.07142857142857144
11092,1.19,0.09438775510204078,1.12,0.08418367346938778,1.19,0.08418367346938778
11093,1.09,0.09693877551020408,1.13,0.08928571428571432,1.15,0.08673469387755105
11094,1.05,0.08418367346938775,1.09,0.0739795918367347,1.07,0.0739795918367347
11095,0.96,0.07142857142857147,1.13,0.07908163265306124,1.02,0.06632653061224487
11096,1.2,0.09183673469387751,1.12,0.07908163265306124,1.22,0.07908163265306119
11097,1.22,0.08673469387755099,1.11,0.08418367346938778,1.18,0.06377551020408163
11098,1.15,0.09183673469387758,1.09,0.07142857142857144,1.15,0.07908163265306124
11099,1.1,0.07142857142857144,1.09,0.0663265306122449,1.09,0.0586734693877551
11100,1.11,0.10204081632653061,1.12,0.0969387755102041,1.15,0.08673469387755105
11101,0.97,0.07653061224489795,1.01,0.07653061224489795,0.97,0.05612244897959186
