SA2_code,y.all.male,sd.all.male,y.all.female,sd.all.female,y.all.persons,sd.all.persons
11102,1.04,0.10204081632653061,1.07,0.08928571428571429,1.06,0.07653061224489795
11103,1.06,0.07142857142857141,1.07,0.06377551020408163,1.06,0.06377551020408163
11104,1.1,0.09693877551020408,1.04,0.08673469387755102,1.05,0.07397959183673468
11105,1.15,0.08673469387755105,1.11,0.07653061224489797,1.16,0.07653061224489797
11106,1.25,0.10204081632653059,1.14,0.08928571428571432,1.25,0.08163265306122446
11107,1.17,0.08928571428571432,1.02,0.07142857142857141,1.09,0.07653061224489797
11108,1.28,0.08418367346938772,1.15,0.07653061224489797,1.26,0.06377551020408163
11109,1.15,0.06887755102040817,1.04,0.048469387755102025,1.11,0.0586734693877551
11110,1.23,0.08673469387755099,1.04,0.06887755102040814,1.16,0.06887755102040817
11111,1.12,0.0739795918367347,1.05,0.0637755102040816,1.09,0.0586734693877551
11112,1.05,0.09183673469387756,1.04,0.09438775510204081,1.04,0.07653061224489795
11113,1.13,0.08163265306122451,1.07,0.0663265306122449,1.13,0.07142857142857144
11114,1.28,0.11479591836734693,1.1,0.08163265306122451,1.28,0.09183673469387751
11115,1.17,0.0739795918367347,1.04,0.0637755102040816,1.12,0.05357142857142856
11116,1.15,0.09948979591836737,1.06,0.08163265306122448,1.14,0.08163265306122451
11117,1.22,0.08163265306122446,1.02,0.06632653061224487,1.15,0.06377551020408163
11118,1.18,0.10714285714285712,1.06,0.07908163265306122,1.13,0.08418367346938778
11119,1.05,0.09438775510204081,0.88,0.08163265306122451,0.96,0.07397959183673473
11120,1.09,0.09693877551020408,1,0.08928571428571429,1.09,0.0739795918367347
11121,0.95,0.06377551020408166,0.89,0.0586734693877551,0.91,0.04846938775510205
11122,1.24,0.08928571428571426,1.08,0.07908163265306124,1.2,0.0739795918367347
11123,1.12,0.0969387755102041,1.03,0.07142857142857141,1.07,0.07908163265306122
11124,1.07,0.10969387755102042,0.95,0.09693877551020405,1,0.07908163265306122
11125,1.09,0.06887755102040817,0.97,0.06377551020408166,1.02,0.05867346938775507
11126,1.25,0.10714285714285712,1.16,0.10204081632653064,1.27,0.09183673469387751
11127,1.11,0.11224489795918369,1.08,0.09693877551020408,1.1,0.09693877551020408
11128,1.21,0.125,1.11,0.13265306122448978,1.2,0.10459183673469385
11129,1.1,0.061224489795918366,1.15,0.06377551020408163,1.16,0.061224489795918366
11130,1.13,0.05612244897959183,1.02,0.0561224489795918,1.09,0.04591836734693876
11131,1.13,0.0663265306122449,1.1,0.06377551020408163,1.14,0.05102040816326529
11132,1.03,0.09183673469387756,1.09,0.08673469387755102,1.08,0.08163265306122448
11133,1.03,0.11734693877551022,1.04,0.09438775510204081,1.04,0.10969387755102042
11134,1.03,0.07653061224489795,1.09,0.06887755102040817,1.07,0.061224489795918366
11135,0.99,0.06377551020408166,1.04,0.05357142857142856,1.02,0.0561224489795918
11136,0.87,0.0663265306122449,1.05,0.07142857142857141,0.94,0.058673469387755126
11137,1.11,0.0969387755102041,1.07,0.08673469387755102,1.13,0.07908163265306124
11138,1.09,0.10459183673469388,0.88,0.08418367346938778,0.97,0.07142857142857147
11139,0.97,0.09693877551020405,0.92,0.08418367346938778,0.92,0.0739795918367347
11140,0.98,0.07908163265306122,0.98,0.07142857142857141,0.98,0.06632653061224493
11141,0.98,0.07908163265306122,0.98,0.06377551020408166,0.96,0.058673469387755126
11142,1.03,0.08928571428571429,1.04,0.08418367346938775,1.06,0.07142857142857141
11143,1.2,0.07653061224489797,0.97,0.06632653061224493,1.1,0.05102040816326529
11144,1.09,0.07142857142857144,1.08,0.06887755102040817,1.11,0.05612244897959183
11145,1.18,0.08928571428571432,1.07,0.07397959183673468,1.15,0.0663265306122449
11146,1.01,0.06632653061224487,1.05,0.06632653061224487,1.03,0.053571428571428534
11147,0.88,0.07908163265306124,0.97,0.07397959183673473,0.9,0.06377551020408163
11148,0.93,0.08418367346938778,1.09,0.09183673469387756,1.02,0.07653061224489795
11149,0.99,0.061224489795918394,1.01,0.0637755102040816,0.99,0.04846938775510205
11150,1.05,0.07397959183673468,0.97,0.07142857142857147,1.01,0.05867346938775507
11151,1.16,0.08928571428571432,1.04,0.07908163265306122,1.13,0.07908163265306124
11152,0.98,0.06377551020408166,1.1,0.0739795918367347,1.03,0.053571428571428534
11153,1.08,0.09183673469387756,1.16,0.08928571428571432,1.16,0.07653061224489797
11154,1.07,0.08928571428571429,1.17,0.0969387755102041,1.12,0.07653061224489797
11155,1.05,0.08418367346938775,0.99,0.08928571428571429,1.03,0.06887755102040814
11156,1.03,0.06887755102040814,1,0.06887755102040814,1.03,0.0561224489795918
11157,0.97,0.09438775510204078,1.06,0.10459183673469388,1.01,0.07908163265306122
11158,0.95,0.0739795918367347,1.05,0.09438775510204081,0.99,0.06632653061224487
11159,1.04,0.08673469387755102,0.99,0.07908163265306122,1.03,0.06887755102040814
11160,0.95,0.10714285714285712,0.81,0.09183673469387756,0.88,0.07142857142857144
11162,0.94,0.058673469387755126,1,0.06632653061224487,0.96,0.04846938775510205
11163,0.94,0.05612244897959186,0.92,0.05612244897959186,0.93,0.04591836734693879
11164,1.04,0.06632653061224487,0.99,0.06887755102040814,1.03,0.0561224489795918
11165,1.04,0.08928571428571429,0.99,0.07142857142857141,1.01,0.06887755102040814
11166,1.11,0.08673469387755105,0.92,0.07142857142857144,1.03,0.0637755102040816
11167,1.17,0.10714285714285712,1.09,0.07908163265306124,1.16,0.07908163265306124
11168,1,0.07908163265306122,1.08,0.08673469387755102,1.02,0.06887755102040814
11169,1.27,0.07908163265306124,1.13,0.07653061224489797,1.22,0.0586734693877551
11170,1.11,0.06887755102040817,1.11,0.06377551020408163,1.13,0.05612244897959183
11171,1.32,0.1454081632653061,1.22,0.12244897959183673,1.35,0.11479591836734698
11172,1.02,0.07397959183673468,1.03,0.06887755102040814,1.02,0.0637755102040816
11173,1.03,0.08928571428571429,1.09,0.08673469387755105,1.07,0.07653061224489797
11174,1.05,0.07653061224489795,1.06,0.07397959183673468,1.08,0.0663265306122449
11175,1.04,0.06632653061224487,1.03,0.053571428571428534,1.05,0.05612244897959183
11176,1.06,0.08163265306122448,1.08,0.08163265306122448,1.07,0.06887755102040817
11177,1.02,0.09693877551020408,0.97,0.07908163265306122,0.95,0.07908163265306124
11178,0.91,0.07908163265306124,1.09,0.08163265306122448,0.95,0.07142857142857144
11179,1.06,0.06887755102040814,1.06,0.061224489795918366,1.06,0.0663265306122449
11180,1.09,0.11479591836734696,0.98,0.08673469387755099,1.05,0.08673469387755102
11181,0.97,0.06377551020408166,0.96,0.05357142857142859,0.93,0.05102040816326532
11182,1.14,0.10714285714285718,0.84,0.09693877551020408,0.99,0.07653061224489795
11183,0.91,0.05612244897959183,0.94,0.05102040816326532,0.88,0.04591836734693876
11184,0.79,0.08163265306122448,0.84,0.07653061224489797,0.75,0.0586734693877551
11185,0.97,0.06377551020408166,0.97,0.05612244897959186,0.95,0.05357142857142859
11186,0.99,0.07653061224489795,1,0.07653061224489795,0.99,0.05612244897959186
11187,1.02,0.07653061224489795,1.06,0.06887755102040814,1.06,0.06377551020408163
11188,1.04,0.08928571428571429,1.08,0.08163265306122448,1.08,0.07908163265306124
11189,1.07,0.07908163265306122,1.1,0.06887755102040817,1.11,0.0739795918367347
11190,1.07,0.08418367346938775,1.07,0.07908163265306122,1.1,0.07142857142857144
11191,1,0.08418367346938775,0.98,0.08163265306122448,0.97,0.06632653061224493
11192,0.97,0.06632653061224493,1.05,0.061224489795918366,1,0.058673469387755126
11193,1,0.07908163265306122,1.03,0.07653061224489795,1,0.06887755102040814
11194,1.02,0.06632653061224487,1.04,0.05867346938775507,1.07,0.061224489795918366
11195,1.02,0.10969387755102042,0.98,0.10969387755102039,0.96,0.08418367346938772
11196,0.98,0.07653061224489795,1.02,0.06887755102040814,0.97,0.061224489795918394
11197,1.21,0.13775510204081634,1.04,0.10969387755102042,1.14,0.09438775510204085
11198,1.1,0.07908163265306124,1.11,0.06887755102040817,1.13,0.07142857142857144
11199,1.36,0.13265306122448975,1.29,0.125,1.35,0.09948979591836737
11200,1.16,0.0969387755102041,1.22,0.09693877551020405,1.25,0.09183673469387751
11201,1.1,0.08928571428571429,1.16,0.08418367346938778,1.15,0.07653061224489797
11202,1.03,0.07397959183673468,1.11,0.07908163265306124,1.06,0.061224489795918366
11203,1.02,0.08418367346938775,1.12,0.08163265306122451,1.08,0.0663265306122449
11204,1.11,0.12244897959183676,1.11,0.10204081632653061,1.13,0.10969387755102045
11205,1.02,0.053571428571428534,1.11,0.05612244897959183,1.06,0.05102040816326529
11206,1.09,0.0663265306122449,1.04,0.0637755102040816,1.08,0.05612244897959183
11207,1.22,0.13010204081632654,1.1,0.12755102040816324,1.2,0.10204081632653059
11208,0.96,0.05612244897959186,1.02,0.0561224489795918,0.98,0.04591836734693879
11209,1.08,0.06377551020408163,1.04,0.0561224489795918,1.06,0.05102040816326529
11210,1.21,0.09183673469387751,1.11,0.07908163265306124,1.24,0.07908163265306119
11211,0.99,0.10714285714285712,1.13,0.11479591836734696,1.07,0.09948979591836735
11212,1.33,0.10204081632653064,0.97,0.09183673469387751,1.18,0.0739795918367347
11213,1.1,0.09438775510204081,0.98,0.08163265306122448,1.03,0.07142857142857141
11214,1.13,0.07908163265306124,0.99,0.07142857142857141,1.06,0.061224489795918366
11215,1.16,0.08928571428571432,1.13,0.08673469387755105,1.21,0.0739795918367347
11216,0.98,0.10969387755102039,0.86,0.09438775510204081,0.9,0.07908163265306124
11217,1.16,0.08673469387755105,1.04,0.07397959183673468,1.11,0.07142857142857144
11218,1.04,0.06122448979591834,1.01,0.05357142857142859,1.04,0.05102040816326529
11219,1.05,0.07653061224489795,1.03,0.06887755102040814,1.04,0.06122448979591834
11220,1.04,0.09948979591836735,0.94,0.08163265306122451,0.99,0.06887755102040814
11221,1.13,0.09438775510204085,1.05,0.07653061224489795,1.12,0.07908163265306124
11222,0.97,0.06632653061224493,1.01,0.0637755102040816,0.96,0.05357142857142859
11223,1.18,0.09183673469387758,1.1,0.07908163265306124,1.18,0.07908163265306124
11224,1.08,0.06887755102040817,1.04,0.06122448979591834,1.06,0.05357142857142856
11225,1.05,0.07142857142857141,1.1,0.07142857142857144,1.09,0.05612244897959183
11226,1.16,0.08928571428571432,1.1,0.07653061224489797,1.18,0.07653061224489797
11227,1.09,0.0739795918367347,1.16,0.07653061224489797,1.14,0.061224489795918366
11228,1,0.08163265306122448,1.02,0.06887755102040814,1.01,0.06887755102040814
11229,1.05,0.09948979591836735,0.91,0.07653061224489797,0.95,0.0739795918367347
11230,1.14,0.14285714285714285,1.1,0.12755102040816324,1.17,0.13010204081632654
11231,1.17,0.08928571428571432,1.13,0.07142857142857144,1.19,0.07142857142857144
11232,1.3,0.1173469387755102,1.03,0.10969387755102042,1.22,0.09693877551020405
11233,1.04,0.06632653061224487,1.13,0.07142857142857144,1.1,0.05612244897959183
11234,1.2,0.09183673469387751,1.19,0.08163265306122451,1.26,0.07397959183673465
11235,1.09,0.09693877551020408,1.12,0.09948979591836735,1.14,0.08163265306122451
11236,0.86,0.0586734693877551,0.88,0.061224489795918366,0.86,0.048469387755102025
11237,0.83,0.05612244897959183,0.89,0.0586734693877551,0.85,0.048469387755102025
11238,0.88,0.08163265306122451,0.86,0.06887755102040817,0.85,0.06377551020408163
11239,0.88,0.07908163265306124,0.86,0.07142857142857144,0.86,0.06377551020408163
11240,0.88,0.08418367346938778,0.92,0.0739795918367347,0.92,0.06887755102040817
11241,0.88,0.0739795918367347,0.89,0.07142857142857144,0.88,0.06377551020408163
11242,0.76,0.06887755102040817,0.89,0.07908163265306124,0.78,0.061224489795918366
11243,0.9,0.07908163265306124,0.88,0.0663265306122449,0.89,0.06377551020408163
11244,0.87,0.07908163265306124,0.91,0.08673469387755105,0.89,0.06377551020408163
11245,1,0.06887755102040814,0.95,0.06377551020408166,1.01,0.06122448979591834
11246,0.93,0.08928571428571432,0.85,0.07653061224489797,0.88,0.061224489795918366
11247,1.07,0.08163265306122448,0.95,0.061224489795918394,1.07,0.06887755102040817
11248,0.97,0.07908163265306122,0.9,0.07142857142857144,0.96,0.058673469387755126
11249,0.94,0.058673469387755126,0.89,0.05102040816326529,0.92,0.04846938775510205
11250,0.78,0.06377551020408163,0.91,0.0739795918367347,0.85,0.05612244897959183
11251,1.02,0.09948979591836735,1.04,0.10459183673469388,1.07,0.07908163265306122
11252,0.88,0.061224489795918366,0.88,0.048469387755102025,0.89,0.048469387755102025
11253,0.81,0.06632653061224487,0.84,0.061224489795918366,0.8,0.05612244897959186
11254,0.71,0.04591836734693879,0.77,0.040816326530612256,0.72,0.03571428571428572
11255,0.63,0.03826530612244896,0.73,0.043367346938775496,0.65,0.030612244897959183
11256,0.94,0.07653061224489797,0.96,0.08418367346938772,0.96,0.06377551020408166
11257,0.99,0.058673469387755126,1,0.05612244897959186,0.98,0.05102040816326532
11258,1.08,0.11479591836734696,0.98,0.09183673469387751,1.03,0.08163265306122448
11259,1.02,0.07397959183673468,1.02,0.06632653061224487,1.01,0.06122448979591834
11260,0.97,0.07908163265306122,1.02,0.07397959183673468,0.98,0.0688775510204082
11261,1.08,0.12500000000000003,1.09,0.14540816326530612,1.1,0.11224489795918369
11262,0.99,0.07908163265306122,1.03,0.07142857142857141,1.02,0.06887755102040814
11263,0.96,0.07142857142857147,1.07,0.07908163265306122,1.02,0.0637755102040816
11264,1.08,0.08928571428571429,1.04,0.08673469387755102,1.09,0.07908163265306124
11265,1.08,0.09693877551020408,1.08,0.08928571428571429,1.1,0.08163265306122451
11266,1,0.07142857142857141,1.11,0.07908163265306124,1.08,0.07142857142857144
11267,1.01,0.07142857142857141,1,0.07142857142857141,1,0.0637755102040816
11268,1.03,0.10969387755102042,1.07,0.10459183673469388,1.05,0.10459183673469388
11269,1.1,0.07653061224489797,0.96,0.0688775510204082,1.03,0.06122448979591834
11270,1.01,0.08163265306122448,1.02,0.07397959183673468,1.02,0.0637755102040816
11271,1.05,0.061224489795918366,1.05,0.05357142857142856,1.07,0.05357142857142856
11272,1.06,0.07397959183673468,1.04,0.06887755102040814,1.06,0.061224489795918366
11273,1,0.09183673469387756,1.04,0.09183673469387756,1.01,0.07653061224489795
11274,1.03,0.08418367346938775,1.02,0.08418367346938775,1.02,0.06632653061224487
11275,1.07,0.09693877551020408,1.05,0.07397959183673468,1.08,0.08418367346938775
11276,1.01,0.09948979591836735,1.05,0.09438775510204081,1.01,0.08163265306122448
11277,1.18,0.08163265306122451,1.02,0.06887755102040814,1.12,0.061224489795918366
11278,1.17,0.08418367346938778,1.02,0.06887755102040814,1.12,0.0586734693877551
11279,0.99,0.06632653061224487,1.1,0.0739795918367347,1.03,0.0561224489795918
11280,1.14,0.0969387755102041,1.16,0.09438775510204085,1.19,0.08673469387755105
11281,1.05,0.07908163265306122,1.06,0.06887755102040817,1.06,0.07142857142857141
11282,1.07,0.07908163265306122,1.05,0.07653061224489795,1.07,0.061224489795918366
11283,1.03,0.08418367346938775,1.12,0.08673469387755105,1.09,0.07653061224489797
11284,0.84,0.0663265306122449,0.94,0.06377551020408166,0.86,0.05357142857142856
11285,0.95,0.08418367346938772,1.01,0.08163265306122448,0.98,0.07908163265306122
11286,0.97,0.07653061224489795,0.97,0.07397959183673473,0.96,0.06632653061224493
11287,1.04,0.09438775510204081,1.05,0.08673469387755102,1.06,0.07397959183673468
11288,1.01,0.07142857142857141,1.01,0.05867346938775507,1.02,0.05867346938775507
11289,0.92,0.0663265306122449,1.02,0.06887755102040814,0.96,0.06377551020408166
11290,0.82,0.05612244897959186,0.87,0.05357142857142856,0.82,0.04846938775510205
11291,0.83,0.0586734693877551,0.84,0.05357142857142856,0.81,0.04591836734693879
11292,0.87,0.05357142857142856,0.84,0.05102040816326529,0.86,0.043367346938775496
11293,0.83,0.05102040816326532,0.87,0.05102040816326529,0.84,0.04591836734693879
11294,0.8,0.06887755102040814,0.88,0.0663265306122449,0.82,0.06377551020408163
11295,0.75,0.05612244897959183,0.82,0.0586734693877551,0.74,0.043367346938775496
11296,0.86,0.06377551020408163,0.82,0.05612244897959183,0.82,0.05357142857142859
11297,0.88,0.05102040816326529,0.92,0.04846938775510205,0.88,0.04081632653061223
11298,0.94,0.09438775510204078,0.92,0.07653061224489797,0.91,0.07142857142857144
11299,1.07,0.09693877551020408,0.98,0.0688775510204082,1.02,0.07142857142857141
11300,0.92,0.0586734693877551,0.94,0.061224489795918394,0.91,0.04846938775510205
11301,0.97,0.07908163265306122,0.93,0.0663265306122449,0.95,0.06632653061224493
11302,0.81,0.061224489795918366,0.87,0.06377551020408163,0.81,0.05102040816326532
11303,1.02,0.07142857142857141,0.97,0.06377551020408166,1.02,0.0637755102040816
11304,1.14,0.08418367346938778,0.99,0.06377551020408166,1.09,0.0586734693877551
11305,1.01,0.06122448979591834,1.02,0.0637755102040816,1.03,0.05102040816326529
11306,1.04,0.07653061224489795,1,0.06887755102040814,1.03,0.0637755102040816
11307,0.97,0.058673469387755126,0.94,0.05357142857142859,0.97,0.04846938775510205
11308,0.93,0.061224489795918366,0.9,0.048469387755102025,0.9,0.04591836734693876
11309,0.89,0.07142857142857144,0.91,0.0663265306122449,0.89,0.0586734693877551
11310,0.89,0.0739795918367347,0.91,0.0663265306122449,0.9,0.06377551020408163
11311,0.99,0.07397959183673468,0.9,0.05612244897959183,0.92,0.0586734693877551
11312,1.03,0.0637755102040816,0.99,0.05357142857142859,1.02,0.051020408163265266
11313,1.22,0.08673469387755099,1.12,0.07653061224489797,1.23,0.06887755102040817
11314,1.1,0.09183673469387758,0.98,0.07142857142857141,1.05,0.07653061224489795
11315,1.07,0.08163265306122448,1.03,0.07397959183673468,1.05,0.06887755102040814
11316,1.13,0.07653061224489797,1.07,0.07142857142857144,1.14,0.06377551020408163
11317,1.07,0.07397959183673468,1.05,0.06632653061224487,1.05,0.05612244897959183
11318,0.99,0.07908163265306122,1.01,0.0637755102040816,1.01,0.06887755102040814
11319,1.12,0.07908163265306124,1.07,0.07142857142857144,1.14,0.0663265306122449
11320,1.01,0.13010204081632654,0.97,0.10969387755102039,1.03,0.11989795918367349
11321,0.99,0.08928571428571429,0.88,0.0739795918367347,0.94,0.07142857142857147
11322,0.95,0.058673469387755126,0.83,0.05102040816326529,0.89,0.04591836734693876
11323,0.93,0.07142857142857144,0.98,0.06632653061224493,0.99,0.061224489795918394
11325,0.94,0.09693877551020405,0.86,0.0739795918367347,0.9,0.08418367346938778
11326,1,0.05612244897959186,0.84,0.05102040816326529,0.94,0.04591836734693879
11327,0.9,0.0663265306122449,0.91,0.06887755102040817,0.92,0.05612244897959183
11328,0.91,0.06887755102040817,0.83,0.0586734693877551,0.86,0.0586734693877551
11329,0.98,0.07908163265306122,0.87,0.08163265306122451,0.96,0.06377551020408166
11330,1.01,0.08418367346938775,0.82,0.06377551020408163,0.92,0.06887755102040817
11331,1.07,0.08418367346938775,0.78,0.0586734693877551,0.92,0.0586734693877551
11332,0.93,0.061224489795918394,0.85,0.05102040816326529,0.89,0.05102040816326529
11333,0.87,0.06377551020408163,0.81,0.05612244897959186,0.84,0.048469387755102025
11334,0.99,0.09438775510204081,0.77,0.0663265306122449,0.85,0.06377551020408163
11335,1.05,0.06632653061224487,0.84,0.05357142857142856,0.98,0.05102040816326532
11336,1.06,0.07653061224489795,0.92,0.07653061224489797,1.06,0.06887755102040817
11337,0.99,0.07653061224489795,0.84,0.06377551020408163,0.94,0.058673469387755126
11338,1.13,0.07142857142857144,0.83,0.05357142857142856,1.03,0.053571428571428534
11339,0.78,0.0663265306122449,0.81,0.058673469387755126,0.81,0.05102040816326532
11340,0.7,0.061224489795918366,0.77,0.05612244897959183,0.74,0.048469387755102025
11341,0.81,0.061224489795918366,0.78,0.05102040816326532,0.8,0.04591836734693879
11343,0.67,0.043367346938775524,0.78,0.043367346938775524,0.71,0.03316326530612245
11344,0.74,0.07908163265306124,0.67,0.06377551020408163,0.68,0.05357142857142859
11345,0.92,0.05612244897959186,0.82,0.05102040816326532,0.88,0.048469387755102025
11346,0.67,0.061224489795918366,0.73,0.05357142857142856,0.68,0.05102040816326532
11347,0.82,0.07653061224489795,0.77,0.061224489795918366,0.8,0.058673469387755126
11348,0.83,0.05612244897959183,0.81,0.05357142857142859,0.82,0.04846938775510205
11349,0.92,0.0586734693877551,0.85,0.05357142857142856,0.89,0.04591836734693876
11350,1,0.0637755102040816,1.02,0.06632653061224487,1.03,0.051020408163265266
11351,0.96,0.05612244897959186,0.96,0.05612244897959186,0.98,0.04591836734693879
11352,0.82,0.05612244897959183,0.81,0.05102040816326532,0.81,0.043367346938775524
11353,1.06,0.061224489795918366,1.06,0.0663265306122449,1.09,0.05357142857142856
11354,1.01,0.06122448979591834,0.98,0.05357142857142859,0.99,0.05102040816326532
11355,0.96,0.09693877551020405,0.97,0.07653061224489795,0.98,0.08418367346938775
11356,0.97,0.0688775510204082,1,0.0637755102040816,0.98,0.061224489795918394
11357,1.03,0.06122448979591834,1.05,0.06632653061224487,1.09,0.05102040816326529
11358,1.02,0.07397959183673468,1.07,0.07397959183673468,1.07,0.0586734693877551
11359,0.91,0.05357142857142856,1.04,0.06122448979591834,0.97,0.04846938775510205
11360,1.07,0.07908163265306122,1.02,0.06887755102040814,1.06,0.061224489795918366
11361,1.02,0.06887755102040814,0.96,0.058673469387755126,1,0.05357142857142859
11362,0.93,0.05612244897959186,0.89,0.048469387755102025,0.91,0.04591836734693879
11363,0.96,0.061224489795918394,0.81,0.05102040816326532,0.88,0.048469387755102025
11364,0.94,0.05102040816326532,0.88,0.04591836734693876,0.93,0.043367346938775524
11365,0.98,0.07142857142857147,0.93,0.06887755102040817,0.95,0.05612244897959186
11366,1.06,0.06887755102040817,0.99,0.06377551020408166,1.05,0.0586734693877551
11367,0.92,0.0663265306122449,0.95,0.061224489795918394,0.94,0.05357142857142859
11368,0.8,0.05357142857142859,0.9,0.05612244897959183,0.84,0.04591836734693876
11369,0.9,0.061224489795918366,0.86,0.05357142857142856,0.88,0.04591836734693876
11370,0.88,0.0586734693877551,0.93,0.058673469387755126,0.9,0.05102040816326529
11371,0.91,0.07908163265306124,0.87,0.06887755102040817,0.9,0.061224489795918366
11372,0.95,0.06377551020408166,0.92,0.06377551020408163,0.95,0.04846938775510205
11373,0.93,0.0663265306122449,0.95,0.06377551020408166,0.93,0.05612244897959186
11374,0.78,0.05357142857142856,0.88,0.0586734693877551,0.82,0.043367346938775524
11375,0.91,0.0586734693877551,0.88,0.05102040816326529,0.91,0.05102040816326529
11376,0.91,0.05357142857142856,0.93,0.05357142857142859,0.93,0.043367346938775524
11377,0.87,0.06377551020408163,0.9,0.061224489795918366,0.89,0.05102040816326529
11378,0.84,0.06887755102040817,0.91,0.0663265306122449,0.88,0.06377551020408163
11379,0.83,0.06377551020408163,0.87,0.05612244897959183,0.84,0.05102040816326529
11380,0.95,0.07142857142857147,0.84,0.05612244897959183,0.9,0.05357142857142856
11381,0.89,0.0663265306122449,0.88,0.061224489795918366,0.89,0.05357142857142856
11382,0.82,0.0586734693877551,0.83,0.0586734693877551,0.82,0.04591836734693879
11383,0.85,0.061224489795918366,0.88,0.061224489795918366,0.87,0.048469387755102025
11384,0.88,0.0739795918367347,0.84,0.06377551020408163,0.83,0.05612244897959183
11385,0.92,0.07908163265306124,0.74,0.0663265306122449,0.82,0.061224489795918366
11386,0.87,0.0586734693877551,0.88,0.05357142857142856,0.88,0.04591836734693876
11387,0.85,0.07908163265306124,0.7,0.08418367346938775,0.77,0.0663265306122449
11388,1.03,0.06887755102040814,0.84,0.05102040816326529,0.95,0.05102040816326532
11389,0.88,0.07653061224489797,0.79,0.06887755102040814,0.84,0.06377551020408163
11390,0.87,0.05612244897959183,0.89,0.05357142857142856,0.89,0.04591836734693876
11391,0.89,0.061224489795918366,0.95,0.06377551020408166,0.94,0.05102040816326532
11392,0.88,0.06887755102040817,0.86,0.061224489795918366,0.87,0.05357142857142856
11393,0.96,0.06377551020408166,0.85,0.05357142857142856,0.91,0.05102040816326532
11394,1,0.0637755102040816,0.87,0.05612244897959183,0.97,0.05357142857142859
11395,0.96,0.0688775510204082,0.89,0.061224489795918366,0.95,0.05612244897959186
11396,0.87,0.0739795918367347,0.88,0.06887755102040817,0.86,0.0663265306122449
11397,0.87,0.05102040816326529,0.88,0.04591836734693876,0.86,0.04081632653061223
11398,0.73,0.05357142857142856,0.79,0.05102040816326532,0.75,0.04081632653061223
11399,0.77,0.0663265306122449,0.81,0.0586734693877551,0.79,0.05102040816326532
11400,0.73,0.05357142857142856,0.84,0.05612244897959183,0.78,0.04591836734693879
11401,0.81,0.07397959183673468,0.8,0.06377551020408163,0.8,0.06377551020408163
11402,0.78,0.05357142857142856,0.81,0.05102040816326532,0.79,0.04591836734693879
11403,0.91,0.06377551020408163,0.94,0.058673469387755126,0.93,0.05102040816326532
11404,0.89,0.08673469387755105,0.93,0.08673469387755105,0.9,0.06887755102040817
11405,0.92,0.061224489795918366,0.94,0.058673469387755126,0.94,0.04846938775510205
11406,0.89,0.06887755102040817,0.95,0.0688775510204082,0.93,0.05612244897959186
11407,0.75,0.05102040816326529,0.84,0.05102040816326529,0.78,0.043367346938775524
11408,0.73,0.04591836734693876,0.82,0.04846938775510205,0.76,0.040816326530612256
11409,0.76,0.0586734693877551,0.84,0.0663265306122449,0.79,0.05357142857142859
11410,0.78,0.0586734693877551,0.82,0.05102040816326532,0.79,0.043367346938775524
11411,0.91,0.05612244897959183,0.89,0.048469387755102025,0.93,0.04591836734693879
11412,0.87,0.061224489795918366,0.9,0.061224489795918366,0.88,0.048469387755102025
11413,0.8,0.058673469387755126,0.8,0.05612244897959186,0.8,0.04591836734693879
11414,0.72,0.05357142857142856,0.79,0.05612244897959186,0.74,0.048469387755102025
11415,0.88,0.06887755102040817,0.78,0.05612244897959183,0.83,0.04846938775510205
11416,0.76,0.06887755102040817,0.79,0.06377551020408163,0.76,0.05357142857142856
11417,0.8,0.08418367346938775,0.82,0.08928571428571429,0.82,0.0663265306122449
11418,0.77,0.061224489795918366,0.72,0.05357142857142856,0.72,0.04591836734693876
11419,0.76,0.06377551020408163,0.83,0.061224489795918366,0.81,0.05102040816326532
11420,0.69,0.08163265306122448,0.8,0.08418367346938775,0.74,0.06377551020408163
11421,0.81,0.08163265306122448,0.79,0.06887755102040817,0.8,0.058673469387755126
11422,0.7,0.0663265306122449,0.73,0.06887755102040817,0.7,0.05612244897959183
11423,0.84,0.0663265306122449,0.74,0.0586734693877551,0.79,0.04846938775510205
11424,0.82,0.061224489795918366,0.86,0.05612244897959183,0.85,0.05102040816326529
11425,0.81,0.06632653061224487,0.83,0.061224489795918366,0.81,0.05357142857142859
11426,0.87,0.0663265306122449,0.86,0.06377551020408163,0.88,0.05357142857142856
11427,0.78,0.05612244897959183,0.81,0.05102040816326532,0.8,0.04846938775510205
11428,0.83,0.04846938775510205,0.85,0.048469387755102025,0.85,0.03826530612244899
11429,0.82,0.06377551020408163,0.84,0.061224489795918366,0.83,0.05357142857142856
11430,0.82,0.05612244897959186,0.81,0.04846938775510205,0.81,0.04591836734693879
11431,0.76,0.05357142857142856,0.86,0.06377551020408163,0.81,0.04591836734693879
11432,0.82,0.07908163265306122,0.83,0.06887755102040817,0.82,0.06377551020408163
11433,0.99,0.07397959183673468,1.07,0.0739795918367347,1.05,0.0637755102040816
11434,1.11,0.10204081632653061,1.08,0.08928571428571429,1.14,0.08163265306122451
11435,0.98,0.06887755102040814,1.04,0.0637755102040816,1,0.058673469387755126
11436,1.08,0.08163265306122448,1.07,0.07397959183673468,1.08,0.06377551020408163
11437,0.91,0.06377551020408163,1.07,0.06377551020408163,0.96,0.05357142857142859
